statistic,subject_id,condition,observed,pred_median,pred_lo,pred_hi,inside
accuracy,10369,active,0.5294736842105263,0.5295175438596491,0.4470811403508772,0.6159232456140351,True
accuracy,10369,sham,0.5083947583947583,0.5273341523341524,0.44266994266994264,0.6162981162981163,True
accuracy,10418,active,0.463768115942029,0.5507246376811594,0.42028985507246375,0.6666666666666666,True
accuracy,10418,sham,0.6104572641327417,0.7012348060968551,0.5900926104572641,0.8128545244067142,True
accuracy,10541,active,0.6563492063492063,0.7109126984126984,0.585203373015873,0.8138591269841269,True
accuracy,10541,sham,0.6637700534759359,0.6935160427807486,0.5751949643493761,0.8095198306595365,True
accuracy,10559,active,0.5741176470588236,0.5944607843137255,0.4816960784313726,0.6933014705882353,True
accuracy,10559,sham,0.6022897897897898,0.6851539039039038,0.5367539414414414,0.8190315315315314,True
accuracy,10589,active,0.7140873750462791,0.7414383561643836,0.6322473158089597,0.8332307478711587,True
accuracy,10589,sham,0.7894736842105263,0.6973684210526316,0.5689144736842106,0.8060855263157893,True
accuracy,10590,active,0.6368243243243243,0.6882507507507507,0.5534393768768769,0.7739348723723724,True
accuracy,10590,sham,0.5381468797564688,0.6552035768645357,0.5481188165905632,0.7585711567732115,False
accuracy,10606,active,0.4727951635846373,0.5099573257467994,0.42681810099573264,0.596786095305832,True
accuracy,10606,sham,0.5657894736842105,0.5131578947368421,0.40789473684210525,0.6447368421052632,True
accuracy,10608,active,0.6112006446414182,0.6946514907332796,0.5817385173247381,0.7920905519742143,True
accuracy,10608,sham,0.6129385964912281,0.7105263157894737,0.5932839912280702,0.8152046783625729,True
accuracy,10617,active,0.7837837837837838,0.75,0.6248310810810811,0.8548986486486485,True
accuracy,10617,sham,0.619718309859155,0.6901408450704225,0.5596830985915493,0.7994718309859153,True
accuracy,10636,active,0.9207616707616708,0.7630747630747631,0.6323073885573885,0.8702549140049138,False
accuracy,10636,sham,0.7713371266002844,0.7660028449502134,0.6255023115220484,0.8632290184921763,True
accuracy,10638,active,0.5821256038647343,0.6038647342995169,0.5042119565217391,0.7302309782608696,True
accuracy,10638,sham,0.5616438356164384,0.5273972602739726,0.4452054794520548,0.6027397260273972,True
accuracy,10641,active,0.6704500978473581,0.6431996086105676,0.5318126223091977,0.7442563600782778,True
accuracy,10641,sham,0.5694736842105264,0.6092543859649122,0.5063377192982457,0.712032894736842,True
accuracy,10649,active,0.6232876712328768,0.7054794520547945,0.5684931506849316,0.7945205479452055,True
accuracy,10649,sham,0.6481164383561644,0.7136130136986301,0.5937333523592085,0.8136058789954337,True
accuracy,10656,active,0.6765531765531765,0.7166988416988417,0.5978786416286416,0.8203514391014392,True
accuracy,10656,sham,0.7190704032809296,0.7127477785372522,0.5911141490088858,0.8042998120300752,True
accuracy,10661,active,0.7894736842105263,0.7039473684210527,0.5986842105263158,0.8026315789473684,True
accuracy,10661,sham,0.6829488103821197,0.6577144917087239,0.5562860490266763,0.7589739545782264,True
accuracy,10685,active,0.7681159420289855,0.7101449275362319,0.6048913043478261,0.8226449275362318,True
accuracy,10685,sham,0.7286320663708277,0.7008489291915878,0.5841066949643064,0.8056193324329538,True
accuracy,10741,active,0.6711658841940532,0.6991881846635368,0.5836830007824726,0.8078027190923317,True
accuracy,10741,sham,0.79337899543379,0.7311643835616438,0.6164074391171994,0.8310668759512936,True
accuracy,10804,active,0.6133333333333333,0.6,0.4533333333333333,0.72,True
accuracy,10804,sham,0.6458333333333333,0.5694444444444444,0.4722222222222222,0.6597222222222222,True
accuracy,10809,active,0.764222366428726,0.7061431970581873,0.5807646549859399,0.8014330521306511,True
accuracy,10809,sham,0.6646613190730838,0.6557486631016043,0.5376448306595365,0.7617034313725489,True
accuracy,10810,active,0.6443318318318318,0.6704204204204205,0.5415681306306306,0.7774821696696694,True
accuracy,10810,sham,0.8209665144596652,0.7000095129375952,0.5859375,0.810433314307458,False
accuracy,10862,active,0.6912537537537538,0.7134947447447447,0.6066206831831832,0.8256991366366365,True
accuracy,10862,sham,0.6828386605783866,0.7099029680365296,0.5827102359208524,0.7999024923896498,True
accuracy,10866,active,0.6073059360730593,0.6269977168949772,0.5140886605783865,0.7245528919330286,True
accuracy,10866,sham,0.5314090019569472,0.5379647749510763,0.44830724070450095,0.6426198630136987,True
accuracy,10886,active,0.7039473684210527,0.6973684210526316,0.5921052631578947,0.8026315789473684,True
accuracy,10886,sham,0.6333333333333333,0.6799999999999999,0.5800000000000001,0.7733333333333334,True
accuracy,10896,active,0.4823943661971831,0.5177609776304888,0.4420955882352941,0.6186826843413422,True
accuracy,10896,sham,0.5333570539049991,0.527041451698986,0.4323785803237858,0.6106497954100693,True
accuracy,10950,active,0.5323809523809524,0.6510822510822512,0.5391515151515152,0.7472922077922077,False
accuracy,10950,sham,0.7357642357642358,0.7322261072261071,0.6191662504162504,0.8354811854811853,True
accuracy,10951,active,0.512987012987013,0.5324675324675324,0.43474025974025976,0.6267857142857142,True
accuracy,10951,sham,0.5063291139240507,0.5189873417721519,0.4333860759493671,0.5949367088607596,True
accuracy,10998,active,0.5789473684210527,0.6973684210526315,0.5325657894736842,0.8289473684210527,True
accuracy,10998,sham,0.6324733824733825,0.6136363636363636,0.4978808353808354,0.7138718263718262,True
accuracy,11016,active,0.6485087719298246,0.7016666666666667,0.5896907894736841,0.8075899122807019,True
accuracy,11016,sham,0.6044401544401545,0.6666023166023166,0.5617664092664093,0.75753861003861,True
accuracy,11030,active,0.5825825825825826,0.6945382882882882,0.5849990615615616,0.7945899024024025,False
accuracy,11030,sham,0.8157894736842105,0.7236842105263157,0.5921052631578947,0.8157894736842106,True
accuracy,11031,active,0.6917808219178082,0.6986301369863013,0.5890410958904109,0.7981164383561642,True
accuracy,11031,sham,0.6177506213753107,0.6332332228666114,0.5355711474730738,0.7401175434962718,True
accuracy,11036,active,0.5384615384615384,0.5641025641025641,0.48381410256410257,0.6602564102564104,True
accuracy,11036,sham,0.5820232399179768,0.6077836637047163,0.4971996753246753,0.7058270676691729,True
accuracy,11075,active,0.6310865191146882,0.6810362173038229,0.5741348088531187,0.7840694164989938,True
accuracy,11075,sham,0.7238562091503268,0.7079248366013072,0.6043607026143791,0.8072099673202614,True
accuracy,11116,active,0.7233400402414487,0.6885814889336016,0.5812298792756538,0.7874823943661972,True
accuracy,11116,sham,0.6543327763189306,0.6438887562664121,0.5098143948436381,0.743951420386727,True
accuracy,11168,active,0.5657894736842105,0.5862375533428166,0.48315256045519206,0.6869710170697013,True
accuracy,11168,sham,0.5295625427204375,0.5297761449077238,0.43796992481203006,0.621200017088175,True
accuracy,11286,active,0.40540540540540543,0.6621621621621622,0.43243243243243246,0.8648648648648649,False
accuracy,11286,sham,0.6754185692541856,0.6834094368340944,0.5312928082191781,0.8312119482496194,True
accuracy,11316,active,0.5471194879089616,0.5803698435277382,0.46385579658605974,0.680298719772404,True
accuracy,11316,sham,0.7174603174603175,0.6197420634920635,0.506140873015873,0.7258978174603175,True
accuracy,11318,active,0.54,0.5733333333333334,0.47333333333333333,0.6666666666666667,True
accuracy,11318,sham,0.6008219178082193,0.594337899543379,0.4833356164383562,0.6923173515981734,True
accuracy,11326,active,0.6971080669710807,0.7100932267884322,0.5963351407914763,0.8133656773211567,True
accuracy,11326,sham,0.7133333333333334,0.6966666666666667,0.5863333333333334,0.8066666666666666,True
accuracy,11329,active,0.5945945945945946,0.6959459459459459,0.527027027027027,0.8314189189189186,True
accuracy,11329,sham,0.5617492492492493,0.6720157657657657,0.5752346096096096,0.7871809309309309,False
accuracy,11330,active,0.5723684210526316,0.5427631578947368,0.45394736842105265,0.631578947368421,True
accuracy,11330,sham,0.6842105263157895,0.6776315789473684,0.5294407894736842,0.7960526315789473,True
accuracy,11439,active,0.5147058823529411,0.5220588235294118,0.4411764705882353,0.625,True
accuracy,11439,sham,0.557563025210084,0.5292016806722688,0.43865546218487395,0.623639705882353,True
accuracy,11461,active,0.7642857142857142,0.7285714285714286,0.6,0.8466071428571427,True
accuracy,11461,sham,0.7007462686567164,0.7078891257995736,0.5740644989339019,0.8102958422174841,True
accuracy,11472,active,0.4290671565625638,0.514288630332721,0.42873545621555426,0.5966498264952029,True
accuracy,11472,sham,0.4476530391520658,0.5188730261734804,0.4340255245511573,0.596052346960848,True
accuracy,11526,active,0.7805527805527805,0.7552447552447552,0.6227876290376291,0.8578525641025642,True
accuracy,11526,sham,0.8397435897435896,0.75,0.6150641025641026,0.8431089743589743,True
accuracy,11539,active,0.6837462462462462,0.6983858858858859,0.587917605105105,0.8015343468468469,True
accuracy,11539,sham,0.5870500782472613,0.6997750391236306,0.5600449921752739,0.7972466744913929,True
accuracy,11542,active,0.7754409769335142,0.7148914518317503,0.5949202849389417,0.8047263681592041,True
accuracy,11542,sham,0.8082191780821917,0.7054794520547945,0.595890410958904,0.8013698630136986,False
accuracy,11563,active,0.648859649122807,0.5964473684210526,0.47047587719298245,0.6950087719298245,True
accuracy,11563,sham,0.47043745727956254,0.5487867395762133,0.4444143028024607,0.6471740430622009,True
accuracy,11570,active,0.45890410958904104,0.5342465753424657,0.4452054794520548,0.6164383561643836,True
accuracy,11570,sham,0.829630895420369,0.7384654818865346,0.6077281271360219,0.8431754101161996,True
accuracy,11622,active,0.45774647887323944,0.5070422535211268,0.4225352112676056,0.6022887323943661,True
accuracy,11622,sham,0.5075396825396825,0.520734126984127,0.4299603174603175,0.6092857142857142,True
accuracy,11628,active,0.6866666666666666,0.6733333333333333,0.56,0.7701666666666664,True
accuracy,11628,sham,0.5557017543859649,0.5492105263157895,0.45029605263157896,0.6358771929824562,True
accuracy,11631,active,0.7010418676442215,0.7086629365232491,0.5940357900829635,0.8129461701717152,True
accuracy,11631,sham,0.6621004566210045,0.717418188736682,0.5862680745814307,0.8137866248097412,True
accuracy,11681,active,0.7113095238095238,0.7118055555555556,0.5882390873015874,0.8233184523809524,True
accuracy,11681,sham,0.6804828973843058,0.6521629778672032,0.5462198189134808,0.7554979879275652,True
accuracy,11854,active,0.7609243697478991,0.6955882352941176,0.5731670168067227,0.8116649159663866,True
accuracy,11854,sham,0.6993263931414575,0.7075933864053888,0.5771483976321699,0.8214380485813431,True
accuracy,11861,active,0.6350961538461539,0.6274038461538463,0.5194080528846153,0.7369290865384612,True
accuracy,11861,sham,0.5634920634920635,0.6190476190476191,0.5317460317460317,0.7422619047619046,True
accuracy,11885,active,0.6736111111111112,0.6877777777777778,0.5710972222222223,0.7897361111111111,True
accuracy,11885,sham,0.731891891891892,0.7180630630630631,0.6008423423423424,0.8255045045045045,True
accuracy,11900,active,0.5602503912363067,0.7059859154929577,0.5731342918622848,0.8151995305164318,False
accuracy,11900,sham,0.7671232876712328,0.726027397260274,0.6164383561643836,0.8359589041095887,True
accuracy,11920,active,0.6681763285024154,0.5664251207729469,0.41828955314009664,0.6660628019323671,False
accuracy,11920,sham,0.640625,0.5625,0.4412109375,0.6875,True
p_stay_win,10369,active,0.5675675675675675,0.5255391755391756,0.40416562604062606,0.6526976284584979,True
p_stay_win,10369,sham,0.5924603174603175,0.5344667976246924,0.41666666666666663,0.6565337624121749,True
p_stay_win,10418,active,0.7142857142857143,0.5588235294117647,0.383860153256705,0.7568736141906873,True
p_stay_win,10418,sham,0.9594594594594594,0.9285299003322259,0.8092633928571429,0.9952499999999997,True
p_stay_win,10541,active,0.9571428571428571,0.9494450731992261,0.8514962978198273,1.0,True
p_stay_win,10541,sham,0.9473684210526316,0.9264158060266054,0.8169622093023255,0.9895896656534954,True
p_stay_win,10559,active,0.7162162162162162,0.642472246981606,0.5039620535714286,0.7976829268292682,True
p_stay_win,10559,sham,0.885576923076923,0.8779311920616268,0.7093051311433665,0.9786040927895981,True
p_stay_win,10589,active,0.9345823095823096,0.9380586473719923,0.817007223126561,0.9896949404761904,True
p_stay_win,10589,sham,0.9107142857142857,0.8679061784897025,0.7398376623376623,0.9574204440333025,True
p_stay_win,10590,active,0.9517857142857142,0.8805679121161624,0.7503819444444445,0.9679898852657004,True
p_stay_win,10590,sham,0.7721254355400697,0.7706506090808416,0.6230497300664452,0.8910998658819238,True
p_stay_win,10606,active,0.5876068376068376,0.5169871794871794,0.3950954861111111,0.6326108870967742,True
p_stay_win,10606,sham,0.43902439024390244,0.525,0.35115708274894814,0.6744836956521739,True
p_stay_win,10608,active,0.9535679374389052,0.9256639756639756,0.7974051166127256,1.0,True
p_stay_win,10608,sham,0.9743589743589743,0.9791666666666667,0.9047632734113713,1.0,True
p_stay_win,10617,active,1.0,0.9717101284958428,0.8861706039158012,1.0,True
p_stay_win,10617,sham,0.9102564102564102,0.8713317610532286,0.7414062499999999,0.9641225961538462,True
p_stay_win,10636,active,1.0,0.9897959183673469,0.931940220632081,1.0,True
p_stay_win,10636,sham,0.9878048780487805,0.99,0.930029786157552,1.0,True
p_stay_win,10638,active,0.8190730837789661,0.7092604478676365,0.5643918918918919,0.8496908464342675,True
p_stay_win,10638,sham,0.45619658119658124,0.5620300751879699,0.4387182418699187,0.7103820462691428,True
p_stay_win,10641,active,0.8623737373737375,0.7814144736842106,0.6253092006033183,0.9009059196617336,True
p_stay_win,10641,sham,0.7673038892551087,0.7093771952527083,0.5517888536207501,0.841526108216666,True
p_stay_win,10649,active,1.0,0.9370630381413221,0.8293465909090909,1.0,True
p_stay_win,10649,sham,0.986842105263158,0.9685054347826088,0.8696533442659715,1.0,True
p_stay_win,10656,active,0.9673913043478262,0.9583333333333333,0.8778186274509804,1.0,True
p_stay_win,10656,sham,0.9763888888888889,0.9687439379810175,0.8976482787940068,1.0,True
p_stay_win,10661,active,0.9494252873563218,0.9342436186186186,0.8292555836373771,1.0,True
p_stay_win,10661,sham,0.8826530612244898,0.827743548789415,0.688121252417795,0.9265371271893011,True
p_stay_win,10685,active,0.9200284765068818,0.959743279865231,0.8499245294934951,1.0,True
p_stay_win,10685,sham,0.9235722284434491,0.9043926103136629,0.7813199833702882,0.976758658008658,True
p_stay_win,10741,active,0.8724072910119421,0.8766447385270396,0.7390001918812895,0.9654922385620915,True
p_stay_win,10741,sham,0.9550264550264551,0.9523015873015872,0.8394480427910661,1.0,True
p_stay_win,10804,active,0.8,0.6582156611039796,0.4511309523809524,0.8489673913043477,True
p_stay_win,10804,sham,0.6765970515970516,0.6027116402116403,0.45397964015151515,0.7218190425693076,True
p_stay_win,10809,active,0.8373397435897436,0.8998484848484848,0.7599891355414611,0.9833946078431371,True
p_stay_win,10809,sham,0.7346153846153847,0.7900822193160904,0.6482028388278388,0.920505340347521,True
p_stay_win,10810,active,0.8588937774984287,0.8259222661396575,0.6832990768578476,0.9366074880269233,True
p_stay_win,10810,sham,0.9519230769230769,0.9557148985720414,0.8525297619047619,1.0,True
p_stay_win,10862,active,0.9759725400457666,0.9732703877005348,0.8956253958406039,1.0,True
p_stay_win,10862,sham,0.9666666666666667,0.9667713209803867,0.8806709377059987,1.0,True
p_stay_win,10866,active,0.8143939393939394,0.6741736251985344,0.5353267658414718,0.8214506052615809,True
p_stay_win,10866,sham,0.7084972462627852,0.6052284427284427,0.4678748006379585,0.7658707649726557,True
p_stay_win,10886,active,0.9342885375494071,0.9127886002886003,0.7942595799659135,0.9876600609756098,True
p_stay_win,10886,sham,0.8864795918367347,0.8226093127425194,0.6644831488208498,0.9309166666666666,True
p_stay_win,10896,active,0.596875,0.5228219518329875,0.40353344298245614,0.6720958774847926,True
p_stay_win,10896,sham,0.4694337194337195,0.5366940724083581,0.4243128153118011,0.654082094376212,True
p_stay_win,10950,active,0.8426888426888427,0.7749852358738466,0.6280767592336741,0.8915167218446033,True
p_stay_win,10950,sham,0.964957264957265,0.9500359252228023,0.8697849213691028,1.0,True
p_stay_win,10951,active,0.5469416785206258,0.5386847747887542,0.41512861242057797,0.6724305555555556,True
p_stay_win,10951,sham,0.4232909379968204,0.5205518018018018,0.42068781449748405,0.6464249492900609,True
p_stay_win,10998,active,0.8888888888888888,0.8720676486633934,0.6746947674418605,0.9826195520581114,True
p_stay_win,10998,sham,0.6630824372759856,0.6899886557005105,0.5360136217948718,0.8233162890794433,True
p_stay_win,11016,active,0.90625,0.9229625185267871,0.7998051948051949,0.9895869565217391,True
p_stay_win,11016,sham,0.8958333333333334,0.8520756009190527,0.7104671717171718,0.9410567527647326,True
p_stay_win,11030,active,0.95,0.9238465197663434,0.802611111111111,0.9803921568627452,True
p_stay_win,11030,sham,0.9901960784313726,0.9828445747800587,0.902407611144833,1.0,True
p_stay_win,11031,active,0.9413875598086124,0.9105228348649401,0.8003104575163399,0.9789417478369701,True
p_stay_win,11031,sham,0.8605263157894737,0.747935397935398,0.602906941031941,0.8631790465631928,True
p_stay_win,11036,active,0.6118243243243243,0.5934950466200466,0.4697755417956656,0.7203225546975547,True
