measure,label,n,r_age,p_age,r_field,p_field,a,b,c,indirect,prop_mediated,indirect_ci_lo,indirect_ci_hi,indirect_sig,agreement_r,n_boot,seed
layer_skull,charm skull (an FEM input),59,0.3498962261388669,0.006596607366465566,-0.7810033636247248,2.959833326876859e-13,0.03192580134889654,-0.013576613637761775,-0.0004830315384806113,-0.000433444269989902,0.8973415511403513,-0.000769474314774399,-0.00013795017298546983,True,0.4154336164984649,5000,20260921
skull_t1_span,T1 intensity span (external),59,0.37150043203857064,0.0037680933926406523,-0.24722428073443126,0.05905897261548953,0.06434843266487272,-0.0014612712940751265,-0.0004830315384806113,-9.403051747190471e-05,0.19466744918495432,-0.0003292663589986322,4.3161392592165336e-05,False,0.4154336164984649,5000,20260921
