trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,stim_guess,subject_id,session,age,gender,date
0,2,stimulation,sham,0,1,27,44,50,right,left,2.0,1944.2265033721924,False,False,2000.0,250.0,522.8222241401672,6.206162691116333,yes,10559,1,31,M,2026-03-18_17-57-56
1,2,stimulation,sham,1,1,27,44,50,right,left,2.0,754.0102005004883,False,False,2000.0,250.0,527.8370220661163,11.22096061706543,yes,10559,1,31,M,2026-03-18_17-57-56
2,2,stimulation,sham,2,1,27,44,50,left,right,2.0,841.0465717315674,False,False,2000.0,250.0,532.9396204948425,16.323559045791626,yes,10559,1,31,M,2026-03-18_17-57-56
3,2,stimulation,sham,3,1,27,44,50,right,left,2.0,1171.990156173706,False,True,2000.0,250.0,538.3720989227295,21.75603747367859,yes,10559,1,31,M,2026-03-18_17-57-56
4,2,stimulation,sham,4,1,27,44,50,left,right,2.0,598.4776020050049,False,False,2000.0,250.0,543.2307679653168,26.61470651626587,yes,10559,1,31,M,2026-03-18_17-57-56
5,2,stimulation,sham,5,1,27,44,50,right,left,2.0,841.6614532470703,False,False,2000.0,250.0,548.334047794342,31.717986345291138,yes,10559,1,31,M,2026-03-18_17-57-56
6,2,stimulation,sham,6,1,27,44,50,right,left,1.0,513.3340358734131,True,True,2000.0,250.0,553.1083471775055,36.49228572845459,yes,10559,1,31,M,2026-03-18_17-57-56
7,2,stimulation,sham,7,1,27,44,50,left,right,1.0,509.641170501709,True,False,2000.0,250.0,557.8793601989746,41.263298749923706,yes,10559,1,31,M,2026-03-18_17-57-56
8,2,stimulation,sham,8,1,27,44,50,left,right,1.0,970.8545207977295,True,True,2000.0,250.0,563.1114544868469,46.49539303779602,yes,10559,1,31,M,2026-03-18_17-57-56
9,2,stimulation,sham,9,1,27,44,50,left,right,1.0,574.660062789917,True,False,2000.0,250.0,567.947675704956,51.33161425590515,yes,10559,1,31,M,2026-03-18_17-57-56
10,2,stimulation,sham,10,1,27,44,50,right,left,,,,,2000.0,250.0,573.7099685668945,57.09390711784363,yes,10559,1,31,M,2026-03-18_17-57-56
11,2,stimulation,sham,11,1,27,44,50,left,right,2.0,737.4951839447021,False,True,2000.0,250.0,578.7086963653564,62.09263491630554,yes,10559,1,31,M,2026-03-18_17-57-56
12,2,stimulation,sham,12,1,27,44,50,right,left,2.0,773.4248638153076,False,False,2000.0,250.0,583.7425036430359,67.12644219398499,yes,10559,1,31,M,2026-03-18_17-57-56
13,2,stimulation,sham,13,1,27,44,50,right,left,1.0,149.08075332641602,True,True,2000.0,250.0,588.1522147655487,71.5361533164978,yes,10559,1,31,M,2026-03-18_17-57-56
14,2,stimulation,sham,14,1,27,44,50,left,right,2.0,1071.6416835784912,False,False,2000.0,250.0,593.484757900238,76.86869645118713,yes,10559,1,31,M,2026-03-18_17-57-56
15,2,stimulation,sham,15,1,27,44,50,left,right,1.0,610.5375289916992,True,True,2000.0,250.0,598.3564825057983,81.74042105674744,yes,10559,1,31,M,2026-03-18_17-57-56
16,2,stimulation,sham,16,1,27,44,50,right,left,,,,,2000.0,250.0,604.1147029399872,87.49864149093628,yes,10559,1,31,M,2026-03-18_17-57-56
17,2,stimulation,sham,17,1,27,44,50,left,right,2.0,1003.7810802459717,False,False,2000.0,250.0,609.3792133331299,92.76315188407898,yes,10559,1,31,M,2026-03-18_17-57-56
18,2,stimulation,sham,18,1,27,44,50,right,left,2.0,476.0599136352539,False,False,2000.0,250.0,614.1154632568359,97.49940180778503,yes,10559,1,31,M,2026-03-18_17-57-56
19,2,stimulation,sham,19,1,27,44,50,left,right,1.0,1144.841194152832,True,True,2000.0,250.0,619.5218467712402,102.90578532218933,yes,10559,1,31,M,2026-03-18_17-57-56
20,2,stimulation,sham,20,1,27,44,50,right,left,1.0,475.7213592529297,True,True,2000.0,250.0,624.2589707374573,107.64290928840637,yes,10559,1,31,M,2026-03-18_17-57-56
21,2,stimulation,sham,21,1,27,44,50,left,right,1.0,1081.756353378296,True,False,2000.0,250.0,629.6023283004761,112.98626685142517,yes,10559,1,31,M,2026-03-18_17-57-56
22,2,stimulation,sham,22,1,27,44,50,right,left,,,,,2000.0,250.0,635.3616662025452,118.74560475349426,yes,10559,1,31,M,2026-03-18_17-57-56
23,2,stimulation,sham,23,1,27,44,50,left,right,2.0,460.40844917297363,False,False,2000.0,250.0,640.082769870758,123.46670842170715,yes,10559,1,31,M,2026-03-18_17-57-56
24,2,stimulation,sham,24,1,27,44,50,left,right,2.0,736.0498905181885,False,False,2000.0,250.0,645.0798254013062,128.46376395225525,yes,10559,1,31,M,2026-03-18_17-57-56
25,2,stimulation,sham,25,1,27,44,50,left,right,2.0,1935.598611831665,False,True,2000.0,250.0,651.2760493755341,134.65998792648315,yes,10559,1,31,M,2026-03-18_17-57-56
26,2,stimulation,sham,26,1,27,44,50,right,left,1.0,1100.4414558410645,True,False,2000.0,250.0,656.6382501125336,140.02218866348267,yes,10559,1,31,M,2026-03-18_17-57-56
27,2,stimulation,sham,0,2,26,44,50,right,left,1.0,1456.817388534546,False,False,2000.0,250.0,662.3565766811371,145.74051523208618,yes,10559,1,31,M,2026-03-18_17-57-56
28,2,stimulation,sham,1,2,26,44,50,right,left,2.0,606.9769859313965,True,False,2000.0,250.0,667.2242805957794,150.60821914672852,yes,10559,1,31,M,2026-03-18_17-57-56
29,2,stimulation,sham,2,2,26,44,50,right,left,2.0,1052.6702404022217,True,True,2000.0,250.0,672.5378305912018,155.92176914215088,yes,10559,1,31,M,2026-03-18_17-57-56
30,2,stimulation,sham,3,2,26,44,50,right,left,1.0,1676.8591403961182,False,False,2000.0,250.0,678.4763369560242,161.86027550697327,yes,10559,1,31,M,2026-03-18_17-57-56
31,2,stimulation,sham,4,2,26,44,50,right,left,1.0,1050.130844116211,False,False,2000.0,250.0,683.7887670993805,167.1727056503296,yes,10559,1,31,M,2026-03-18_17-57-56
32,2,stimulation,sham,5,2,26,44,50,left,right,2.0,643.4566974639893,True,False,2000.0,250.0,688.6927621364594,172.07670068740845,yes,10559,1,31,M,2026-03-18_17-57-56
33,2,stimulation,sham,6,2,26,44,50,left,right,1.0,873.1799125671387,False,False,2000.0,250.0,693.8262841701508,177.21022272109985,yes,10559,1,31,M,2026-03-18_17-57-56
34,2,stimulation,sham,7,2,26,44,50,right,left,2.0,1130.9103965759277,True,True,2000.0,250.0,699.2187035083771,182.60264205932617,yes,10559,1,31,M,2026-03-18_17-57-56
35,2,stimulation,sham,8,2,26,44,50,right,left,2.0,492.2947883605957,True,True,2000.0,250.0,703.9727170467377,187.35665559768677,yes,10559,1,31,M,2026-03-18_17-57-56
36,2,stimulation,sham,9,2,26,44,50,right,left,2.0,460.7884883880615,True,True,2000.0,250.0,708.6956524848938,192.0795910358429,yes,10559,1,31,M,2026-03-18_17-57-56
37,2,stimulation,sham,10,2,26,44,50,right,left,2.0,931.6153526306152,True,True,2000.0,250.0,713.8890104293823,197.27294898033142,yes,10559,1,31,M,2026-03-18_17-57-56
38,2,stimulation,sham,11,2,26,44,50,left,right,2.0,495.3887462615967,True,True,2000.0,250.0,718.645525932312,202.0294644832611,yes,10559,1,31,M,2026-03-18_17-57-56
39,2,stimulation,sham,12,2,26,44,50,left,right,2.0,525.6478786468506,True,True,2000.0,250.0,723.4314889907837,206.8154275417328,yes,10559,1,31,M,2026-03-18_17-57-56
40,2,stimulation,sham,13,2,26,44,50,right,left,2.0,397.6891040802002,True,True,2000.0,250.0,728.0904335975647,211.4743721485138,yes,10559,1,31,M,2026-03-18_17-57-56
41,2,stimulation,sham,14,2,26,44,50,left,right,2.0,594.6002006530762,True,True,2000.0,250.0,732.9459993839264,216.3299379348755,yes,10559,1,31,M,2026-03-18_17-57-56
42,2,stimulation,sham,15,2,26,44,50,left,right,2.0,480.9873104095459,True,True,2000.0,250.0,737.6879894733429,221.071928024292,yes,10559,1,31,M,2026-03-18_17-57-56
43,2,stimulation,sham,16,2,26,44,50,right,left,2.0,427.93941497802734,True,True,2000.0,250.0,742.377153635025,225.76109218597412,yes,10559,1,31,M,2026-03-18_17-57-56
44,2,stimulation,sham,17,2,26,44,50,left,right,2.0,691.7707920074463,True,True,2000.0,250.0,747.329972743988,230.71391129493713,yes,10559,1,31,M,2026-03-18_17-57-56
45,2,stimulation,sham,18,2,26,44,50,left,right,2.0,613.7685775756836,True,True,2000.0,250.0,752.2045061588287,235.58844470977783,yes,10559,1,31,M,2026-03-18_17-57-56
46,2,stimulation,sham,19,2,26,44,50,right,left,2.0,395.7483768463135,True,True,2000.0,250.0,756.8610832691193,240.24502182006836,yes,10559,1,31,M,2026-03-18_17-57-56
47,2,stimulation,sham,20,2,26,44,50,left,right,2.0,686.9344711303711,True,False,2000.0,250.0,761.8080744743347,245.1920130252838,yes,10559,1,31,M,2026-03-18_17-57-56
48,2,stimulation,sham,21,2,26,44,50,left,right,1.0,755.8519840240479,False,True,2000.0,250.0,766.8248198032379,250.208758354187,yes,10559,1,31,M,2026-03-18_17-57-56
49,2,stimulation,sham,22,2,26,44,50,right,left,1.0,442.7003860473633,False,False,2000.0,250.0,771.5289809703827,254.9129195213318,yes,10559,1,31,M,2026-03-18_17-57-56
50,2,stimulation,sham,23,2,26,44,50,right,left,1.0,1172.3923683166504,False,False,2000.0,250.0,776.9628791809082,260.3468177318573,yes,10559,1,31,M,2026-03-18_17-57-56
51,2,stimulation,sham,24,2,26,44,50,left,right,,,,,2000.0,250.0,782.7225387096405,266.1064772605896,yes,10559,1,31,M,2026-03-18_17-57-56
52,2,stimulation,sham,25,2,26,44,50,right,left,2.0,527.8997421264648,True,False,2000.0,250.0,787.511382818222,270.89532136917114,yes,10559,1,31,M,2026-03-18_17-57-56
