subject_id,iaf,n_iaf_runs,itf_klimesch,theta_peak_fcz,n_theta_runs,max_channels,runs_used,in_dissertation,itf_distance
10369,9.81927120879558,1,4.8192712087955805,,0,3,1,True,1.1807287912044195
10418,10.294914133002678,1,5.294914133002678,,0,3,1,True,0.7050858669973223
10541,10.590624608705504,1,5.590624608705504,,0,3,1,True,0.4093753912944962
10559,11.936738413319034,1,6.936738413319034,,0,3,1,True,0.9367384133190342
10589,,0,,,0,3,1,True,
10590,10.501402956259103,1,5.501402956259103,,0,3,1,True,0.4985970437408973
10606,9.831302603110334,1,4.831302603110334,,0,3,1,True,1.168697396889666
10608,11.565605947499034,1,6.565605947499034,,0,3,1,True,0.5656059474990336
10617,9.575953322154884,1,4.575953322154884,,0,3,1,True,1.4240466778451157
10636,,0,,,0,3,1,True,
10638,9.765247389872144,1,4.765247389872144,,0,3,1,True,1.234752610127856
10641,9.774532611237696,1,4.774532611237696,,0,3,1,True,1.2254673887623042
10649,9.859310424134437,1,4.859310424134437,,0,3,1,True,1.1406895758655633
10656,10.500760462247495,1,5.500760462247495,,0,3,1,True,0.49923953775250496
10661,10.387611485272172,1,5.387611485272172,,0,3,1,True,0.6123885147278276
10685,10.72399016772923,1,5.72399016772923,,0,7,1,False,0.2760098322707698
10716,9.799113167037511,1,4.799113167037511,,0,3,1,True,1.2008868329624889
10741,9.292588518898896,1,4.292588518898896,,0,7,1,False,1.7074114811011043
10804,9.887720228676693,1,4.887720228676693,,0,3,1,True,1.1122797713233066
10809,10.28100530410427,1,5.281005304104269,,0,3,1,True,0.7189946958957307
10810,9.740211915558339,1,4.740211915558339,,0,3,1,True,1.2597880844416611
10862,9.8098164309869,1,4.809816430986899,,0,3,1,True,1.1901835690131009
10866,7.698752087853968,1,4.0,,0,3,1,True,2.0
10886,9.643072058801021,1,4.643072058801021,,0,3,1,True,1.356927941198979
10896,11.599671480146734,1,6.599671480146734,,0,7,1,False,0.5996714801467338
10898,13.250000000011353,1,8.0,,0,3,1,True,2.0
10950,10.063494280941635,1,5.063494280941635,,0,3,1,True,0.9365057190583652
10951,9.828554396662089,1,4.8285543966620885,,0,3,1,True,1.1714456033379115
10961,9.556657749131865,1,4.556657749131865,,0,3,1,True,1.4433422508681346
11016,10.591455266038746,1,5.591455266038746,,0,3,1,True,0.40854473396125357
11031,9.876247712336088,1,4.876247712336088,,0,3,1,True,1.1237522876639119
11036,10.149265793860511,1,5.149265793860511,,0,3,1,True,0.8507342061394887
11075,10.069511619616438,1,5.0695116196164385,,0,7,1,False,0.9304883803835615
11116,8.639429367069155,1,4.0,,0,7,1,False,2.0
11168,8.805738135226541,1,4.0,7.8842992807741545,1,7,1,False,2.0
11286,9.85300910317551,1,4.853009103175509,,0,3,1,True,1.1469908968244908
11318,9.85385882329656,1,4.8538588232965605,,0,3,1,True,1.1461411767034395
11326,,0,,6.375000000000001,1,7,1,False,
11329,9.42205333954442,1,4.422053339544419,,0,3,1,True,1.5779466604555807
11330,10.98665351373749,1,5.98665351373749,7.033861573093034,1,7,1,False,0.013346486262509671
11439,10.519106760324608,1,5.519106760324608,,0,7,1,False,0.48089323967539244
11440,12.222226592431841,1,7.222226592431841,,0,7,1,False,1.2222265924318414
11461,10.286056447079842,1,5.286056447079842,,0,7,1,False,0.7139435529201581
11472,11.481304949584867,1,6.481304949584867,,0,7,1,False,0.48130494958486736
11492,10.699777544807773,1,5.699777544807773,,0,7,1,False,0.3002224551922268
11526,9.79429273826073,1,4.794292738260729,,0,3,1,True,1.2057072617392706
11539,8.011737768156454,1,4.0,,0,7,1,False,2.0
11563,11.24999984451047,1,6.249999844510469,,0,3,1,True,0.24999984451046942
11570,9.351741410427698,1,4.351741410427698,7.890916015500172,1,7,1,False,1.6482585895723023
11606,8.509644604902775,1,4.0,,0,7,1,False,2.0
11622,7.612312233363424,1,4.0,,0,7,1,False,2.0
11628,10.482050109794871,1,5.482050109794871,,0,3,1,True,0.5179498902051289
11631,9.33272246705335,1,4.332722467053349,,0,3,1,True,1.6672775329466507
11681,8.17040682541193,1,4.0,,0,7,1,False,2.0
11773,9.792471348316743,1,4.792471348316743,,0,3,1,True,1.2075286516832566
11854,7.735725522498762,1,4.0,7.340004288769211,1,7,1,False,2.0
11885,,0,,,0,7,1,False,
11900,8.154627054447731,1,4.0,7.789026352085926,1,7,1,False,2.0
11920,10.7881301345891,1,5.7881301345891,,0,7,1,False,0.21186986541090036
