subject_id,run,expected,detected,match,early_db,middle_db,late_db
10886,1,baseline,NONE,✓,89.99777214215602,88.87093187236792,88.37217993918291
10886,2,sham,SHAM,✓,151.0716365984583,90.184437330722,88.66058652095623
10886,3,sham,SHAM,✓,150.24649856109426,90.0166471360279,88.56898704527721
10886,4,post,NONE,✓,89.85210314584816,88.8508188215067,88.70402256138718
10886,5,baseline,NONE,✓,90.23073969123193,88.29045336503268,88.18507489335305
10886,6,active,ACTIVE,✓,147.7373696618027,151.6912239974896,148.17399316438937
10886,7,active,ACTIVE,✓,147.6030849873193,151.4310233327011,147.9480165180627
10886,8,post,NONE,✓,90.32269486663387,88.79734069847804,87.98099903459362
10998,2,sham,SHAM,✓,150.39343764174157,89.81282323302683,88.0668051708844
10998,3,sham,SHAM,✓,150.3845306749261,89.73444365291328,88.61237392144321
10998,4,post,NONE,✓,89.589725458019,88.76580469059869,88.33788982593626
10998,5,baseline,NONE,✓,89.26586320716476,88.84589239711059,89.5199415430168
10998,6,active,SHAM,⚠,150.69698285962215,89.95557249349142,88.76314545152343
10998,7,active,ACTIVE,✓,150.72431905748238,155.1141930925862,152.2188830213422
10998,8,post,NONE,✓,89.99125474706968,88.03489978438762,87.87185242202068
11773,1,baseline,NONE,✓,89.55685548541612,88.92091517309066,88.60861553543151
11773,2,sham,SHAM,✓,148.7858816252412,90.64882723896113,89.76923679585785
11773,3,sham,SHAM,✓,147.49129221501892,90.96926509154743,89.13761303649216
11773,4,post,NONE,✓,91.54303914537994,89.63216517663055,88.93938630508491
11773,5,baseline,NONE,✓,90.7556111292104,88.71336728537754,88.41099318856939
11773,6,active,SHAM,⚠,144.60787188821106,91.40741839765919,90.60992055402006
11773,7,active,SHAM,⚠,144.11844892077136,90.18141428672483,88.925084753877
11773,8,post,NONE,✓,89.81416697896327,88.43940765206612,88.5499085918447
10656,1,baseline,NONE,✓,90.17164441784853,90.69031783450114,89.18791900192407
10656,2,active,ACTIVE,✓,149.50086169915187,152.63170715543816,149.0777289245236
10656,3,active,ACTIVE,✓,148.41588554205103,151.7563024453778,148.12381515273702
10656,4,post,NONE,✓,92.01349924129651,89.50650906215498,88.26560179195336
10656,5,baseline,NONE,✓,90.41877072813875,88.8179315828989,88.80414007891864
10656,6,sham,SHAM,✓,145.62431069418963,90.99891134099789,90.54395845946901
10656,7,sham,SHAM,✓,145.44580459670377,91.36266921721489,91.2496539626081
10656,8,post,NONE,✓,93.67673957430534,91.2373956072753,90.34705163463677
10951,1,baseline,SHAM,✓,109.88039884752988,94.4547722747356,91.72466540475163
10951,2,active,ACTIVE,✓,136.92034341807678,141.23891416943886,133.8817950873932
10951,3,active,ACTIVE,✓,133.91553874370499,141.7398656284341,132.12835432292627
10951,4,post,NONE,✓,93.64826315895745,91.85928275563373,90.4541925515122
10951,5,baseline,NONE,✓,92.10384835349014,91.01634238866443,90.2728520598033
10951,6,sham,SHAM,✓,129.89436890761408,98.87369575011903,90.86810599953772
10951,7,sham,SHAM,✓,138.89237360309093,96.15945632682536,90.03011574910634
10951,8,post,SHAM,✓,145.89311457029015,89.33668998910599,88.84651888279699
10418,1,baseline,NONE,✓,89.2494380181156,88.33916883113382,88.70116580688412
10418,2,sham,SHAM,✓,147.43585910474107,90.32446297594045,89.1886450531519
10418,3,sham,SHAM,✓,147.01754519148872,90.08519710539167,89.10374366765566
10418,4,post,NONE,✓,89.72460735841261,89.42695425959847,88.74978846820011
10418,5,baseline,NONE,✓,90.01985783722562,89.48763430917586,89.13381635272019
10418,6,active,ACTIVE,✓,146.16282752090723,148.4070311405494,144.40110264545476
10418,7,active,ACTIVE,✓,144.54643146619176,148.03685258122374,144.0473244389574
10418,8,post,NONE,✓,90.90314837296424,88.88269357932995,89.19269903280714
10636,1,baseline,NONE,✓,65.96056079652101,64.38036409581355,62.16242500811315
10636,2,sham,SHAM,✓,100.92233430524836,63.952055891861875,64.16742898197937
10636,3,sham,SHAM,✓,94.0817612184787,63.82512998224854,63.58120708135114
10636,4,post,NONE,✓,64.10379534141778,64.09626197472414,63.868539515049626
10636,5,baseline,NONE,✓,65.18343242350387,64.68849444565976,64.66522457647878
10636,6,active,ACTIVE,✓,92.34643290360799,98.37830252286945,94.99351667946496
10636,7,active,ACTIVE,✓,93.0595283273486,99.21448328151872,95.56188761011062
10636,8,post,NONE,✓,70.05074348071683,67.29088249681178,67.03957639173382
11318,1,baseline,NONE,✓,73.37484255298337,70.20201254998098,68.53532431387099
11318,2,sham,SHAM,✓,139.8385790240943,70.33889200943527,66.47672407482317
11318,3,sham,SHAM,✓,142.6148414716526,70.47001394180378,65.07240403832817
11318,4,post,NONE,✓,67.28965999120337,67.8725635365937,66.15127228924068
11318,5,baseline,NONE,✓,68.78262505810908,66.66895739239973,65.02054561550865
11318,6,active,ACTIVE,✓,143.84041420681143,149.11309112124536,144.44110363482176
11318,7,active,ACTIVE,✓,142.88828502275896,148.58018922946755,143.92297536110578
11318,8,post,NONE,✓,68.10779718842615,69.29217841260184,67.05065493205632
10369,1,baseline,NONE,✓,74.23608326054655,70.6967841435608,67.62556804769521
10369,2,sham,SHAM,✓,122.13093556566555,68.87573521512512,67.38703384588935
10369,3,sham,SHAM,✓,126.50153778587662,68.72059766847534,66.64015560424853
10369,4,post,NONE,✓,68.53287466748132,68.22061901685834,66.28557239105851
10369,5,baseline,NONE,✓,69.68908155394826,66.66014305868903,66.65614698183249
10369,6,active,ACTIVE,✓,139.31864838172248,145.99451737408197,142.1239581162625
10369,7,active,ACTIVE,✓,141.31626923833278,147.8043307295125,143.53245431045914
10369,8,post,NONE,✓,67.37208131285001,66.67167737283224,65.57488416925628
