subject_id,iaf,n_iaf_runs,itf_klimesch,theta_peak_fcz,n_theta_runs,max_channels,runs_used,in_dissertation,itf_distance
10369,9.855985298492072,4,4.855985298492072,,0,3,"1,4,5,8",True,1.1440147015079276
10418,10.123638920741595,4,5.123638920741595,,0,3,"1,4,5,8",True,0.8763610792584053
10541,10.703561021307667,4,5.703561021307667,,0,3,"1,4,5,8",True,0.2964389786923327
10559,12.042674720614338,3,7.042674720614338,,0,3,"1,4,5,8",True,1.0426747206143379
10589,9.780009297501605,3,4.780009297501605,,0,3,"1,4,5,8",True,1.2199907024983947
10590,10.242105534209282,4,5.242105534209282,,0,3,"1,4,5,8",True,0.7578944657907183
10606,10.03675812621999,4,5.03675812621999,,0,3,"1,4,5,8",True,0.9632418737800101
10608,10.221073049638614,4,5.221073049638614,,0,3,"1,4,5,8",True,0.7789269503613863
10617,9.951289274013769,4,4.951289274013769,,0,3,"1,4,5,8",True,1.048710725986231
10636,8.250000928724186,1,4.0,,0,3,"1,4,5,8",True,2.0
10638,9.560252446027238,4,4.5602524460272384,,0,3,"1,4,5,8",True,1.4397475539727616
10641,9.730383671599924,4,4.730383671599924,,0,3,"1,4,5,8",True,1.269616328400076
10649,10.040489825125462,4,5.040489825125462,,0,3,"1,4,5,8",True,0.9595101748745378
10656,10.453977017259923,4,5.453977017259923,,0,3,"1,4,5,8",True,0.5460229827400767
10661,10.301405643467874,4,5.301405643467874,,0,3,"1,4,5,8",True,0.6985943565321264
10685,10.536476909859559,4,5.536476909859559,,0,7,"1,4,5,8",False,0.46352309014044124
10716,9.75095087300626,4,4.750950873006261,,0,3,"1,4,5,8",True,1.2490491269937394
10741,9.117994619678438,4,4.117994619678438,,0,7,"1,4,5,8",False,1.8820053803215622
10804,9.942000308686502,4,4.942000308686502,,0,3,"1,4,5,8",True,1.0579996913134977
10809,10.081141961285672,4,5.081141961285672,,0,3,"1,4,5,8",True,0.9188580387143279
10810,9.302755027814271,4,4.302755027814271,,0,3,"1,4,5,8",True,1.6972449721857288
10862,10.245890582024604,4,5.245890582024604,,0,3,"1,4,5,8",True,0.7541094179753962
10866,7.666209626776922,4,4.0,,0,3,"1,4,5,8",True,2.0
10886,9.209911772749614,4,4.209911772749614,,0,3,"1,4,5,8",True,1.7900882272503864
10896,12.8696703333034,4,7.8696703333034,,0,7,"1,4,5,8",False,1.8696703333034002
10898,10.642566482893674,4,5.642566482893674,,0,3,"1,4,5,8",True,0.3574335171063261
10950,9.942827432630231,4,4.9428274326302315,,0,3,"1,4,5,8",True,1.0571725673697685
10951,10.786035556199382,4,5.786035556199382,,0,3,"1,4,5,8",True,0.2139644438006183
10961,9.165208495230441,4,4.165208495230441,,0,3,"1,4,5,8",True,1.8347915047695587
10998,9.392211212890448,3,4.392211212890448,,0,3,"4,5,8",True,1.607788787109552
11016,11.015676484129571,4,6.015676484129571,,0,3,"1,4,5,8",True,0.015676484129571122
11031,10.957565536915492,4,5.957565536915492,,0,3,"1,4,5,8",True,0.04243446308450771
11036,10.425237974019414,4,5.425237974019414,,0,3,"1,4,5,8",True,0.5747620259805863
11075,9.869676079969334,4,4.869676079969334,,0,7,"1,4,5,8",False,1.1303239200306656
11116,8.487586051424508,4,4.0,,0,7,"1,4,5,8",False,2.0
11168,8.725325300595117,4,4.0,7.677094029848057,4,7,"1,4,5,8",False,2.0
11286,9.843873604876379,4,4.843873604876379,,0,3,"1,4,5,8",True,1.1561263951236214
11318,10.242013693625204,4,5.2420136936252035,,0,3,"1,4,5,8",True,0.7579863063747965
11326,10.265539992172995,3,5.265539992172995,5.970029715545904,2,7,"1,4,5,8",False,0.7344600078270052
11329,9.470965702852528,4,4.470965702852528,,0,3,"1,4,5,8",True,1.5290342971474722
11330,10.141867754953514,4,5.141867754953514,5.472561987206944,3,7,"1,4,5,8",False,0.8581322450464857
11439,10.626415016522643,4,5.6264150165226425,,0,7,"1,4,5,8",False,0.37358498347735747
11440,12.173372537916574,4,7.173372537916574,,0,7,"1,4,5,8",False,1.173372537916574
11461,10.033132976615239,4,5.033132976615239,7.526374635565027,3,7,"1,4,5,8",False,0.9668670233847614
11472,11.14529464630286,4,6.14529464630286,,0,7,"1,4,5,8",False,0.14529464630285993
11492,11.23268540297529,3,6.2326854029752905,5.024552865750838,1,7,"1,4,5,8",False,0.2326854029752905
11526,9.827955886905006,4,4.827955886905006,,0,3,"1,4,5,8",True,1.1720441130949943
11539,9.642498072068234,3,4.642498072068234,6.7936392475423,2,7,"1,4,5,8",False,1.3575019279317662
11563,10.94014203588088,4,5.94014203588088,,0,3,"1,4,5,8",True,0.0598579641191197
11570,10.246626600023742,4,5.246626600023742,7.890916015500172,1,7,"1,4,5,8",False,0.7533733999762582
11606,9.741562761630203,4,4.7415627616302025,,0,7,"1,4,5,8",False,1.2584372383697975
11622,8.240423284722844,4,4.0,7.918063735928313,2,7,"1,4,5,8",False,2.0
11628,9.847758427974227,4,4.847758427974227,,0,3,"1,4,5,8",True,1.1522415720257726
11631,9.856469645556366,4,4.856469645556366,,0,3,"1,4,5,8",True,1.1435303544436337
11681,8.085591133916433,4,4.0,,0,7,"1,4,5,8",False,2.0
11773,9.785531114498504,4,4.785531114498504,,0,3,"1,4,5,8",True,1.2144688855014962
11854,7.756085631550591,4,4.0,7.582296612590326,3,7,"1,4,5,8",False,2.0
11885,,0,,4.250000000000001,1,7,"1,4,5,8",False,
11900,8.927859119699207,4,4.0,7.68620775359895,3,7,"1,4,5,8",False,2.0
11920,8.890278626301875,4,4.0,,0,7,"1,4,5,8",False,2.0
