subject_id,run,counterbalance,earclip,condition,stim_detected,protocol_ok,duration_s,pct_rejected,n_clean_samples,early_db,middle_db,late_db,median_db,iqr_db,elevation,iqr_ratio,baseline_median,baseline_iqr,F4_itf,F4_iaf,F4_has_theta,F4_has_alpha,F4_r2,F4_n_peaks,P4_itf,P4_iaf,P4_has_theta,P4_has_alpha,P4_r2,P4_n_peaks,P3_itf,P3_iaf,P3_has_theta,P3_has_alpha,P3_r2,P3_n_peaks
10886,1,B,False,baseline,NONE,True,360.0,0.1826362715635299,180357,89.99777214215602,88.87093187236792,88.37217993918291,89.10199887374041,3.720679558715233,-0.23076303637118656,0.8706812057516066,89.3327619101116,4.273297200096785,,,False,False,0.6301633610782054,1.0,,,False,False,0.8744030641960191,2.0,,,False,False,0.8334771712511855,1.0
10886,2,B,False,sham,SHAM,True,360.0,15.011158551105053,153472,151.0716365984583,90.184437330722,88.66058652095623,89.5635249464828,4.768557790862673,0.23076303637120077,1.115896594029236,89.3327619101116,4.273297200096785,,,,,,,,,,,,,,,,,,
10886,3,B,False,sham,SHAM,True,360.0,14.489984659943623,154408,150.24649856109426,90.0166471360279,88.56898704527721,89.57484183477828,4.778286388711422,0.24207992466668316,1.1181731962390071,89.3327619101116,4.273297200096785,,,,,,,,,,,,,,,,,,
10886,4,B,False,post,NONE,True,360.0,0.02879562306529193,180531,89.85210314584816,88.8508188215067,88.70402256138718,89.00966921274608,3.778036609330897,-0.3230926973655244,0.8841034059707641,89.3327619101116,4.273297200096785,,10.307456386501746,False,True,0.6632534176260636,3.0,,,False,False,0.7970617385723258,3.0,,9.631569215360267,False,True,0.8358816130897747,4.0
10886,5,B,False,baseline,NONE,True,360.5,0.5390850482688503,179887,90.23073969123193,88.29045336503268,88.18507489335305,88.64648884237003,3.6644481178448274,-0.6862730677415669,0.8575224109761971,89.3327619101116,4.273297200096785,,,False,False,0.7066912515688343,1.0,,,False,False,0.7622885209127324,2.0,,,False,False,0.7536892675739568,1.0
10886,6,B,False,active,ACTIVE,True,360.5,84.48410306325039,28056,147.7373696618027,151.6912239974896,148.17399316438937,151.67599841733013,0.09727411132726616,62.343236507218535,0.02276324504765618,89.3327619101116,4.273297200096785,,,,,,,,,,,,,,,,,,
10886,7,B,False,active,ACTIVE,True,360.0,84.16254780736469,28614,147.6030849873193,151.4310233327011,147.9480165180627,151.39764174097598,0.1549645872133283,62.064879830864385,0.036263470560816254,89.3327619101116,4.273297200096785,,,,,,,,,,,,,,,,,,
10886,8,B,False,post,NONE,True,360.5,0.014377986197133819,180806,90.32269486663387,88.79734069847804,87.98099903459362,88.83757530065753,3.440682595026857,-0.49518660945406623,0.8051587413458933,89.3327619101116,4.273297200096785,,,False,False,0.5377156317992029,1.0,,,False,False,0.8642913070842867,0.0,,9.587298455529922,False,True,0.8222760440325829,1.0
10998,2,B,False,sham,SHAM,True,359.0,15.627392882112057,152058,150.39343764174157,89.81282323302683,88.0668051708844,89.3061178103337,5.0286431637663895,0.1230156205809152,1.1421298894654413,89.18310218975279,4.402864516679429,,,,,,,,,,,,,,,,,,
10998,3,B,False,sham,SHAM,True,359.0,15.195199529278547,152775,150.3845306749261,89.73444365291328,88.61237392144321,89.14952628086448,4.402864516679429,-0.033575908888309414,1.0,89.18310218975279,4.402864516679429,,,,,,,,,,,,,,,,,,
