subject_id,iaf_fooof,n_ch
11773,9.792471348316743,2
10886,9.643072058801021,2
10656,10.500760462247495,2
10951,9.828554396662089,2
10418,10.294914133002678,2
11318,9.85385882329656,2
10369,9.81927120879558,2
10606,9.831302603110334,2
11628,10.482050109794871,1
11286,9.85300910317551,2
10866,7.698752087853968,2
11329,9.42205333954442,2
10608,11.565605947499034,2
10559,11.936738413319034,2
11563,11.24999984451047,2
10649,9.859310424134437,2
10809,10.28100530410427,2
10961,9.556657749131865,2
10541,10.590624608705504,2
10641,9.774532611237696,2
10862,9.8098164309869,2
10661,10.387611485272172,2
10638,9.765247389872144,2
11631,9.33272246705335,2
11016,10.591455266038746,2
10716,9.799113167037511,2
11526,9.79429273826073,2
10810,9.740211915558339,2
10804,9.887720228676693,2
10898,13.250000000011353,1
10590,10.501402956259103,2
10950,10.063494280941635,2
11036,10.149265793860511,2
11031,9.876247712336088,2
10617,9.575953322154884,2
10685,10.72399016772923,2
11440,12.222226592431841,2
11116,8.639429367069155,2
11168,8.805738135226541,2
11681,8.17040682541193,2
11570,9.351741410427698,2
11920,10.7881301345891,2
11606,8.509644604902775,2
11472,11.481304949584867,2
11461,10.286056447079842,2
11622,7.612312233363424,2
11439,10.519106760324608,2
11075,10.069511619616438,2
11330,10.98665351373749,2
11900,8.154627054447731,2
10741,9.292588518898896,2
10896,11.599671480146734,1
11492,10.699777544807773,1
11539,8.011737768156454,2
11854,7.735725522498762,2
