trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
0,2,stimulation,active,0,1,27,48,28,right,left,1.0,947.2308158874512,True,True,2000.0,250.0,512.9216260910034,5.2449729442596436,9904,1,31,M,2025-10-17_11-33-03
1,2,stimulation,active,1,1,27,48,28,left,right,1.0,288.2659435272217,True,True,2000.0,250.0,517.5032179355621,9.826564073562622,9904,1,31,M,2025-10-17_11-33-03
2,2,stimulation,active,2,1,27,48,28,right,left,,,,,2000.0,250.0,523.3025770187378,15.625924110412598,9904,1,31,M,2025-10-17_11-33-03
3,2,stimulation,active,3,1,27,48,28,right,left,,,,,2000.0,250.0,529.1010179519653,21.42436385154724,9904,1,31,M,2025-10-17_11-33-03
4,2,stimulation,active,4,1,27,48,28,left,right,,,,,2000.0,250.0,534.898912191391,27.222259044647217,9904,1,31,M,2025-10-17_11-33-03
5,2,stimulation,active,5,1,27,48,28,right,left,,,,,2000.0,250.0,540.6992259025574,33.02257299423218,9904,1,31,M,2025-10-17_11-33-03
6,2,stimulation,active,6,1,27,48,28,left,right,,,,,2000.0,250.0,546.4835002422333,38.80684685707092,9904,1,31,M,2025-10-17_11-33-03
7,2,stimulation,active,7,1,27,48,28,left,right,,,,,2000.0,250.0,552.2762870788574,44.59963297843933,9904,1,31,M,2025-10-17_11-33-03
8,2,stimulation,active,8,1,27,48,28,left,right,,,,,2000.0,250.0,558.0764050483704,50.399752140045166,9904,1,31,M,2025-10-17_11-33-03
9,2,stimulation,active,9,1,27,48,28,left,right,,,,,2000.0,250.0,563.8712220191956,56.194568157196045,9904,1,31,M,2025-10-17_11-33-03
10,2,stimulation,active,10,1,27,48,28,left,right,,,,,2000.0,250.0,569.6720249652863,61.995370864868164,9904,1,31,M,2025-10-17_11-33-03
11,2,stimulation,active,11,1,27,48,28,right,left,,,,,2000.0,250.0,575.4606540203094,67.78400206565857,9904,1,31,M,2025-10-17_11-33-03
12,2,stimulation,active,12,1,27,48,28,right,left,,,,,2000.0,250.0,581.2543141841888,73.57766103744507,9904,1,31,M,2025-10-17_11-33-03
13,2,stimulation,active,13,1,27,48,28,left,right,,,,,2000.0,250.0,587.0490121841431,79.37235808372498,9904,1,31,M,2025-10-17_11-33-03
14,2,stimulation,active,14,1,27,48,28,right,left,,,,,2000.0,250.0,592.8460261821747,85.16937303543091,9904,1,31,M,2025-10-17_11-33-03
15,2,stimulation,active,15,1,27,48,28,right,left,1.0,322.34787940979004,True,True,2000.0,250.0,597.4607272148132,89.78407382965088,9904,1,31,M,2025-10-17_11-33-03
16,2,stimulation,active,16,1,27,48,28,left,right,,,,,2000.0,250.0,603.2614369392395,95.5847840309143,9904,1,31,M,2025-10-17_11-33-03
17,2,stimulation,active,17,1,27,48,28,left,right,,,,,2000.0,250.0,609.0584850311279,101.38183212280273,9904,1,31,M,2025-10-17_11-33-03
18,2,stimulation,active,18,1,27,48,28,right,left,,,,,2000.0,250.0,614.8595080375671,107.18285512924194,9904,1,31,M,2025-10-17_11-33-03
19,2,stimulation,active,19,1,27,48,28,right,left,,,,,2000.0,250.0,620.6553180217743,112.97866487503052,9904,1,31,M,2025-10-17_11-33-03
20,2,stimulation,active,20,1,27,48,28,left,right,,,,,2000.0,250.0,626.4444351196289,118.76778101921082,9904,1,31,M,2025-10-17_11-33-03
21,2,stimulation,active,21,1,27,48,28,right,left,,,,,2000.0,250.0,632.2363350391388,124.55968189239502,9904,1,31,M,2025-10-17_11-33-03
22,2,stimulation,active,22,1,27,48,28,left,right,,,,,2000.0,250.0,638.0355470180511,130.35889291763306,9904,1,31,M,2025-10-17_11-33-03
23,2,stimulation,active,23,1,27,48,28,left,right,,,,,2000.0,250.0,643.8218441009521,136.14519119262695,9904,1,31,M,2025-10-17_11-33-03
24,2,stimulation,active,24,1,27,48,28,right,left,,,,,2000.0,250.0,649.6211071014404,141.94445395469666,9904,1,31,M,2025-10-17_11-33-03
25,2,stimulation,active,25,1,27,48,28,left,right,,,,,2000.0,250.0,655.4048631191254,147.7282099723816,9904,1,31,M,2025-10-17_11-33-03
26,2,stimulation,active,26,1,27,48,28,right,left,,,,,2000.0,250.0,661.204213142395,153.52755904197693,9904,1,31,M,2025-10-17_11-33-03
27,2,stimulation,active,0,2,26,48,28,right,left,,,,,2000.0,250.0,667.0024871826172,159.32583379745483,9904,1,31,M,2025-10-17_11-33-03
28,2,stimulation,active,1,2,26,48,28,right,left,,,,,2000.0,250.0,672.8005700111389,165.12391591072083,9904,1,31,M,2025-10-17_11-33-03
29,2,stimulation,active,2,2,26,48,28,right,left,,,,,2000.0,250.0,678.5898261070251,170.91317296028137,9904,1,31,M,2025-10-17_11-33-03
30,2,stimulation,active,3,2,26,48,28,right,left,,,,,2000.0,250.0,684.3876271247864,176.7109730243683,9904,1,31,M,2025-10-17_11-33-03
31,2,stimulation,active,4,2,26,48,28,right,left,,,,,2000.0,250.0,690.1855709552765,182.5089168548584,9904,1,31,M,2025-10-17_11-33-03
32,2,stimulation,active,5,2,26,48,28,left,right,,,,,2000.0,250.0,695.9861810207367,188.30952787399292,9904,1,31,M,2025-10-17_11-33-03
33,2,stimulation,active,6,2,26,48,28,left,right,1.0,475.1780033111572,False,False,2000.0,250.0,700.7536101341248,193.07695698738098,9904,1,31,M,2025-10-17_11-33-03
34,2,stimulation,active,7,2,26,48,28,right,left,2.0,257.07316398620605,True,True,2000.0,250.0,705.3028402328491,197.62618684768677,9904,1,31,M,2025-10-17_11-33-03
35,2,stimulation,active,8,2,26,48,28,right,left,2.0,336.9002342224121,True,True,2000.0,250.0,709.9323291778564,202.25567603111267,9904,1,31,M,2025-10-17_11-33-03
36,2,stimulation,active,9,2,26,48,28,left,right,,,,,2000.0,250.0,715.7295250892639,208.05287218093872,9904,1,31,M,2025-10-17_11-33-03
37,2,stimulation,active,10,2,26,48,28,left,right,1.0,355.0128936767578,False,False,2000.0,250.0,720.3764050006866,212.69975209236145,9904,1,31,M,2025-10-17_11-33-03
38,2,stimulation,active,11,2,26,48,28,right,left,,,,,2000.0,250.0,726.1695320606232,218.4928789138794,9904,1,31,M,2025-10-17_11-33-03
39,2,stimulation,active,12,2,26,48,28,right,left,,,,,2000.0,250.0,731.9646480083466,224.28799510002136,9904,1,31,M,2025-10-17_11-33-03
40,2,stimulation,active,13,2,26,48,28,left,right,1.0,407.4242115020752,False,False,2000.0,250.0,736.6644430160522,228.98779010772705,9904,1,31,M,2025-10-17_11-33-03
41,2,stimulation,active,14,2,26,48,28,right,left,,,,,2000.0,250.0,742.4617471694946,234.78509306907654,9904,1,31,M,2025-10-17_11-33-03
42,2,stimulation,active,15,2,26,48,28,left,right,,,,,2000.0,250.0,748.2535121440887,240.57685804367065,9904,1,31,M,2025-10-17_11-33-03
43,2,stimulation,active,16,2,26,48,28,left,right,1.0,1234.5240116119385,False,False,2000.0,250.0,753.7813060283661,246.10465288162231,9904,1,31,M,2025-10-17_11-33-03
44,2,stimulation,active,17,2,26,48,28,left,right,,,,,2000.0,250.0,759.5827610492706,251.90610814094543,9904,1,31,M,2025-10-17_11-33-03
45,2,stimulation,active,18,2,26,48,28,right,left,,,,,2000.0,250.0,765.3846621513367,257.7080087661743,9904,1,31,M,2025-10-17_11-33-03
46,2,stimulation,active,19,2,26,48,28,right,left,,,,,2000.0,250.0,771.1718349456787,263.4951820373535,9904,1,31,M,2025-10-17_11-33-03
47,2,stimulation,active,20,2,26,48,28,left,right,,,,,2000.0,250.0,776.9674961566925,269.29084300994873,9904,1,31,M,2025-10-17_11-33-03
48,2,stimulation,active,21,2,26,48,28,right,left,,,,,2000.0,250.0,782.7579610347748,275.0813069343567,9904,1,31,M,2025-10-17_11-33-03
49,2,stimulation,active,22,2,26,48,28,right,left,,,,,2000.0,250.0,788.5538251399994,280.8771710395813,9904,1,31,M,2025-10-17_11-33-03
50,2,stimulation,active,23,2,26,48,28,left,right,,,,,2000.0,250.0,794.3479142189026,286.6712610721588,9904,1,31,M,2025-10-17_11-33-03
51,2,stimulation,active,24,2,26,48,28,right,left,1.0,306.0340881347656,False,False,2000.0,250.0,798.9466729164124,291.27001905441284,9904,1,31,M,2025-10-17_11-33-03
52,2,stimulation,active,25,2,26,48,28,left,right,2.0,475.25501251220703,True,True,2000.0,250.0,803.7158238887787,296.0391709804535,9904,1,31,M,2025-10-17_11-33-03
53,2,stimulation,active,0,1,28,48,28,right,left,,,,,2000.0,250.0,809.514023065567,301.83736991882324,9904,1,31,M,2025-10-17_11-33-03
54,2,stimulation,active,1,1,28,48,28,right,left,,,,,2000.0,250.0,815.3105430603027,307.63388991355896,9904,1,31,M,2025-10-17_11-33-03
55,2,stimulation,active,2,1,28,48,28,right,left,1.0,389.17016983032227,True,True,2000.0,250.0,819.9917280673981,312.3150749206543,9904,1,31,M,2025-10-17_11-33-03
56,2,stimulation,active,3,1,28,48,28,right,left,1.0,307.8458309173584,True,True,2000.0,250.0,824.5925159454346,316.9158630371094,9904,1,31,M,2025-10-17_11-33-03
57,2,stimulation,active,4,1,28,48,28,left,right,2.0,287.43696212768555,False,False,2000.0,250.0,829.1732029914856,321.4965500831604,9904,1,31,M,2025-10-17_11-33-03
58,2,stimulation,active,5,1,28,48,28,right,left,2.0,1251.6586780548096,False,True,2000.0,250.0,834.7177622318268,327.04110884666443,9904,1,31,M,2025-10-17_11-33-03
59,2,stimulation,active,6,1,28,48,28,left,right,2.0,288.61093521118164,False,False,2000.0,250.0,839.3007912635803,331.62413716316223,9904,1,31,M,2025-10-17_11-33-03
