trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,stim_guess,subject_id,session,age,gender,date
0,1,baseline,baseline,0,2,26,24,27,right,left,2,1121.8523979187012,True,True,2000.0,250.0,757.6267292499542,5.38732647895813,no,10951,1,23,M,2026-03-08_10-44-22
1,1,baseline,baseline,1,2,26,24,27,right,left,2,688.2498264312744,True,False,2000.0,250.0,762.5769145488739,10.337511777877808,no,10951,1,23,M,2026-03-08_10-44-22
2,1,baseline,baseline,2,2,26,24,27,right,left,2,1123.326063156128,True,True,2000.0,250.0,767.9620609283447,15.722657203674316,no,10951,1,23,M,2026-03-08_10-44-22
3,1,baseline,baseline,3,2,26,24,27,left,right,1,1264.6474838256836,False,False,2000.0,250.0,773.486720085144,21.247318506240845,no,10951,1,23,M,2026-03-08_10-44-22
4,1,baseline,baseline,4,2,26,24,27,right,left,2,554.1419982910156,True,True,2000.0,250.0,778.3016829490662,26.06227946281433,no,10951,1,23,M,2026-03-08_10-44-22
5,1,baseline,baseline,5,2,26,24,27,right,left,1,336.6110324859619,False,False,2000.0,250.0,782.8991351127625,30.65973138809204,no,10951,1,23,M,2026-03-08_10-44-22
6,1,baseline,baseline,6,2,26,24,27,right,left,1,369.86303329467773,False,False,2000.0,250.0,787.529810667038,35.290406942367554,no,10951,1,23,M,2026-03-08_10-44-22
7,1,baseline,baseline,7,2,26,24,27,left,right,2,348.16431999206543,True,False,2000.0,250.0,792.1389048099518,39.89950132369995,no,10951,1,23,M,2026-03-08_10-44-22
8,1,baseline,baseline,8,2,26,24,27,right,left,1,492.7535057067871,False,False,2000.0,250.0,796.8918743133545,44.65247082710266,no,10951,1,23,M,2026-03-08_10-44-22
9,1,baseline,baseline,9,2,26,24,27,left,right,1,250.02360343933105,False,False,2000.0,250.0,801.4022278785706,49.16282391548157,no,10951,1,23,M,2026-03-08_10-44-22
10,1,baseline,baseline,10,2,26,24,27,right,left,2,948.3797550201416,True,True,2000.0,250.0,806.6131138801575,54.37371253967285,no,10951,1,23,M,2026-03-08_10-44-22
11,1,baseline,baseline,11,2,26,24,27,right,left,2,777.0695686340332,True,False,2000.0,250.0,811.6501832008362,59.41077971458435,no,10951,1,23,M,2026-03-08_10-44-22
12,1,baseline,baseline,12,2,26,24,27,left,right,1,496.9818592071533,False,True,2000.0,250.0,816.4079768657684,64.16857814788818,no,10951,1,23,M,2026-03-08_10-44-22
13,1,baseline,baseline,13,2,26,24,27,left,right,2,344.97523307800293,True,True,2000.0,250.0,821.0137183666229,68.77431464195251,no,10951,1,23,M,2026-03-08_10-44-22
14,1,baseline,baseline,14,2,26,24,27,left,right,1,749.018669128418,False,False,2000.0,250.0,826.0234568119049,73.7840530872345,no,10951,1,23,M,2026-03-08_10-44-22
15,1,baseline,baseline,15,2,26,24,27,right,left,2,354.2957305908203,True,False,2000.0,250.0,830.6391568183899,78.39975309371948,no,10951,1,23,M,2026-03-08_10-44-22
16,1,baseline,baseline,16,2,26,24,27,right,left,2,380.80525398254395,True,True,2000.0,250.0,835.2809693813324,83.04156541824341,no,10951,1,23,M,2026-03-08_10-44-22
17,1,baseline,baseline,17,2,26,24,27,left,right,2,364.133358001709,True,True,2000.0,250.0,839.9058248996735,87.66642117500305,no,10951,1,23,M,2026-03-08_10-44-22
18,1,baseline,baseline,18,2,26,24,27,right,left,2,302.9961585998535,True,False,2000.0,250.0,844.4696745872498,92.23027086257935,no,10951,1,23,M,2026-03-08_10-44-22
19,1,baseline,baseline,19,2,26,24,27,left,right,1,343.0204391479492,False,True,2000.0,250.0,849.0736289024353,96.83422541618347,no,10951,1,23,M,2026-03-08_10-44-22
20,1,baseline,baseline,20,2,26,24,27,left,right,1,399.9154567718506,False,False,2000.0,250.0,853.7345218658447,101.49511861801147,no,10951,1,23,M,2026-03-08_10-44-22
21,1,baseline,baseline,21,2,26,24,27,right,left,1,1182.9161643981934,False,False,2000.0,250.0,859.1782190799713,106.9388153553009,no,10951,1,23,M,2026-03-08_10-44-22
22,1,baseline,baseline,22,2,26,24,27,right,left,1,333.4317207336426,False,False,2000.0,250.0,863.7731273174286,111.53372359275818,no,10951,1,23,M,2026-03-08_10-44-22
23,1,baseline,baseline,23,2,26,24,27,right,left,1,268.108606338501,False,False,2000.0,250.0,868.3018555641174,116.0624532699585,no,10951,1,23,M,2026-03-08_10-44-22
24,1,baseline,baseline,24,2,26,24,27,right,left,1,363.26122283935547,False,False,2000.0,250.0,872.9262759685516,120.68687224388123,no,10951,1,23,M,2026-03-08_10-44-22
25,1,baseline,baseline,25,2,26,24,27,left,right,2,365.6501770019531,True,False,2000.0,250.0,877.5527951717377,125.31339120864868,no,10951,1,23,M,2026-03-08_10-44-22
26,1,baseline,baseline,0,1,27,24,27,right,left,1,346.329927444458,True,True,2000.0,250.0,882.1605505943298,129.92114734649658,no,10951,1,23,M,2026-03-08_10-44-22
27,1,baseline,baseline,1,1,27,24,27,right,left,2,537.9602909088135,False,False,2000.0,250.0,886.9595732688904,134.72016954421997,no,10951,1,23,M,2026-03-08_10-44-22
28,1,baseline,baseline,2,1,27,24,27,left,right,1,1208.0368995666504,True,True,2000.0,250.0,892.428777217865,140.18937349319458,no,10951,1,23,M,2026-03-08_10-44-22
29,1,baseline,baseline,3,1,27,24,27,right,left,1,83.4503173828125,True,True,2000.0,250.0,896.7730612754822,144.5336573123932,no,10951,1,23,M,2026-03-08_10-44-22
30,1,baseline,baseline,4,1,27,24,27,right,left,1,499.9861717224121,True,False,2000.0,250.0,901.5350952148438,149.29569292068481,no,10951,1,23,M,2026-03-08_10-44-22
31,1,baseline,baseline,5,1,27,24,27,left,right,1,49.912214279174805,True,True,2000.0,250.0,905.8464713096619,153.60706758499146,no,10951,1,23,M,2026-03-08_10-44-22
32,1,baseline,baseline,6,1,27,24,27,right,left,1,351.64952278137207,True,True,2000.0,250.0,910.4590637683868,158.21966004371643,no,10951,1,23,M,2026-03-08_10-44-22
33,1,baseline,baseline,7,1,27,24,27,right,left,2,529.5085906982422,False,False,2000.0,250.0,915.2488369941711,163.0094335079193,no,10951,1,23,M,2026-03-08_10-44-22
34,1,baseline,baseline,8,1,27,24,27,right,left,2,301.393985748291,False,True,2000.0,250.0,919.810830116272,167.57142615318298,no,10951,1,23,M,2026-03-08_10-44-22
35,1,baseline,baseline,9,1,27,24,27,left,right,2,297.46222496032715,False,True,2000.0,250.0,924.3687314987183,172.12932920455933,no,10951,1,23,M,2026-03-08_10-44-22
36,1,baseline,baseline,10,1,27,24,27,left,right,2,296.92769050598145,False,False,2000.0,250.0,928.9262375831604,176.68683552742004,no,10951,1,23,M,2026-03-08_10-44-22
37,1,baseline,baseline,11,1,27,24,27,left,right,2,468.70899200439453,False,False,2000.0,250.0,933.6557250022888,181.416321516037,no,10951,1,23,M,2026-03-08_10-44-22
38,1,baseline,baseline,12,1,27,24,27,right,left,1,353.47604751586914,True,True,2000.0,250.0,938.2699275016785,186.03052377700806,no,10951,1,23,M,2026-03-08_10-44-22
39,1,baseline,baseline,13,1,27,24,27,right,left,2,284.635066986084,False,False,2000.0,250.0,942.815554857254,190.57615089416504,no,10951,1,23,M,2026-03-08_10-44-22
40,1,baseline,baseline,14,1,27,24,27,left,right,2,302.2911548614502,False,False,2000.0,250.0,947.3786630630493,195.13925909996033,no,10951,1,23,M,2026-03-08_10-44-22
41,1,baseline,baseline,15,1,27,24,27,right,left,2,282.02152252197266,False,False,2000.0,250.0,951.9223327636719,199.68292927742004,no,10951,1,23,M,2026-03-08_10-44-22
42,1,baseline,baseline,16,1,27,24,27,right,left,1,468.1236743927002,True,True,2000.0,250.0,956.6517200469971,204.4123182296753,no,10951,1,23,M,2026-03-08_10-44-22
43,1,baseline,baseline,17,1,27,24,27,left,right,1,442.3048496246338,True,True,2000.0,250.0,961.3547785282135,209.115375995636,no,10951,1,23,M,2026-03-08_10-44-22
44,1,baseline,baseline,18,1,27,24,27,left,right,2,299.3507385253906,False,False,2000.0,250.0,965.914276599884,213.67487287521362,no,10951,1,23,M,2026-03-08_10-44-22
45,1,baseline,baseline,19,1,27,24,27,right,left,2,284.89208221435547,False,False,2000.0,250.0,970.4598708152771,218.22046661376953,no,10951,1,23,M,2026-03-08_10-44-22
46,1,baseline,baseline,20,1,27,24,27,right,left,1,302.6270866394043,True,True,2000.0,250.0,975.0231432914734,222.78373956680298,no,10951,1,23,M,2026-03-08_10-44-22
47,1,baseline,baseline,21,1,27,24,27,right,left,2,296.46849632263184,False,True,2000.0,250.0,979.5805456638336,227.34114170074463,no,10951,1,23,M,2026-03-08_10-44-22
48,1,baseline,baseline,22,1,27,24,27,right,left,1,396.8195915222168,True,True,2000.0,250.0,984.2382545471191,231.99885082244873,no,10951,1,23,M,2026-03-08_10-44-22
49,1,baseline,baseline,23,1,27,24,27,right,left,2,362.210750579834,False,True,2000.0,250.0,988.8618187904358,236.62241506576538,no,10951,1,23,M,2026-03-08_10-44-22
50,1,baseline,baseline,24,1,27,24,27,right,left,1,427.0973205566406,True,True,2000.0,250.0,993.5508449077606,241.3114414215088,no,10951,1,23,M,2026-03-08_10-44-22
51,1,baseline,baseline,25,1,27,24,27,left,right,1,284.1954231262207,True,True,2000.0,250.0,998.0954961776733,245.85609245300293,no,10951,1,23,M,2026-03-08_10-44-22
52,1,baseline,baseline,26,1,27,24,27,right,left,1,316.85900688171387,True,True,2000.0,250.0,1002.6732132434845,250.4338092803955,no,10951,1,23,M,2026-03-08_10-44-22
53,1,baseline,baseline,0,2,26,24,27,left,right,1,565.4566287994385,False,False,2000.0,250.0,1007.5003340244293,255.26093173027039,no,10951,1,23,M,2026-03-08_10-44-22
