trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,stim_guess,subject_id,session,age,gender,date
0,8,post_stimulation,baseline,0,2,27,31,16,right,left,1,1020.1027393341064,False,False,2000.0,250.0,3415.911229133606,5.282603740692139,no,10636,1,29,F,2026-03-10_14-55-41
1,8,post_stimulation,baseline,1,2,27,31,16,left,right,2,735.8994483947754,True,True,2000.0,250.0,3420.9078476428986,10.279222249984741,no,10636,1,29,F,2026-03-10_14-55-41
2,8,post_stimulation,baseline,2,2,27,31,16,left,right,2,566.2331581115723,True,False,2000.0,250.0,3425.7357907295227,15.107165336608887,no,10636,1,29,F,2026-03-10_14-55-41
3,8,post_stimulation,baseline,3,2,27,31,16,left,right,2,478.59811782836914,True,True,2000.0,250.0,3430.4751374721527,19.84651231765747,no,10636,1,29,F,2026-03-10_14-55-41
4,8,post_stimulation,baseline,4,2,27,31,16,left,right,2,493.0868148803711,True,True,2000.0,250.0,3435.2289566993713,24.600331783294678,no,10636,1,29,F,2026-03-10_14-55-41
5,8,post_stimulation,baseline,5,2,27,31,16,right,left,2,529.5014381408691,True,False,2000.0,250.0,3440.019371032715,29.390746116638184,no,10636,1,29,F,2026-03-10_14-55-41
6,8,post_stimulation,baseline,6,2,27,31,16,left,right,2,445.0850486755371,True,False,2000.0,250.0,3444.725523710251,34.096898317337036,no,10636,1,29,F,2026-03-10_14-55-41
7,8,post_stimulation,baseline,7,2,27,31,16,right,left,1,673.6087799072266,False,False,2000.0,250.0,3449.6601145267487,39.03148937225342,no,10636,1,29,F,2026-03-10_14-55-41
8,8,post_stimulation,baseline,8,2,27,31,16,left,right,1,528.3408164978027,False,False,2000.0,250.0,3454.448935508728,43.82031035423279,no,10636,1,29,F,2026-03-10_14-55-41
9,8,post_stimulation,baseline,9,2,27,31,16,left,right,2,467.41247177124023,True,True,2000.0,250.0,3459.17732834816,48.54870295524597,no,10636,1,29,F,2026-03-10_14-55-41
10,8,post_stimulation,baseline,10,2,27,31,16,right,left,2,492.7175045013428,True,True,2000.0,250.0,3463.9317603111267,53.30313491821289,no,10636,1,29,F,2026-03-10_14-55-41
11,8,post_stimulation,baseline,11,2,27,31,16,right,left,2,497.4348545074463,True,False,2000.0,250.0,3468.6903705596924,58.061745166778564,no,10636,1,29,F,2026-03-10_14-55-41
12,8,post_stimulation,baseline,12,2,27,31,16,right,left,2,490.5707836151123,True,False,2000.0,250.0,3473.4423151016235,62.813690185546875,no,10636,1,29,F,2026-03-10_14-55-41
13,8,post_stimulation,baseline,13,2,27,31,16,right,left,2,506.38294219970703,True,True,2000.0,250.0,3478.210522174835,67.58189702033997,no,10636,1,29,F,2026-03-10_14-55-41
14,8,post_stimulation,baseline,14,2,27,31,16,right,left,2,458.1489562988281,True,False,2000.0,250.0,3482.929409265518,72.30078387260437,no,10636,1,29,F,2026-03-10_14-55-41
15,8,post_stimulation,baseline,15,2,27,31,16,left,right,2,529.3469429016113,True,True,2000.0,250.0,3487.7199943065643,77.09136891365051,no,10636,1,29,F,2026-03-10_14-55-41
16,8,post_stimulation,baseline,16,2,27,31,16,left,right,2,494.97413635253906,True,True,2000.0,250.0,3492.4763643741608,81.84773921966553,no,10636,1,29,F,2026-03-10_14-55-41
17,8,post_stimulation,baseline,17,2,27,31,16,left,right,2,431.29611015319824,True,True,2000.0,250.0,3497.168914794922,86.54028964042664,no,10636,1,29,F,2026-03-10_14-55-41
18,8,post_stimulation,baseline,18,2,27,31,16,left,right,2,477.8025150299072,True,True,2000.0,250.0,3501.90780377388,91.27917861938477,no,10636,1,29,F,2026-03-10_14-55-41
19,8,post_stimulation,baseline,19,2,27,31,16,left,right,2,461.3070487976074,True,False,2000.0,250.0,3506.6301152706146,96.00149011611938,no,10636,1,29,F,2026-03-10_14-55-41
20,8,post_stimulation,baseline,20,2,27,31,16,right,left,2,575.1302242279053,True,False,2000.0,250.0,3511.4669926166534,100.83836722373962,no,10636,1,29,F,2026-03-10_14-55-41
21,8,post_stimulation,baseline,21,2,27,31,16,left,right,2,463.1075859069824,True,False,2000.0,250.0,3516.1908056735992,105.56218028068542,no,10636,1,29,F,2026-03-10_14-55-41
22,8,post_stimulation,baseline,22,2,27,31,16,right,left,1,478.5604476928711,False,False,2000.0,250.0,3520.9307329654694,110.30210781097412,no,10636,1,29,F,2026-03-10_14-55-41
23,8,post_stimulation,baseline,23,2,27,31,16,right,left,1,464.2672538757324,False,True,2000.0,250.0,3525.655813217163,115.02718830108643,no,10636,1,29,F,2026-03-10_14-55-41
24,8,post_stimulation,baseline,24,2,27,31,16,right,left,1,460.24179458618164,False,False,2000.0,250.0,3530.3766419887543,119.74801683425903,no,10636,1,29,F,2026-03-10_14-55-41
25,8,post_stimulation,baseline,25,2,27,31,16,right,left,1,482.5551509857178,False,False,2000.0,250.0,3535.119706392288,124.49108147621155,no,10636,1,29,F,2026-03-10_14-55-41
26,8,post_stimulation,baseline,26,2,27,31,16,right,left,2,525.9902477264404,True,False,2000.0,250.0,3539.907617330551,129.2789924144745,no,10636,1,29,F,2026-03-10_14-55-41
27,8,post_stimulation,baseline,0,1,28,31,16,right,left,2,397.37820625305176,False,False,2000.0,250.0,3544.56733250618,133.93870735168457,no,10636,1,29,F,2026-03-10_14-55-41
28,8,post_stimulation,baseline,1,1,28,31,16,left,right,2,524.9462127685547,False,False,2000.0,250.0,3549.3539428710938,138.7253179550171,no,10636,1,29,F,2026-03-10_14-55-41
29,8,post_stimulation,baseline,2,1,28,31,16,right,left,1,460.10756492614746,True,True,2000.0,250.0,3554.075171470642,143.44654655456543,no,10636,1,29,F,2026-03-10_14-55-41
30,8,post_stimulation,baseline,3,1,28,31,16,right,left,1,429.26812171936035,True,True,2000.0,250.0,3558.7658030986786,148.13717818260193,no,10636,1,29,F,2026-03-10_14-55-41
31,8,post_stimulation,baseline,4,1,28,31,16,left,right,1,543.6875820159912,True,True,2000.0,250.0,3563.570866584778,152.94224166870117,no,10636,1,29,F,2026-03-10_14-55-41
32,8,post_stimulation,baseline,5,1,28,31,16,left,right,1,494.8904514312744,True,True,2000.0,250.0,3568.327369451523,157.6987442970276,no,10636,1,29,F,2026-03-10_14-55-41
33,8,post_stimulation,baseline,6,1,28,31,16,right,left,1,1267.301321029663,True,True,2000.0,250.0,3573.855485677719,163.2268602848053,no,10636,1,29,F,2026-03-10_14-55-41
34,8,post_stimulation,baseline,7,1,28,31,16,left,right,1,555.112361907959,True,True,2000.0,250.0,3578.672754764557,168.04412984848022,no,10636,1,29,F,2026-03-10_14-55-41
35,8,post_stimulation,baseline,8,1,28,31,16,left,right,1,673.4013557434082,True,True,2000.0,250.0,3583.6075286865234,172.9789035320282,no,10636,1,29,F,2026-03-10_14-55-41
36,8,post_stimulation,baseline,9,1,28,31,16,right,left,1,495.5625534057617,True,True,2000.0,250.0,3588.3642597198486,177.7356345653534,no,10636,1,29,F,2026-03-10_14-55-41
37,8,post_stimulation,baseline,10,1,28,31,16,left,right,1,571.4292526245117,True,True,2000.0,250.0,3593.1973831653595,182.56875801086426,no,10636,1,29,F,2026-03-10_14-55-41
38,8,post_stimulation,baseline,11,1,28,31,16,right,left,1,542.3309803009033,True,True,2000.0,250.0,3598.000457763672,187.37183284759521,no,10636,1,29,F,2026-03-10_14-55-41
39,8,post_stimulation,baseline,12,1,28,31,16,left,right,1,543.2097911834717,True,True,2000.0,250.0,3602.805257320404,192.17663264274597,no,10636,1,29,F,2026-03-10_14-55-41
40,8,post_stimulation,baseline,13,1,28,31,16,left,right,1,509.6726417541504,True,True,2000.0,250.0,3607.5769538879395,196.9483289718628,no,10636,1,29,F,2026-03-10_14-55-41
41,8,post_stimulation,baseline,14,1,28,31,16,left,right,1,494.22764778137207,True,True,2000.0,250.0,3612.332122325897,201.7034969329834,no,10636,1,29,F,2026-03-10_14-55-41
