subject_id,fs_delivery,fs_version,etiv,total_gray_vol,cortex_vol,lh_cortex_vol,rh_cortex_vol,subcort_gray_vol,brainseg_not_vent,white_matter_vol,surface_holes,ventricle_choroid_vol,supratentorial_vol,supratentorial_notvent_vol,brainseg_vol,mask_vol,lh_mean_thickness,lh_white_surf_area,lh_n_parcels,lh_dlpfc_thickness,lh_dlpfc_gray_vol,lh_dlpfc_surf_area,lh_dlpfc_n_vert,rh_mean_thickness,rh_white_surf_area,rh_n_parcels,rh_dlpfc_thickness,rh_dlpfc_gray_vol,rh_dlpfc_surf_area,rh_dlpfc_n_vert,dlpfc_thickness,dlpfc_gray_vol,dlpfc_surf_area
10369,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1574338.902748,686882.558079,511534.558079,254582.342428,256952.215651,61126.0,1208079.0,499927.0,29.0,19435.0,1092850.0,1070545.0,1230384.0,1528541.0,2.45968,93026.5,34,2.651914767233043,28524.0,9629.0,14478,2.43595,94730.8,34,2.5921698849104855,30659.0,10583.0,15640,2.651914767233043,28524.0,9629.0
10418,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1470886.628911,519384.196971,373548.196971,185082.292431,188465.904541,49773.0,978184.0,438278.0,14.0,24280.0,888433.0,861024.0,1005593.0,1344923.0,2.21174,77607.2,34,2.07636950561599,15642.0,7306.0,11307,2.24449,77597.2,34,2.1197413394919167,15901.0,6884.0,10392,2.07636950561599,15642.0,7306.0
10541,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1828390.008309,668437.95117,498124.95117,250282.854086,247842.097084,49523.0,1202875.0,508157.0,12.0,49169.0,1108906.0,1054954.0,1256827.0,1622936.0,2.27049,99565.3,34,2.206231646329266,23548.0,9819.0,14997,2.27192,100247.0,34,2.1541100956429333,22051.0,9464.0,14115,2.206231646329266,23548.0,9819.0
10559,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1259041.38109,651350.195793,493820.195793,249594.165088,244226.030705,57252.0,1122492.0,442322.0,13.0,11854.0,1006943.0,992034.0,1137401.0,1440487.0,2.44919,89698.5,34,2.297541974426178,22080.0,8642.0,12591,2.47073,87000.9,34,2.4630470520453236,29539.0,10439.0,15621,2.297541974426178,22080.0,8642.0
10589,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1285664.699695,633319.426314,462515.426314,231376.467468,231138.958845,59555.0,1164703.0,507183.0,15.0,29864.0,1061508.0,1027897.0,1198314.0,1474524.0,2.40541,87281.1,34,2.3827454100367196,21629.0,8313.0,12255,2.39183,87259.3,34,2.1698596446914205,19835.0,8296.0,11877,2.3827454100367196,21629.0,8313.0
10590,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1555555.197945,642139.136625,470979.136625,235611.812026,235367.324599,54789.0,1211673.0,538714.0,6.0,31028.0,1099175.0,1063414.0,1247434.0,1574144.0,2.30875,94039.9,34,2.2472616136919314,20665.0,8731.0,12679,2.33606,92552.5,34,2.2508983761131485,22078.0,9171.0,13363,2.2472616136919314,20665.0,8731.0
10606,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1372956.269821,703901.626934,536362.626934,267698.607489,268664.019445,58837.0,1202219.0,475256.0,11.0,11057.0,1083028.0,1068910.0,1216337.0,1488357.0,2.48891,96337.8,34,2.5462334102926936,26592.0,9475.0,13427,2.49245,96406.7,34,2.553452433281005,25589.0,9033.0,12740,2.5462334102926936,26592.0,9475.0
10608,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1048619.869543,536813.358063,392993.358063,195947.790864,197045.5672,50019.0,967208.0,409586.0,16.0,6263.0,859938.0,851525.0,975621.0,1194109.0,2.40632,74389.9,34,2.3958937646507263,19008.0,7154.0,10665,2.38514,76013.5,34,2.3807259919196104,17623.0,6668.0,9653,2.3958937646507263,19008.0,7154.0
10617,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1393979.014987,549472.002365,398582.002365,199089.482687,199492.519678,50080.0,990289.0,416417.0,11.0,21444.0,889960.0,864127.0,1016122.0,1354510.0,2.32949,77331.9,34,2.247717973792294,16944.0,6949.0,10226,2.32678,77984.9,34,2.2764109858650925,19256.0,7724.0,11178,2.247717973792294,16944.0,6949.0
10636,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1125089.626766,562211.077974,410348.077974,203857.813047,206490.264927,54313.0,1029726.0,443733.0,12.0,10827.0,921404.0,907258.0,1043872.0,1309622.0,2.28507,81135.6,34,2.27498434045689,18675.0,7528.0,10856,2.30844,81835.0,34,2.3020152720621856,18904.0,7589.0,10935,2.27498434045689,18675.0,7528.0
10638,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1324262.318095,517864.454183,376962.454183,186895.699936,190066.754247,47984.0,901883.0,363294.0,13.0,30133.0,821721.0,787686.0,935918.0,1246712.0,2.38523,70272.4,34,2.2745444479595065,16508.0,6699.0,9483,2.42494,70214.2,34,2.363636663007684,15047.0,5794.0,8199,2.2745444479595065,16508.0,6699.0
10641,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1103692.915104,536995.988636,393491.988636,196793.812685,196698.175951,54410.0,1036362.0,473451.0,3.0,18101.0,940837.0,920464.0,1056735.0,1300139.0,2.38503,75292.3,34,2.363700028087258,18172.0,7120.0,10681,2.37131,75951.9,34,2.3193699466056446,18073.0,7248.0,10488,2.363700028087258,18172.0,7120.0
10649,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1098800.521906,578624.638188,428898.638188,213750.112736,215148.525452,54268.0,1102058.0,497457.0,22.0,9397.0,991516.0,979220.0,1114354.0,1380534.0,2.33172,84181.7,34,2.345233900567234,15681.0,6114.0,8991,2.36142,83974.9,34,2.2525041613629684,17085.0,7109.0,10213,2.345233900567234,15681.0,6114.0
10656,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1486525.859995,727803.513705,532519.513705,262275.555825,270243.95788,62604.0,1211249.0,455538.0,16.0,19837.0,1073557.0,1049542.0,1235264.0,1527542.0,2.56726,89840.9,34,2.6689875309847517,28707.0,9356.0,13313,2.60447,91750.4,34,2.6437624684946153,28424.0,9278.0,13093,2.6689875309847517,28707.0,9356.0
10661,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1606301.946402,703482.371101,511888.371101,256325.15739,255563.213711,63518.0,1254876.0,523769.0,38.0,19533.0,1121428.0,1097933.0,1278371.0,1621121.0,2.38652,97833.2,34,2.4061746018915207,21777.0,8374.0,12371,2.39903,96919.2,34,2.3497060860198506,23171.0,8969.0,12997,2.4061746018915207,21777.0,8374.0
10685,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1109519.808634,602133.079985,445008.079985,220999.364348,224008.715637,60578.0,1136800.0,507665.0,9.0,12154.0,1026795.0,1012194.0,1151401.0,1414455.0,2.39021,85706.2,34,2.390571511967309,20485.0,8049.0,11991,2.40252,86898.1,34,2.342479163415015,21709.0,8743.0,12814,2.390571511967309,20485.0,8049.0
10716,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1477240.890166,590671.532662,432538.532662,213850.100032,218688.43263,53073.0,1119870.0,507155.0,11.0,29903.0,1026000.0,991812.0,1154058.0,1512095.0,2.22931,87820.5,34,2.170380847308032,17641.0,7705.0,11330,2.25721,88781.5,34,2.2005361106643075,20287.0,8502.0,12434,2.170380847308032,17641.0,7705.0
10741,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1103666.155607,625377.319038,450189.319038,226422.007808,223767.311229,65008.0,1141085.0,486845.0,13.0,10772.0,1013975.0,1000272.0,1154788.0,1401803.0,2.35457,87819.1,34,2.3694638850186993,23842.0,9191.0,13637,2.33216,87491.6,34,2.3494593215250674,23668.0,9100.0,13324,2.3694638850186993,23842.0,9191.0
10804,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1133941.254401,620911.105212,430621.105212,213796.303113,216824.802099,58904.0,1111091.0,454205.0,19.0,12587.0,957911.0,942724.0,1126278.0,1374081.0,2.36177,82457.0,34,2.3536787152741923,17516.0,6724.0,9683,2.38485,83002.7,34,2.3600742372328276,21465.0,8334.0,12258,2.3536787152741923,17516.0,6724.0
