subject_id,fs_delivery,fs_version,etiv,total_gray_vol,cortex_vol,lh_cortex_vol,rh_cortex_vol,subcort_gray_vol,brainseg_not_vent,white_matter_vol,surface_holes,ventricle_choroid_vol,supratentorial_vol,supratentorial_notvent_vol,brainseg_vol,mask_vol,lh_mean_thickness,lh_white_surf_area,lh_n_parcels,lh_dlpfc_thickness,lh_dlpfc_gray_vol,lh_dlpfc_surf_area,lh_dlpfc_n_vert,rh_mean_thickness,rh_white_surf_area,rh_n_parcels,rh_dlpfc_thickness,rh_dlpfc_gray_vol,rh_dlpfc_surf_area,rh_dlpfc_n_vert,dlpfc_thickness,dlpfc_gray_vol,dlpfc_surf_area
10809,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1874622.890829,640553.712332,467969.712332,233518.675285,234451.037047,55380.0,1242205.0,578445.0,6.0,74814.0,1180711.0,1099577.0,1323339.0,1688798.0,2.16589,99410.1,34,1.9710843395425037,21793.0,10649.0,16481,2.20589,97622.9,34,2.0348570839348317,21641.0,9756.0,14547,1.9710843395425037,21793.0,10649.0
10810,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1683496.335004,568352.147367,411879.147367,204140.574479,207738.572888,51817.0,1066352.0,483013.0,18.0,50598.0,1001786.0,945063.0,1123075.0,1471325.0,2.20712,85766.1,34,2.2121891394385647,19819.0,8399.0,13038,2.2264,86197.8,34,2.310995842716092,19518.0,7775.0,11546,2.2121891394385647,19819.0,8399.0
10862,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1697823.503424,626794.583092,425704.583092,212298.747533,213405.835559,60715.0,1137814.0,477540.0,8.0,19531.0,986894.0,962920.0,1161788.0,1511567.0,2.32175,83668.0,34,2.2115522672204917,17771.0,7540.0,11556,2.31458,84014.0,34,2.2177684534693487,16592.0,7011.0,10391,2.2115522672204917,17771.0,7540.0
10866,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1817735.610962,618448.294881,450739.294881,223098.524089,227640.770792,55806.0,1111799.0,471985.0,27.0,96607.0,1081296.0,978023.0,1215072.0,1564221.0,2.33767,86345.0,34,2.266250774485662,20357.0,8331.0,12589,2.34218,87159.9,34,2.2016449438202246,18311.0,7504.0,11125,2.266250774485662,20357.0,8331.0
10886,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1631794.446577,605029.431829,433918.431829,216364.396356,217554.035473,61804.0,1130491.0,498974.0,12.0,30856.0,1028403.0,993756.0,1165138.0,1524182.0,2.34958,83415.9,34,2.351570757376433,18287.0,7074.0,10642,2.35605,84340.7,34,2.290654996542185,20051.0,7892.0,11568,2.351570757376433,18287.0,7074.0
10896,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1248278.379926,641718.525504,470710.525504,234572.086405,236138.439099,55639.0,1149490.0,479757.0,18.0,21086.0,1029550.0,1005200.0,1173840.0,1461524.0,2.31492,92747.6,34,2.300356627627395,22227.0,8908.0,12893,2.33512,92825.3,34,2.3010937406632808,23379.0,9353.0,13388,2.300356627627395,22227.0,8908.0
10898,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1114420.935727,540857.631599,406053.631599,204343.964757,201709.666841,46681.0,961497.0,399488.0,5.0,25109.0,880148.0,851470.0,990175.0,1301857.0,2.42428,74242.6,34,2.364259766012294,17981.0,6858.0,10086,2.42387,73992.7,34,2.2284332454341245,17182.0,6974.0,10239,2.364259766012294,17981.0,6858.0
10950,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1117530.796499,646219.60439,474225.60439,235563.210721,238662.393668,57799.0,1113099.0,441259.0,22.0,10898.0,985954.0,971937.0,1127116.0,1390270.0,2.55531,81916.0,34,2.554899263483013,24868.0,8835.0,12627,2.54171,83223.8,34,2.4923071124221563,24439.0,8610.0,12204,2.554899263483013,24868.0,8835.0
10951,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1833097.314101,804353.366174,594192.366174,295544.953842,298647.412331,69555.0,1436166.0,603686.0,18.0,12145.0,1281164.0,1265338.0,1451992.0,1751809.0,2.49242,108697.0,34,2.555313788487282,28527.0,10207.0,14940,2.48408,110054.0,34,2.465086168881473,31320.0,11492.0,16781,2.555313788487282,28527.0,10207.0
10961,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1152263.255831,662535.476584,495040.476584,249388.658806,245651.817778,64472.0,1167829.0,479918.0,16.0,7925.0,1049084.0,1038403.0,1178510.0,1437894.0,2.42639,92954.6,34,2.3894850191484567,24774.0,9389.0,13317,2.40437,91768.6,34,2.3490384787472034,25281.0,9410.0,13410,2.3894850191484567,24774.0,9389.0
10998,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1238849.287866,707102.484531,545001.484531,269409.260558,275592.223974,60896.0,1212105.0,479874.0,11.0,9153.0,1096528.0,1084924.0,1223709.0,1506958.0,2.59752,92423.0,34,2.44672628210013,25480.0,9194.0,13123,2.60996,94166.2,34,2.466506509609424,25132.0,9066.0,12904,2.44672628210013,25480.0,9194.0
11016,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1052172.933995,620333.512365,445413.512365,222594.847702,222818.664663,58004.0,1063427.0,415159.0,13.0,7136.0,927125.0,917392.0,1073160.0,1323886.0,2.57086,77177.7,34,2.5627821239606954,21168.0,7409.0,10584,2.58056,77250.7,34,2.6038966194562185,19960.0,6814.0,9673,2.5627821239606954,21168.0,7409.0
11030,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1267102.743622,655494.168762,459214.168762,229692.157332,229522.01143,65527.0,1237564.0,553625.0,18.0,16858.0,1096584.0,1076359.0,1257789.0,1532852.0,2.40744,86905.4,34,2.4276303501945526,24237.0,9100.0,13364,2.37207,88332.4,34,2.325851360674588,23067.0,9088.0,13045,2.4276303501945526,24237.0,9100.0
11031,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1040505.842102,624792.067232,466236.067232,232832.090268,233403.976964,58703.0,1079599.0,427820.0,16.0,8177.0,962368.0,951651.0,1090316.0,1348821.0,2.52966,82306.6,34,2.5178647781934793,21800.0,7813.0,11226,2.52588,82092.6,34,2.3352970703659763,20169.0,7674.0,10957,2.5178647781934793,21800.0,7813.0
11036,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1251814.31303,646292.243033,478444.243033,238896.685194,239547.557839,59613.0,1170926.0,496978.0,16.0,8850.0,1046209.0,1033572.0,1183563.0,1438418.0,2.46628,87579.0,34,2.530857900318134,21766.0,7858.0,11316,2.44756,88145.2,34,2.4802604492465172,20353.0,7337.0,10551,2.530857900318134,21766.0,7858.0
11066,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1218444.176494,679339.017007,506900.017007,252126.701141,254773.315866,58711.0,1139629.0,436081.0,21.0,6423.0,1009973.0,1000839.0,1148763.0,1422466.0,2.52264,88680.5,34,2.485453588348833,22643.0,8074.0,11398,2.55001,88933.0,34,2.422345114849563,23674.0,8683.0,12364,2.485453588348833,22643.0,8074.0
11075,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1875458.920679,671752.70766,484845.70766,244947.147526,239898.560134,61255.0,1195701.0,492404.0,15.0,59247.0,1103521.0,1037603.0,1261619.0,1671110.0,2.40676,90616.5,34,2.3615983976817523,20032.0,7795.0,11733,2.40162,89376.7,34,2.2932949689869053,19832.0,7872.0,11608,2.3615983976817523,20032.0,7795.0
11116,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1450208.478887,566260.843764,408752.843764,202965.531227,205787.312537,54503.0,1015558.0,428287.0,9.0,22791.0,917931.0,890834.0,1042655.0,1374170.0,2.39549,76247.6,34,2.3081500127345276,20067.0,8088.0,11779,2.36377,78022.8,34,2.2666773938274862,19552.0,7859.0,11373,2.3081500127345276,20067.0,8088.0
11168,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1149338.698948,599741.262427,439136.262427,220091.873232,219044.389195,61024.0,1066388.0,442142.0,11.0,12706.0,957604.0,941634.0,1082358.0,1386153.0,2.30949,87392.2,34,2.2850501984783325,20892.0,8403.0,12092,2.26291,88657.4,34,2.1293020672631906,21305.0,9064.0,12964,2.2850501984783325,20892.0,8403.0
11286,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1247278.674305,649753.205894,476449.205894,238693.524627,237755.681266,58576.0,1135957.0,460328.0,10.0,25061.0,1023175.0,994580.0,1164552.0,1480973.0,2.47883,86775.6,34,2.416964837747446,20240.0,7574.0,11063,2.49081,86079.2,34,2.5309811556581097,20603.0,7302.0,10401,2.416964837747446,20240.0,7574.0
11316,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1362332.607517,685810.608538,521193.608538,259185.464193,262008.144345,59647.0,1248547.0,540094.0,13.0,17697.0,1142165.0,1119327.0,1271385.0,1565080.0,2.48058,94009.1,34,2.5506619919862623,26608.0,9558.0,13976,2.47391,94737.7,34,2.354809088833067,23743.0,9174.0,13137,2.5506619919862623,26608.0,9558.0
11318,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1130993.305591,632190.632851,473426.632851,237749.547965,235677.084886,57251.0,1149495.0,489666.0,22.0,10520.0,1032274.0,1019136.0,1162633.0,1405624.0,2.42569,89867.0,34,2.4131432545201674,25552.0,9798.0,13661,2.36633,91173.1,34,2.3104344480615566,24111.0,9547.0,13516,2.4131432545201674,25552.0,9798.0
11326,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1426495.070954,619262.428732,445739.428732,222834.57679,222904.851942,57849.0,1070043.0,427583.0,2.0,16984.0,950879.0,929892.0,1091030.0,1362864.0,2.52021,78945.0,34,2.5902625424368164,21228.0,7208.0,10604,2.53654,78721.9,34,2.485822335025381,18252.0,6606.0,9456,2.5902625424368164,21228.0,7208.0
11329,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1539943.955607,759289.540263,567229.540263,283507.075621,283722.464642,70417.0,1420321.0,631363.0,10.0,12916.0,1283407.0,1267457.0,1436271.0,1741905.0,2.41064,108165.0,34,2.4542683036286705,27803.0,10517.0,15598,2.38551,109017.0,34,2.2439985657941914,27753.0,11396.0,16734,2.4542683036286705,27803.0,10517.0
11330,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1576955.117817,711635.402047,527330.402047,261189.881504,266140.520544,62092.0,1198120.0,458780.0,12.0,11223.0,1062100.0,1046705.0,1213515.0,1518347.0,2.48472,93449.6,34,2.4717170381564033,25447.0,9363.0,13235,2.48169,95633.7,34,2.377673028447966,26034.0,9799.0,13885,2.4717170381564033,25447.0,9363.0
11433,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1218964.222739,689259.288618,510512.288618,256386.992354,254125.296264,60531.0,1189869.0,477199.0,16.0,12016.0,1061860.0,1046916.0,1204813.0,1463266.0,2.56453,89913.8,34,2.534293579428932,24681.0,8855.0,12678,2.57735,89053.5,34,2.626215599937097,26021.0,8857.0,12718,2.534293579428932,24681.0,8855.0
11439,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1661432.262452,612982.158811,453680.158811,227276.445577,226403.713234,55405.0,1147149.0,512091.0,14.0,21716.0,1045780.0,1019897.0,1173032.0,1546212.0,2.31073,88740.9,34,2.298849199153823,22171.0,9001.0,13236,2.28436,89421.1,34,2.1893695652173912,20281.0,8504.0,12420,2.298849199153823,22171.0,9001.0
11440,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1255416.240576,606019.065069,445969.065069,221275.839703,224693.225366,55991.0,1073616.0,438144.0,16.0,32794.0,975216.0,939157.0,1109675.0,1421200.0,2.31569,86302.5,34,2.2670951790420086,22537.0,8962.0,12902,2.34063,86651.3,34,2.324585220943186,24361.0,9339.0,13465,2.2670951790420086,22537.0,8962.0
11461,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1670531.673032,476325.906078,322659.906078,160143.074811,162516.831267,55774.0,1004472.0,510197.0,41.0,67297.0,957252.0,884509.0,1077215.0,1441919.0,1.85139,85761.1,34,1.8634933689286945,13881.0,7652.0,11612,1.82812,86860.7,34,1.7435268528464019,12828.0,7474.0,11172,1.8634933689286945,13881.0,7652.0
11472,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1574523.959463,605050.632015,418464.632015,208946.339257,209518.292759,61263.0,1143077.0,505959.0,45.0,15064.0,1003051.0,984957.0,1161171.0,1462231.0,2.46296,76931.1,34,2.549945945945946,18391.0,6827.0,10175,2.45837,77242.2,34,2.4373726250870384,17789.0,6788.0,10053,2.549945945945946,18391.0,6827.0
11492,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1755414.844922,661541.956739,475470.956739,238101.465745,237369.490994,64143.0,1231759.0,541685.0,16.0,38631.0,1122797.0,1080023.0,1274533.0,1615552.0,2.33414,92391.6,34,2.3394795693855097,22064.0,8575.0,12726,2.3247,93112.2,34,2.2561796246648798,21525.0,8717.0,12682,2.3394795693855097,22064.0,8575.0
11526,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1231720.427441,672364.131284,499303.131284,249572.830026,249730.301258,66725.0,1205323.0,503883.0,12.0,8415.0,1081637.0,1069269.0,1217691.0,1513075.0,2.37666,96028.0,34,2.3200388949757396,22860.0,9076.0,12778,2.37074,96370.6,34,2.237427796610169,21288.0,8682.0,11800,2.3200388949757396,22860.0,9076.0
11539,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1532415.170316,719101.942506,522090.942506,259240.342979,262850.599526,70120.0,1302582.0,553181.0,4.0,12727.0,1161007.0,1144244.0,1319345.0,1645443.0,2.4178,97212.2,34,2.316232312415221,24106.0,9661.0,14007,2.42774,97886.5,34,2.2491066318106765,25007.0,10121.0,14536,2.316232312415221,24106.0,9661.0
11542,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1733105.175756,632081.030774,456240.030774,225959.663843,230280.366931,55880.0,1156487.0,497591.0,10.0,42165.0,1057260.0,1008697.0,1205050.0,1556560.0,2.26182,90415.8,34,2.275800589390963,18587.0,7776.0,11198,2.29242,91164.5,34,2.2673533413709954,19319.0,7977.0,11612,2.275800589390963,18587.0,7776.0
11563,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1625260.414402,659890.120919,489418.120919,245106.162148,244311.958771,60080.0,1167071.0,487651.0,13.0,21008.0,1062541.0,1035908.0,1193704.0,1531531.0,2.41951,90166.4,34,2.327578755848206,20092.0,7894.0,11542,2.44121,89983.9,34,2.355650575771534,19327.0,7477.0,10855,2.327578755848206,20092.0,7894.0
11570,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1511438.296402,708012.612646,514804.612646,259416.337668,255388.274978,61441.0,1321434.0,586107.0,14.0,37751.0,1202199.0,1160604.0,1363029.0,1716945.0,2.42902,97149.7,34,2.422424477696217,25398.0,9702.0,14168,2.37031,98039.1,34,2.2726898929147716,23406.0,9342.0,13634,2.422424477696217,25398.0,9702.0
11606,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1461463.611631,613289.762988,445270.762988,222170.555154,223100.207834,57751.0,1126661.0,484107.0,7.0,24944.0,1014378.0,986058.0,1154981.0,1456406.0,2.36849,84373.3,34,2.2648151041666664,19653.0,7811.0,11520,2.38069,84610.1,34,2.2001044025157235,18268.0,7640.0,11130,2.2648151041666664,19653.0,7811.0
11622,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,973639.453751,469813.974743,347173.974743,172239.230256,174934.744487,48096.0,843239.0,357589.0,12.0,25137.0,780838.0,752098.0,871979.0,1151326.0,2.30305,67538.3,34,2.3848322271009903,17738.0,6621.0,9793,2.33621,67688.9,34,2.3962946370880895,16991.0,6449.0,9286,2.3848322271009903,17738.0,6621.0
11628,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1214569.392722,585739.572211,428006.572211,213234.088814,214772.483396,55749.0,1085021.0,470696.0,16.0,9808.0,965627.0,953484.0,1097164.0,1366035.0,2.46222,79254.9,34,2.475601631543168,19335.0,7179.0,10297,2.44952,80385.9,34,2.447138364779874,17471.0,6611.0,9540,2.475601631543168,19335.0,7179.0
11631,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1062949.592148,539152.40373,385930.40373,193349.397712,192581.006018,53617.0,980348.0,416314.0,14.0,11528.0,869590.0,854891.0,995047.0,1260527.0,2.27199,78516.6,34,2.309995995423341,17568.0,7095.0,10488,2.27373,77961.9,34,2.3153764718141088,16647.0,6685.0,9597,2.309995995423341,17568.0,7095.0
11681,tacs_bandit_freesurfer_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1432373.363968,642433.544467,475353.544467,238978.503271,236375.041196,62865.0,1141717.0,474918.0,15.0,14448.0,1029819.0,1012005.0,1159531.0,1465362.0,2.39657,90909.9,34,2.3286616214475484,21500.0,8624.0,12421,2.38885,90119.9,34,2.2881162372188135,21233.0,8547.0,12225,2.3286616214475484,21500.0,8624.0
11773,freesurfer_set2_20260814,freesurfer-linux-ubuntu22_x86_64-7.3.2-20220804-6354275,1091670.471134,605265.533772,449425.533772,223938.867521,225486.666251,55251.0,1098494.0,465422.0,21.0,9330.0,979718.0,968393.0,1109819.0,1399008.0,2.32063,89193.6,34,2.2976873354081873,21270.0,8705.0,12531,2.35891,88504.5,34,2.3272711729622264,21686.0,8773.0,12575,2.2976873354081873,21270.0,8705.0
