subject_id,hemi,parcel,n_vert,surf_area,gray_vol,thick_avg,thick_std,mean_curv,gaus_curv,fold_ind,curv_ind
11773,rh,entorhinal,548,360.0,1769.0,3.439,0.754,0.079,0.018,3.0,0.4
11773,rh,fusiform,4378,2890.0,8344.0,2.548,0.626,0.112,0.021,42.0,3.6
11773,rh,inferiorparietal,6333,4272.0,11077.0,2.409,0.434,0.111,0.02,63.0,5.2
11773,rh,inferiortemporal,4520,3175.0,9709.0,2.613,0.624,0.123,0.024,56.0,4.5
11773,rh,isthmuscingulate,1370,913.0,2317.0,2.269,0.834,0.123,0.023,18.0,1.4
11773,rh,lateraloccipital,8517,5604.0,11854.0,2.033,0.547,0.13,0.026,94.0,10.1
11773,rh,lateralorbitofrontal,3866,2756.0,7002.0,2.57,0.635,0.13,0.032,50.0,5.0
11773,rh,lingual,4717,3187.0,5586.0,1.689,0.542,0.122,0.024,49.0,5.1
11773,rh,medialorbitofrontal,3411,2334.0,5583.0,2.246,0.528,0.11,0.02,43.0,2.8
11773,rh,middletemporal,5455,3703.0,11969.0,2.771,0.514,0.099,0.016,49.0,3.8
11773,rh,parahippocampal,1057,643.0,1848.0,2.499,0.671,0.079,0.013,9.0,0.5
11773,rh,paracentral,2753,1507.0,4041.0,2.549,0.556,0.086,0.016,18.0,2.1
11773,rh,parsopercularis,1688,1140.0,3001.0,2.507,0.444,0.106,0.018,14.0,1.2
11773,rh,parsorbitalis,1055,750.0,2464.0,2.757,0.494,0.144,0.034,16.0,1.5
11773,rh,parstriangularis,1661,1137.0,3108.0,2.47,0.449,0.114,0.022,15.0,1.6
11773,rh,pericalcarine,2991,2014.0,2186.0,1.216,0.341,0.127,0.025,34.0,3.2
11773,rh,postcentral,6360,3811.0,8168.0,2.009,0.556,0.094,0.016,49.0,4.4
11773,rh,posteriorcingulate,1599,1093.0,2790.0,2.375,0.693,0.124,0.021,20.0,1.4
11773,rh,precentral,7948,4730.0,12256.0,2.45,0.592,0.102,0.019,72.0,6.6
11773,rh,precuneus,6931,4700.0,11112.0,2.274,0.541,0.117,0.022,73.0,6.3
11773,rh,rostralanteriorcingulate,1070,746.0,2097.0,2.639,0.406,0.109,0.019,11.0,0.8
11773,rh,rostralmiddlefrontal,8190,5910.0,14590.0,2.306,0.433,0.13,0.025,93.0,9.2
11773,rh,superiorfrontal,11082,7482.0,21887.0,2.733,0.452,0.121,0.025,109.0,11.2
11773,rh,superiorparietal,8654,5526.0,12277.0,2.073,0.457,0.107,0.018,77.0,6.7
11773,rh,superiortemporal,5740,3640.0,10840.0,2.67,0.584,0.087,0.015,37.0,3.5
11773,rh,supramarginal,6171,4229.0,10737.0,2.438,0.454,0.119,0.023,69.0,6.3
11773,rh,frontalpole,467,339.0,1080.0,2.554,0.478,0.169,0.04,8.0,0.8
11773,rh,temporalpole,680,549.0,2662.0,3.78,0.973,0.159,0.043,16.0,1.3
11773,rh,transversetemporal,569,302.0,804.0,2.29,0.332,0.101,0.017,6.0,0.4
11773,rh,insula,3115,2181.0,6444.0,2.886,0.794,0.13,0.036,37.0,4.6
10685,lh,bankssts,1949,1282.0,3331.0,2.571,0.482,0.097,0.016,14.0,1.2
10685,lh,caudalanteriorcingulate,871,553.0,1571.0,2.482,0.585,0.129,0.013,12.0,0.5
10685,lh,caudalmiddlefrontal,3692,2397.0,6388.0,2.502,0.37,0.113,0.02,31.0,3.1
10685,lh,cuneus,2890,1870.0,3150.0,1.699,0.467,0.133,0.025,36.0,3.3
10685,lh,entorhinal,780,509.0,2288.0,3.374,0.724,0.097,0.02,4.0,0.6
10685,lh,fusiform,4481,2915.0,9270.0,2.75,0.565,0.11,0.019,41.0,3.7
10685,lh,inferiorparietal,6671,4407.0,11017.0,2.369,0.421,0.113,0.019,63.0,5.6
10685,lh,inferiortemporal,5086,3466.0,10429.0,2.711,0.533,0.117,0.021,54.0,4.3
10685,lh,isthmuscingulate,1404,933.0,2279.0,2.143,0.721,0.114,0.02,16.0,1.2
10685,lh,lateraloccipital,8591,5548.0,10833.0,1.912,0.491,0.128,0.026,106.0,9.7
10685,lh,lateralorbitofrontal,3437,2273.0,6424.0,2.809,0.532,0.124,0.025,38.0,3.6
10685,lh,lingual,5633,3868.0,7067.0,1.822,0.586,0.136,0.03,70.0,7.3
10685,lh,medialorbitofrontal,2699,1849.0,4886.0,2.363,0.545,0.122,0.023,38.0,2.4
10685,lh,middletemporal,5007,3246.0,10152.0,2.676,0.52,0.11,0.019,49.0,4.0
10685,lh,parahippocampal,1108,691.0,2456.0,2.865,0.842,0.082,0.015,8.0,0.6
10685,lh,paracentral,2168,1196.0,3152.0,2.428,0.499,0.079,0.012,11.0,1.1
10685,lh,parsopercularis,2005,1342.0,3568.0,2.424,0.41,0.104,0.017,17.0,1.4
10685,lh,parsorbitalis,1017,695.0,2099.0,2.624,0.477,0.135,0.024,14.0,1.1
10685,lh,parstriangularis,1701,1130.0,2814.0,2.329,0.495,0.12,0.021,16.0,1.4
10685,lh,pericalcarine,2230,1529.0,1537.0,1.23,0.243,0.151,0.035,35.0,3.2
10685,lh,postcentral,6794,4177.0,9640.0,2.047,0.677,0.101,0.017,50.0,4.8
10685,lh,posteriorcingulate,1417,911.0,2403.0,2.45,0.66,0.116,0.02,15.0,1.3
10685,lh,precentral,8035,4948.0,13051.0,2.486,0.589,0.105,0.019,67.0,6.4
10685,lh,precuneus,5517,3650.0,8670.0,2.289,0.451,0.115,0.02,57.0,4.6
10685,lh,rostralanteriorcingulate,896,577.0,1658.0,2.702,0.446,0.106,0.015,8.0,0.6
10685,lh,rostralmiddlefrontal,8299,5652.0,14097.0,2.341,0.456,0.122,0.023,90.0,8.1
10685,lh,superiorfrontal,10986,7212.0,21620.0,2.76,0.448,0.111,0.02,92.0,9.4
10685,lh,superiorparietal,8796,5508.0,12233.0,2.063,0.446,0.102,0.017,69.0,6.1
10685,lh,superiortemporal,5770,3757.0,11365.0,2.69,0.621,0.098,0.015,47.0,3.8
10685,lh,supramarginal,6510,4287.0,11107.0,2.467,0.463,0.118,0.023,65.0,6.2
10685,lh,frontalpole,357,278.0,958.0,2.82,0.337,0.147,0.024,6.0,0.4
10685,lh,temporalpole,676,490.0,2226.0,3.6,0.625,0.132,0.021,8.0,0.7
10685,lh,transversetemporal,734,454.0,1040.0,2.077,0.367,0.112,0.023,6.0,0.7
10685,lh,insula,3216,2107.0,6042.0,2.991,0.723,0.11,0.023,28.0,2.9
10685,rh,bankssts,1505,951.0,2372.0,2.682,0.31,0.081,0.013,6.0,0.7
10685,rh,caudalanteriorcingulate,911,582.0,1467.0,2.212,0.638,0.125,0.012,11.0,0.5
10685,rh,caudalmiddlefrontal,3152,2015.0,5486.0,2.534,0.305,0.098,0.017,23.0,2.2
10685,rh,cuneus,3025,1886.0,3248.0,1.683,0.47,0.121,0.022,32.0,3.0
10685,rh,entorhinal,999,629.0,3539.0,3.495,0.92,0.108,0.027,10.0,0.9
10685,rh,fusiform,5568,3636.0,10350.0,2.632,0.541,0.11,0.019,61.0,4.4
10685,rh,inferiorparietal,7494,4875.0,12840.0,2.45,0.413,0.107,0.018,67.0,5.7
10685,rh,inferiortemporal,4195,2786.0,8380.0,2.644,0.555,0.109,0.017,41.0,3.1
10685,rh,isthmuscingulate,1573,1029.0,2478.0,2.24,0.764,0.115,0.02,18.0,1.4
10685,rh,lateraloccipital,9092,5861.0,11757.0,1.935,0.502,0.128,0.026,107.0,10.1
10685,rh,lateralorbitofrontal,3600,2465.0,6312.0,2.604,0.53,0.125,0.025,41.0,4.0
10685,rh,lingual,5555,3710.0,7727.0,1.968,0.632,0.13,0.027,69.0,6.6
10685,rh,medialorbitofrontal,2674,1840.0,4685.0,2.376,0.508,0.123,0.022,41.0,2.5
10685,rh,middletemporal,5112,3317.0,10779.0,2.821,0.536,0.106,0.017,49.0,4.0
10685,rh,parahippocampal,1414,877.0,2911.0,2.866,0.764,0.088,0.015,9.0,0.7
10685,rh,paracentral,2288,1310.0,3404.0,2.498,0.5,0.083,0.013,11.0,1.3
10685,rh,parsopercularis,2122,1423.0,3583.0,2.43,0.425,0.127,0.023,24.0,2.2
10685,rh,parsorbitalis,1184,804.0,2473.0,2.672,0.457,0.129,0.027,14.0,1.3
10685,rh,parstriangularis,2333,1543.0,4082.0,2.417,0.444,0.112,0.021,21.0,2.0
10685,rh,pericalcarine,2359,1656.0,1755.0,1.228,0.312,0.131,0.025,29.0,2.6
10685,rh,postcentral,7139,4459.0,9944.0,2.053,0.608,0.105,0.018,61.0,5.5
10685,rh,posteriorcingulate,1942,1297.0,3194.0,2.326,0.674,0.125,0.022,26.0,1.9
10685,rh,precentral,7926,4852.0,12205.0,2.411,0.472,0.101,0.018,61.0,5.9
10685,rh,precuneus,6155,4039.0,9996.0,2.391,0.46,0.121,0.022,67.0,5.8
10685,rh,rostralanteriorcingulate,1003,649.0,1791.0,2.641,0.405,0.126,0.018,15.0,0.7
10685,rh,rostralmiddlefrontal,9662,6728.0,16223.0,2.28,0.417,0.128,0.024,113.0,9.5
10685,rh,superiorfrontal,10064,6659.0,19037.0,2.657,0.416,0.115,0.021,89.0,8.7
10685,rh,superiorparietal,7713,4874.0,10937.0,2.104,0.42,0.112,0.018,71.0,6.1
10685,rh,superiortemporal,5206,3304.0,10710.0,2.906,0.582,0.095,0.014,37.0,3.4
10685,rh,supramarginal,5474,3606.0,9763.0,2.635,0.407,0.114,0.021,52.0,4.9
10685,rh,frontalpole,484,341.0,1036.0,2.391,0.556,0.158,0.027,9.0,0.6
10685,rh,temporalpole,633,416.0,2122.0,3.854,0.592,0.115,0.032,5.0,0.9
10685,rh,transversetemporal,529,310.0,802.0,2.493,0.455,0.13,0.023,7.0,0.4
10685,rh,insula,3237,2164.0,6191.0,2.978,0.738,0.114,0.023,31.0,2.9
10741,lh,bankssts,1576,1053.0,2378.0,2.309,0.461,0.097,0.017,10.0,1.1
10741,lh,caudalanteriorcingulate,1276,792.0,2043.0,2.293,0.577,0.103,0.011,11.0,0.7
10741,lh,caudalmiddlefrontal,3461,2239.0,6179.0,2.559,0.386,0.105,0.018,31.0,2.6
10741,lh,cuneus,2545,1650.0,2651.0,1.58,0.416,0.136,0.03,31.0,3.6
10741,lh,entorhinal,805,490.0,1946.0,3.104,0.748,0.112,0.027,8.0,0.9
10741,lh,fusiform,4648,3065.0,8885.0,2.627,0.602,0.124,0.024,55.0,4.7
10741,lh,inferiorparietal,7071,4804.0,11990.0,2.28,0.448,0.117,0.019,79.0,6.1
10741,lh,inferiortemporal,5732,3828.0,11172.0,2.593,0.614,0.111,0.022,68.0,4.9
10741,lh,isthmuscingulate,1409,906.0,2214.0,2.156,0.748,0.107,0.02,16.0,1.0
10741,lh,lateraloccipital,8324,5409.0,11212.0,1.93,0.587,0.134,0.03,103.0,10.9
10741,lh,lateralorbitofrontal,3901,2590.0,6886.0,2.558,0.566,0.12,0.026,42.0,4.1
10741,lh,lingual,4884,3389.0,5463.0,1.586,0.517,0.132,0.029,57.0,6.1
10741,lh,medialorbitofrontal,2500,1676.0,4340.0,2.396,0.676,0.104,0.021,28.0,2.2
10741,lh,middletemporal,5479,3645.0,11700.0,2.652,0.666,0.116,0.022,59.0,5.1
10741,lh,parahippocampal,998,613.0,1811.0,2.733,0.82,0.099,0.024,7.0,0.8
10741,lh,paracentral,2050,1261.0,3210.0,2.399,0.531,0.1,0.024,15.0,2.0
10741,lh,parsopercularis,2045,1364.0,3812.0,2.486,0.428,0.112,0.021,23.0,1.7
10741,lh,parsorbitalis,1217,806.0,2453.0,2.389,0.614,0.136,0.028,17.0,1.5
10741,lh,parstriangularis,2077,1378.0,3400.0,2.183,0.499,0.116,0.021,24.0,1.8
10741,lh,pericalcarine,2537,1735.0,2099.0,1.386,0.374,0.141,0.033,31.0,3.4
10741,lh,postcentral,6887,4331.0,10115.0,2.081,0.655,0.108,0.02,62.0,6.2
10741,lh,posteriorcingulate,1613,1081.0,2681.0,2.314,0.594,0.125,0.021,20.0,1.4
10741,lh,precentral,7903,4861.0,12782.0,2.488,0.641,0.104,0.022,66.0,7.0
10741,lh,precuneus,4942,3337.0,8139.0,2.313,0.498,0.124,0.023,54.0,5.0
10741,lh,rostralanteriorcingulate,1640,1079.0,3225.0,2.693,0.622,0.108,0.019,18.0,1.3
10741,lh,rostralmiddlefrontal,10176,6952.0,17663.0,2.305,0.495,0.127,0.025,124.0,10.8
10741,lh,superiorfrontal,10942,7220.0,21979.0,2.73,0.551,0.113,0.021,94.0,9.7
10741,lh,superiorparietal,7237,4758.0,10836.0,2.102,0.52,0.115,0.021,81.0,6.3
10741,lh,superiortemporal,6514,4249.0,12476.0,2.64,0.562,0.102,0.017,56.0,4.6
10741,lh,supramarginal,5051,3389.0,9208.0,2.541,0.441,0.122,0.024,55.0,5.1
10741,lh,frontalpole,342,269.0,881.0,2.513,0.53,0.171,0.04,8.0,0.5
10741,lh,temporalpole,784,546.0,2359.0,3.113,0.844,0.138,0.041,10.0,1.3
10741,lh,transversetemporal,786,469.0,1075.0,2.152,0.373,0.125,0.023,10.0,0.7
10741,lh,insula,3910,2582.0,6758.0,2.677,0.771,0.12,0.031,45.0,4.7
10741,rh,bankssts,1640,1105.0,2381.0,2.304,0.406,0.114,0.021,14.0,1.4
10741,rh,caudalanteriorcingulate,1138,768.0,2236.0,2.464,0.811,0.129,0.02,17.0,1.0
10741,rh,caudalmiddlefrontal,3240,2066.0,5912.0,2.631,0.488,0.097,0.017,21.0,2.4
10741,rh,cuneus,2632,1712.0,2969.0,1.653,0.445,0.132,0.028,29.0,3.4
10741,rh,entorhinal,632,409.0,2228.0,3.531,0.794,0.098,0.025,6.0,0.7
10741,rh,fusiform,4234,2755.0,7836.0,2.614,0.538,0.113,0.022,40.0,3.9
10741,rh,inferiorparietal,7702,5242.0,12765.0,2.258,0.514,0.123,0.024,87.0,7.8
10741,rh,inferiortemporal,5968,4078.0,12289.0,2.587,0.642,0.121,0.026,69.0,6.3
10741,rh,isthmuscingulate,1293,852.0,1955.0,2.091,0.725,0.12,0.022,17.0,1.0
10741,rh,lateraloccipital,8754,5761.0,11633.0,1.923,0.566,0.136,0.029,110.0,11.5
10741,rh,lateralorbitofrontal,3835,2600.0,6821.0,2.501,0.543,0.125,0.027,43.0,4.2
10741,rh,lingual,5330,3598.0,5894.0,1.632,0.555,0.131,0.029,61.0,6.7
10741,rh,medialorbitofrontal,2926,2067.0,5002.0,2.242,0.673,0.111,0.02,40.0,2.5
10741,rh,middletemporal,5934,4020.0,12466.0,2.601,0.646,0.12,0.022,62.0,5.6
10741,rh,parahippocampal,982,560.0,1580.0,2.397,0.702,0.078,0.019,8.0,0.7
10741,rh,paracentral,2435,1532.0,3623.0,2.276,0.674,0.122,0.03,22.0,3.2
10741,rh,parsopercularis,1922,1268.0,3457.0,2.495,0.41,0.1,0.017,15.0,1.4
10741,rh,parsorbitalis,1284,862.0,2604.0,2.463,0.63,0.129,0.024,16.0,1.3
10741,rh,parstriangularis,2360,1571.0,4269.0,2.411,0.475,0.113,0.021,26.0,2.2
10741,rh,pericalcarine,2330,1607.0,2070.0,1.467,0.439,0.147,0.032,28.0,3.0
10741,rh,postcentral,6355,3877.0,8778.0,2.019,0.62,0.101,0.019,55.0,5.1
10741,rh,posteriorcingulate,1556,1030.0,2641.0,2.41,0.573,0.118,0.02,19.0,1.4
10741,rh,precentral,7854,4874.0,12547.0,2.468,0.7,0.111,0.023,66.0,7.9
10741,rh,precuneus,5339,3516.0,8372.0,2.296,0.503,0.119,0.022,52.0,4.8
10741,rh,rostralanteriorcingulate,1135,825.0,2383.0,2.566,0.692,0.14,0.036,18.0,2.0
10741,rh,rostralmiddlefrontal,10084,7034.0,17756.0,2.259,0.508,0.13,0.026,125.0,11.2
10741,rh,superiorfrontal,10231,6756.0,20205.0,2.665,0.499,0.116,0.023,94.0,9.9
10741,rh,superiorparietal,6493,4137.0,9718.0,2.178,0.471,0.119,0.023,65.0,6.2
10741,rh,superiortemporal,6214,3988.0,12113.0,2.685,0.646,0.101,0.018,50.0,4.7
10741,rh,supramarginal,4905,3266.0,8297.0,2.323,0.526,0.117,0.022,57.0,4.6
10741,rh,frontalpole,532,396.0,1108.0,2.277,0.529,0.178,0.031,12.0,0.8
10741,rh,temporalpole,590,443.0,2318.0,3.681,0.538,0.155,0.034,9.0,0.9
10741,rh,transversetemporal,525,328.0,689.0,2.025,0.341,0.129,0.023,6.0,0.5
10741,rh,insula,3830,2588.0,6568.0,2.644,0.619,0.121,0.028,36.0,4.4
10896,lh,bankssts,1137,759.0,1555.0,2.202,0.393,0.097,0.016,6.0,0.9
10896,lh,caudalanteriorcingulate,1366,922.0,2534.0,2.493,0.444,0.117,0.018,17.0,1.1
10896,lh,caudalmiddlefrontal,3164,2052.0,5170.0,2.406,0.436,0.103,0.017,27.0,2.4
10896,lh,cuneus,2745,1734.0,3132.0,1.77,0.436,0.129,0.026,32.0,3.1
10896,lh,entorhinal,729,481.0,1871.0,2.777,0.868,0.115,0.023,5.0,0.7
10896,lh,fusiform,5123,3476.0,9711.0,2.468,0.68,0.115,0.02,55.0,4.2
10896,lh,inferiorparietal,5337,3647.0,8527.0,2.211,0.494,0.115,0.021,58.0,4.6
10896,lh,inferiortemporal,6247,4203.0,12447.0,2.57,0.615,0.109,0.019,63.0,5.0
10896,lh,isthmuscingulate,1537,1044.0,2424.0,2.112,0.779,0.119,0.025,21.0,1.6
10896,lh,lateraloccipital,9711,6326.0,12535.0,1.856,0.499,0.136,0.027,123.0,11.6
10896,lh,lateralorbitofrontal,4086,2913.0,7543.0,2.478,0.441,0.131,0.025,59.0,4.6
10896,lh,lingual,5546,3767.0,6588.0,1.718,0.555,0.129,0.026,66.0,6.4
10896,lh,medialorbitofrontal,3089,2184.0,5504.0,2.442,0.632,0.139,0.03,46.0,4.2
10896,lh,middletemporal,5142,3464.0,10478.0,2.566,0.695,0.113,0.021,55.0,4.4
10896,lh,parahippocampal,884,574.0,1861.0,2.68,0.765,0.104,0.019,9.0,0.7
10896,lh,paracentral,2226,1259.0,3100.0,2.309,0.58,0.097,0.018,17.0,1.8
10896,lh,parsopercularis,2576,1721.0,4847.0,2.546,0.48,0.115,0.019,26.0,2.0
10896,lh,parsorbitalis,1238,855.0,2608.0,2.534,0.625,0.135,0.028,15.0,1.5
10896,lh,parstriangularis,2440,1724.0,4078.0,2.201,0.512,0.131,0.024,31.0,2.6
10896,lh,pericalcarine,2949,1884.0,2841.0,1.639,0.394,0.104,0.019,22.0,2.3
10896,lh,postcentral,7030,4398.0,9569.0,1.979,0.529,0.098,0.017,53.0,5.3
10896,lh,posteriorcingulate,1892,1261.0,3210.0,2.309,0.575,0.124,0.021,24.0,1.8
10896,lh,precentral,7566,4517.0,12186.0,2.486,0.546,0.096,0.017,55.0,5.4
10896,lh,precuneus,5795,3933.0,8607.0,2.118,0.498,0.115,0.021,59.0,5.1
10896,lh,rostralanteriorcingulate,1416,947.0,2930.0,2.728,0.594,0.11,0.016,16.0,1.0
10896,lh,rostralmiddlefrontal,9729,6856.0,17057.0,2.266,0.465,0.125,0.024,111.0,10.0
10896,lh,superiorfrontal,11807,7871.0,22735.0,2.63,0.514,0.111,0.02,106.0,10.0
10896,lh,superiorparietal,9004,5965.0,12513.0,1.963,0.455,0.113,0.018,90.0,7.2
10896,lh,superiortemporal,6097,3915.0,12614.0,2.886,0.672,0.094,0.015,44.0,4.0
10896,lh,supramarginal,6077,4146.0,10561.0,2.338,0.479,0.119,0.022,60.0,5.9
10896,lh,frontalpole,437,360.0,1023.0,2.196,0.549,0.163,0.035,9.0,0.7
10896,lh,temporalpole,843,615.0,3342.0,3.687,0.715,0.136,0.037,9.0,1.2
10896,lh,transversetemporal,731,435.0,1065.0,2.282,0.365,0.11,0.021,6.0,0.6
10896,lh,insula,3707,2540.0,7413.0,3.02,0.825,0.115,0.026,33.0,4.3
10896,rh,bankssts,1360,867.0,2055.0,2.475,0.384,0.089,0.015,7.0,0.8
10896,rh,caudalanteriorcingulate,1261,885.0,2286.0,2.297,0.776,0.132,0.022,20.0,1.2
10896,rh,caudalmiddlefrontal,3683,2407.0,6434.0,2.441,0.415,0.104,0.018,31.0,2.8
10896,rh,cuneus,3304,2096.0,3862.0,1.721,0.457,0.134,0.03,41.0,4.5
10896,rh,entorhinal,626,425.0,1843.0,2.937,0.875,0.115,0.022,5.0,0.7
10896,rh,fusiform,4589,3127.0,9243.0,2.688,0.644,0.128,0.025,52.0,4.9
10896,rh,inferiorparietal,9054,6025.0,14705.0,2.248,0.452,0.114,0.021,95.0,8.0
10896,rh,inferiortemporal,5299,3597.0,10904.0,2.694,0.603,0.114,0.021,62.0,4.7
10896,rh,isthmuscingulate,1376,918.0,2165.0,2.089,0.673,0.124,0.023,17.0,1.3
10896,rh,lateraloccipital,8671,5530.0,10795.0,1.831,0.51,0.122,0.025,93.0,9.4
10896,rh,lateralorbitofrontal,4686,3304.0,8379.0,2.465,0.534,0.134,0.031,65.0,6.1
10896,rh,lingual,5768,3844.0,7192.0,1.766,0.57,0.126,0.027,65.0,7.0
10896,rh,medialorbitofrontal,3081,2197.0,5739.0,2.358,0.591,0.123,0.022,46.0,3.0
10896,rh,middletemporal,5344,3589.0,11338.0,2.73,0.586,0.114,0.021,54.0,4.7
10896,rh,parahippocampal,854,526.0,1693.0,2.744,0.838,0.092,0.016,8.0,0.5
10896,rh,paracentral,2913,1661.0,4176.0,2.387,0.588,0.095,0.017,19.0,2.3
10896,rh,parsopercularis,1844,1246.0,3468.0,2.588,0.449,0.117,0.022,18.0,1.8
10896,rh,parsorbitalis,1510,1107.0,3121.0,2.417,0.449,0.146,0.032,25.0,2.1
10896,rh,parstriangularis,2758,1897.0,4803.0,2.307,0.486,0.117,0.022,27.0,2.5
10896,rh,pericalcarine,3251,2108.0,3481.0,1.771,0.519,0.107,0.022,28.0,2.9
10896,rh,postcentral,7019,4188.0,8904.0,1.981,0.52,0.096,0.016,54.0,5.0
10896,rh,posteriorcingulate,1611,1105.0,2922.0,2.357,0.65,0.12,0.021,19.0,1.6
10896,rh,precentral,7889,4650.0,12259.0,2.467,0.505,0.091,0.016,55.0,5.2
10896,rh,precuneus,6155,4121.0,9410.0,2.22,0.481,0.109,0.02,55.0,5.0
10896,rh,rostralanteriorcingulate,1094,769.0,2322.0,2.643,0.554,0.128,0.021,16.0,1.0
10896,rh,rostralmiddlefrontal,9705,6946.0,16945.0,2.248,0.49,0.127,0.025,114.0,10.3
10896,rh,superiorfrontal,10691,7130.0,20675.0,2.637,0.563,0.109,0.021,89.0,9.4
10896,rh,superiorparietal,9343,5954.0,12670.0,2.019,0.432,0.111,0.019,89.0,7.7
10896,rh,superiortemporal,5897,3648.0,11710.0,2.817,0.632,0.088,0.015,41.0,3.9
10896,rh,supramarginal,5454,3602.0,9118.0,2.408,0.52,0.112,0.02,54.0,4.5
10896,rh,frontalpole,482,374.0,1114.0,2.272,0.512,0.162,0.033,10.0,0.7
10896,rh,temporalpole,651,481.0,2587.0,3.737,0.59,0.13,0.037,10.0,0.9
10896,rh,transversetemporal,544,311.0,757.0,2.387,0.462,0.111,0.02,5.0,0.4
10896,rh,insula,3247,2188.0,6739.0,3.144,0.857,0.113,0.025,27.0,3.4
10951,lh,bankssts,1913,1250.0,2705.0,2.308,0.391,0.087,0.013,11.0,1.0
10951,lh,caudalanteriorcingulate,1134,698.0,1945.0,2.494,0.645,0.092,0.008,10.0,0.5
10951,lh,caudalmiddlefrontal,3601,2307.0,6648.0,2.698,0.542,0.086,0.013,21.0,2.0
10951,lh,cuneus,3198,2158.0,4173.0,1.807,0.548,0.132,0.024,36.0,3.5
10951,lh,entorhinal,666,428.0,1888.0,3.264,0.71,0.103,0.021,5.0,0.6
10951,lh,fusiform,5123,3405.0,10106.0,2.816,0.663,0.111,0.019,44.0,4.0
10951,lh,inferiorparietal,7009,4756.0,12610.0,2.446,0.571,0.12,0.023,74.0,7.2
10951,lh,inferiortemporal,5213,3513.0,11290.0,2.842,0.7,0.113,0.022,54.0,4.8
10951,lh,isthmuscingulate,2076,1403.0,3557.0,2.235,0.819,0.118,0.024,25.0,1.9
10951,lh,lateraloccipital,9722,6239.0,13647.0,2.077,0.543,0.123,0.024,103.0,10.5
10951,lh,lateralorbitofrontal,4807,3255.0,9680.0,2.807,0.643,0.122,0.025,55.0,5.0
10951,lh,lingual,6818,4700.0,8581.0,1.801,0.521,0.131,0.028,73.0,8.1
10951,lh,medialorbitofrontal,3221,2127.0,5196.0,2.211,0.666,0.113,0.024,44.0,3.4
10951,lh,middletemporal,5732,3948.0,15045.0,3.008,0.663,0.117,0.022,68.0,4.9
10951,lh,parahippocampal,1436,883.0,2581.0,2.568,0.663,0.065,0.011,8.0,0.5
10951,lh,paracentral,2764,1630.0,4294.0,2.454,0.574,0.095,0.019,19.0,2.3
10951,lh,parsopercularis,3146,2119.0,5948.0,2.6,0.448,0.099,0.017,32.0,2.1
10951,lh,parsorbitalis,1424,982.0,3091.0,2.565,0.582,0.124,0.022,17.0,1.3
10951,lh,parstriangularis,2772,1874.0,5137.0,2.489,0.543,0.114,0.02,30.0,2.3
10951,lh,pericalcarine,3223,2160.0,2725.0,1.393,0.325,0.135,0.027,39.0,3.7
10951,lh,postcentral,8113,5163.0,11566.0,2.042,0.614,0.103,0.018,63.0,6.4
10951,lh,posteriorcingulate,2149,1474.0,3694.0,2.322,0.655,0.118,0.023,26.0,2.1
10951,lh,precentral,9327,5863.0,16546.0,2.642,0.625,0.102,0.021,67.0,8.4
10951,lh,precuneus,6997,4665.0,12339.0,2.503,0.553,0.12,0.023,69.0,6.9
10951,lh,rostralanteriorcingulate,1796,1183.0,3422.0,2.629,0.726,0.114,0.023,22.0,1.8
10951,lh,rostralmiddlefrontal,11339,7900.0,21879.0,2.51,0.486,0.121,0.022,123.0,10.8
10951,lh,superiorfrontal,14033,9308.0,29960.0,2.906,0.581,0.109,0.02,118.0,11.6
10951,lh,superiorparietal,11063,7289.0,16875.0,2.154,0.521,0.114,0.02,103.0,9.7
10951,lh,superiortemporal,8109,5467.0,17177.0,2.845,0.628,0.106,0.019,71.0,6.8
10951,lh,supramarginal,9534,6498.0,17698.0,2.562,0.535,0.112,0.02,90.0,7.9
10951,lh,frontalpole,541,413.0,1243.0,2.246,0.626,0.146,0.035,9.0,0.9
10951,lh,temporalpole,723,518.0,2712.0,3.854,0.834,0.122,0.023,7.0,0.7
10951,lh,transversetemporal,998,648.0,1603.0,2.258,0.426,0.09,0.018,6.0,0.7
10951,lh,insula,3691,2471.0,7956.0,3.272,0.636,0.111,0.025,31.0,3.7
10951,rh,bankssts,1697,1115.0,2880.0,2.689,0.411,0.089,0.015,8.0,1.0
10951,rh,caudalanteriorcingulate,1718,1174.0,3242.0,2.415,0.806,0.12,0.018,22.0,1.4
10951,rh,caudalmiddlefrontal,4332,2869.0,8258.0,2.655,0.462,0.105,0.019,35.0,3.3
10951,rh,cuneus,3305,2249.0,4580.0,1.901,0.542,0.146,0.032,43.0,4.5
10951,rh,entorhinal,699,412.0,1874.0,3.265,0.723,0.093,0.024,4.0,0.7
10951,rh,fusiform,5990,4161.0,11461.0,2.515,0.672,0.127,0.025,64.0,6.0
10951,rh,inferiorparietal,8989,5901.0,16087.0,2.539,0.5,0.108,0.019,80.0,7.2
10951,rh,inferiortemporal,7176,4741.0,16070.0,2.887,0.71,0.109,0.019,71.0,5.9
10951,rh,isthmuscingulate,1617,1096.0,2742.0,2.216,0.835,0.112,0.023,18.0,1.4
10951,rh,lateraloccipital,9425,6327.0,13570.0,2.109,0.512,0.136,0.029,112.0,11.9
10951,rh,lateralorbitofrontal,4793,3410.0,9542.0,2.688,0.69,0.132,0.028,68.0,6.0
