variable,table,domain,description,source,producer,role,status,hypotheses,expected_missing,missing_note,notes,n,n_total,n_missing,dtype,n_unique,min,median,max,detected_missing,consumers,n_consumers,auc_age,p_age,auc_enrollment,p_enrollment,missing_ids
active_accuracy,master,behaviour_accuracy,Active session: proportion optimal choices,Bandit task behaviour (data/bandit),accuracy_analysis.compute_condition_level_accuracy -> cognitive_merge.build_subject_df,outcome,current,,by-design,Requires both sessions (H2-eligible subjects only).,,57,66,9,numeric,54,0.4054054054054054,0.636986301369863,0.9205298013245032,scattered,age_moderated_stimulation.py audit_sample.py baseline_moderation_diagnostic.py build_data_audit_nb.py build_results_paper_nb.py,5,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_alpha,master,behaviour_rl_mle,Active session: RW learning rate (MLE),Bandit task behaviour (data/bandit),rescorla_wagner.fit_rw_by_condition(method=mle) -> cognitive_merge.build_subject_df,outcome,current,,by-design,Requires both sessions (H2-eligible subjects only).,MLE alpha pinned at 0/1 for ~1/3 of subjects; see _hb.,57,66,9,numeric,40,0.001,0.7938574619246423,0.999,scattered,age_moderated_stimulation.py audit_sample.py build_data_audit_nb.py build_results_paper_nb.py config.py hypothesis_tests.py order_effects.py rl_models/run_within_fit.py,8,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_alpha_hb,master,behaviour_rl_hb,"Active: RW alpha, hierarchical posterior mean",derivatives/rl_models/rw_within_all_subjects.csv,"rl_models/run_fit.py (fit_within, NumPyro NUTS) -> cognitive_merge.build_subject_df",outcome,current,,by-design,Hierarchical fit restricted to the 55 subjects with both conditions.,,57,66,9,numeric,57,0.025466086,0.73228127,0.986005,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_alpha_sd_hb,master,behaviour_rl_hb,"Active: RW alpha, posterior SD",derivatives/rl_models/rw_within_all_subjects.csv,"rl_models/run_fit.py (fit_within, NumPyro NUTS) -> cognitive_merge.build_subject_df",qc,current,,by-design,As above.,,57,66,9,numeric,57,0.021282727,0.10036886,0.34892556,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_asymptotic_acc,master,behaviour_derived,Active session: proportion correct in the 5 trials before a reversal (stable-contingency performance),Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,13,0.3,0.7,1.0,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_beta,master,behaviour_rl_mle,Active session: RW inverse temperature (MLE),Bandit task behaviour (data/bandit),rescorla_wagner.fit_rw_by_condition(method=mle) -> cognitive_merge.build_subject_df,outcome,current,,by-design,Requires both sessions (H2-eligible subjects only).,MLE and hierarchical beta disagree (active r=.013); see _hb.,57,66,9,numeric,57,0.01,2.614920760093871,50.0,scattered,age_moderated_stimulation.py audit_sample.py build_data_audit_nb.py build_results_paper_nb.py config.py hypothesis_tests.py order_effects.py rl_models/run_within_fit.py,8,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_beta_hb,master,behaviour_rl_hb,"Active: RW beta, hierarchical posterior mean",derivatives/rl_models/rw_within_all_subjects.csv,"rl_models/run_fit.py (fit_within, NumPyro NUTS) -> cognitive_merge.build_subject_df",outcome,current,,by-design,Hierarchical fit restricted to the 55 subjects with both conditions.,,57,66,9,numeric,57,0.46477142,2.738677,6.51726,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_beta_sd_hb,master,behaviour_rl_hb,"Active: RW beta, posterior SD",derivatives/rl_models/rw_within_all_subjects.csv,"rl_models/run_fit.py (fit_within, NumPyro NUTS) -> cognitive_merge.build_subject_df",qc,current,,by-design,As above.,,57,66,9,numeric,57,0.24551661,0.5994934,1.6149344,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_guess_stim_rate,master,behaviour_derived,Active session: proportion of runs the participant said they believed they were being stimulated,Bandit task behaviour (data/bandit),derived_behaviour.score_blinding -> build_master_data -> cognitive_merge.build_subject_df,qc,current,blinding check,,,Blinding integrity. delta_guess_stim_rate is the discrimination index (active - sham).,57,66,9,numeric,3,0.0,1.0,1.0,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_lapse_rate,master,behaviour_derived,Active session: proportion of trials with no response,Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,26,0.0,0.0067567567567567,0.0431654676258992,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_n_rt_trials,master,behaviour_derived,Active session: number of trials contributing to the RT measures,Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,qc,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,25,69.0,143.0,155.0,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_p_shift_lose,master,behaviour_wsls,Active session: P(shift | lose),Bandit task behaviour (data/bandit),wsls.compute_wsls_h1_h2 -> cognitive_merge.build_subject_df,outcome,current,,by-design,Requires both sessions (H2-eligible subjects only).,,57,66,9,numeric,56,0.0769230769230769,0.5517241379310345,0.9824561403508772,scattered,age_moderated_stimulation.py audit_sample.py build_data_audit_nb.py build_results_paper_nb.py hypothesis_tests.py order_effects.py,6,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_p_stay_win,master,behaviour_wsls,Active session: P(stay | win),Bandit task behaviour (data/bandit),wsls.compute_wsls_h1_h2 -> cognitive_merge.build_subject_df,outcome,current,,by-design,Requires both sessions (H2-eligible subjects only).,,57,66,9,numeric,50,0.453125,0.8918918918918919,1.0,scattered,age_moderated_stimulation.py audit_sample.py build_data_audit_nb.py build_results_paper_nb.py hypothesis_tests.py order_effects.py,6,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_persev_errors,master,behaviour_derived,Active session: proportion incorrect in the 5 trials after a reversal (perseveration on the previously-good option),Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,16,0.2,0.5,1.0,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_rt_cv,master,behaviour_derived,Active session: coefficient of variation of response time,Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,57,0.2538083454525244,0.3839112597755584,0.7184017239795898,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_rt_mean,master,behaviour_derived,"Active session: mean response time (ms), trials 200-1990 ms",Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,H1 baseline; exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,57,401.6765919891563,677.0145141915099,1211.046253987985,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_rt_post_error,master,behaviour_derived,"Active session: post-error slowing: mean RT after an incorrect choice minus after a correct one, within run",Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,57,-172.85562345063124,3.755322494810685,146.92726755529884,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_rt_post_loss,master,behaviour_derived,"Active session: post-loss slowing: mean RT after an unrewarded trial minus after a rewarded one, within run",Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,57,-192.52852269926584,15.340328726357257,261.0656530007549,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_rt_sd,master,behaviour_derived,Active session: SD of response time (ms),Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,57,108.94452219439728,270.9973394665293,434.13436593703847,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_switch_rate,master,behaviour_derived,Active session: proportion of consecutive within-run trials on which the choice changed,Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,56,0.0405405405405405,0.3333333333333333,0.5290322580645161,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_ttc,master,behaviour_accuracy,Active session: mean trials to criterion after a reversal,Bandit task behaviour (data/bandit),reversal_analysis.identify_reversals + compute_trials_to_criterion -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,,by-design,Requires both sessions (H2-eligible subjects only).,"Parameters in config (TTC_CRITERION, REVERSAL_WINDOW_*). Moved from notebook-only to the master build 2026-09-22.",57,66,9,numeric,33,0.0,4.0,12.0,scattered,build_results_paper_nb.py config.py,2,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_ttc_censored,master,behaviour_accuracy,"Active session: mean trials-to-criterion with unsolved reversals filled with the trials available (a lower bound), removing the survivorship bias in the raw mean",Bandit task behaviour (data/bandit),reversal_analysis.compute_trials_to_criterion -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,H2.1; H2.2,,,Primary under TTC_CENSORING = censored. The raw column averages only solved reversals.,57,66,9,numeric,37,0.5,5.0,13.5,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_ttc_reach_rate,master,behaviour_accuracy,Active session: proportion of reversals on which criterion was reached,Bandit task behaviour (data/bandit),reversal_analysis.compute_trials_to_criterion -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,The quantity the raw TTC mean was silently conditioning on.,57,66,9,numeric,5,0.25,1.0,1.0,scattered,build_results_paper_nb.py,1,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
active_win_rate,master,behaviour_accuracy,Active session: proportion rewarded trials,Bandit task behaviour (data/bandit),accuracy_analysis.compute_condition_level_accuracy -> cognitive_merge.build_subject_df,outcome,current,,by-design,Requires both sessions (H2-eligible subjects only).,,57,66,9,numeric,54,0.4366197183098591,0.564625850340136,0.7483443708609272,scattered,age_moderated_stimulation.py audit_sample.py baseline_moderation_diagnostic.py build_results_paper_nb.py,4,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
age,master,demographics,Age in years (self-report),REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.extract_demographics,predictor,current,"H1.1, H1.2, H2.2, all age models",,,"Self-report calculated field: (Today's Date - birthdate)/365.25, exact for all 152 REDCap records. 11542 recovered from Participant Date of Birth by the same formula (age_source = dob_fallback). TabCAT DOB is wrong for 10606 and 10741; never use it for age.",66,66,0,numeric,66,22.53,48.620000000000005,79.21,complete,accuracy_analysis.py age_moderated_stimulation.py audit_sample.py bandit_main.py bandit_main_theta.py baseline_moderation_diagnostic.py baseline_vs_age.py build_data_audit_nb.py build_results_paper_nb.py compare_composites.py compare_rl_estimates.py correlations.py derived_behaviour.py eeg_theta.py efield_analysis.py efield_results.py fig_age_effect_maps.py fig_atrophy_vs_geometry.py fig_distance_anatomy.py fig_efield_age.py fig_qc_freesurfer.py fig_qc_skull.py fig_skull_layers.py hypothesis_tests.py loseshift_accuracy_diagnostic.py presentation_plots.py qc_cognitive_composite.py qc_paper_variables.py rescorla_wagner_extended.py reversal_analysis.py sample_descriptives.py samples.py skull_circularity.py survey_exploration.py sweep_moderators.py table1.py wsls.py,37,,,,,
age_source,master,demographics,Where age came from: redcap_age (REDCap calculated field) or dob_fallback (same formula from Participant Date of Birth),REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.extract_demographics,qc,current,,individual,Missing only where age itself is missing.,,66,66,0,text,2,,,,complete,,0,,,,,
aq_attention_detail,master,survey_exploratory,AQ attention to detail,REDCap RF1 FullScoring export (REDCAP_RF1_PATH),cognitive_merge.load_rf1_exploratory,exploratory,current,,,,,64,66,2,numeric,10,0.0,5.0,9.0,scattered,,0,0.414,0.7048951048951048,0.891,0.059673659673659674,10559 10649
aq_attention_switching,master,survey_exploratory,AQ attention switching,REDCap RF1 FullScoring export (REDCAP_RF1_PATH),cognitive_merge.load_rf1_exploratory,exploratory,current,,,,,64,66,2,numeric,9,1.0,4.0,9.0,scattered,,0,0.414,0.7048951048951048,0.891,0.059673659673659674,10559 10649
aq_communication,master,survey_exploratory,AQ communication,REDCap RF1 FullScoring export (REDCAP_RF1_PATH),cognitive_merge.load_rf1_exploratory,exploratory,current,,,,,64,66,2,numeric,9,0.0,3.0,8.0,scattered,,0,0.414,0.7048951048951048,0.891,0.059673659673659674,10559 10649
aq_imagination,master,survey_exploratory,AQ imagination,REDCap RF1 FullScoring export (REDCAP_RF1_PATH),cognitive_merge.load_rf1_exploratory,exploratory,current,,,,,64,66,2,numeric,8,0.0,3.0,7.0,scattered,,0,0.414,0.7048951048951048,0.891,0.059673659673659674,10559 10649
aq_social_skill,master,survey_exploratory,AQ social skill,REDCap RF1 FullScoring export (REDCAP_RF1_PATH),cognitive_merge.load_rf1_exploratory,exploratory,current,,,,,64,66,2,numeric,10,0.0,3.0,9.0,scattered,,0,0.414,0.7048951048951048,0.891,0.059673659673659674,10559 10649
aq_total,master,survey_exploratory,Autism Quotient total,REDCap RF1 FullScoring export (REDCAP_RF1_PATH),cognitive_merge.load_rf1_exploratory,exploratory,current,,,,,64,66,2,numeric,24,5.0,19.0,34.0,scattered,,0,0.414,0.7048951048951048,0.891,0.059673659673659674,10559 10649
attention_composite,master,cognitive_composite,Legacy attention domain (mean of available z-scores),z-scored cognition columns,cognitive_merge.compute_cognitive_composites,legacy,legacy,,,,Input count varies with age; do not use for new work.,64,66,2,numeric,64,-1.8246311038127776,0.10598246745066905,1.4130889220860952,scattered,correlations.py survey_exploration.py,2,0.43,0.7571095571095571,0.547,0.8391608391608392,10641 11472
attention_n_measures,master,item_count,Inputs behind attention_composite,derived,cognitive_merge.compute_cognitive_composites,qc,legacy,,,,,66,66,0,numeric,4,0.0,2.0,3.0,complete,,0,,,,,
audit_total,master,survey_substance,AUDIT alcohol,REDCap RF1 raw export (REDCAP_RF1_RAW_PATH),cognitive_merge.load_rf1_substance_mood,exploratory,current,,enrollment-gated,Collected for early enrollees only (protocol changed). Not recoverable.,,15,66,51,numeric,10,0.0,4.0,13.0,enrollment-gated (earlier present),audit_sample.py build_data_audit_nb.py build_results_paper_nb.py survey_exploration.py,4,0.633,0.12224698560804109,0.008,8.756375916915132e-09,
bbs_avg,master,survey_other,BBS mean item score,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_bbs,exploratory,unavailable,,,,"PENDING: needs a raw (numeric) REDCap export of the tACS BBS fields. The labels export drops every 2-6 response, so old scores (-6/-1/0) used endpoint answers only. score_bbs refuses a labels export. Also: 7 of 14 bias labels match no column.",0,66,66,text,0,,,,,audit_sample.py build_data_audit_nb.py correlations.py survey_exploration.py,4,,,,,
bbs_n_items,master,item_count,Items answered for BBS,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_bbs,qc,unavailable,,,,See bbs_avg.,0,66,66,text,0,,,,,,0,,,,,
bpsqi_disturbance,master,survey_sleep,Brief PSQI component: disturbance,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_bpsqi,exploratory,current,,,,,65,66,1,numeric,4,0.0,1.0,3.0,scattered,correlations.py survey_exploration.py,2,0.954,0.12121212121212122,0.477,0.9696969696969691,11066
bpsqi_duration,master,survey_sleep,Brief PSQI component: duration,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_bpsqi,exploratory,current,,,,,65,66,1,numeric,3,0.0,1.0,2.0,scattered,correlations.py survey_exploration.py,2,0.954,0.12121212121212122,0.477,0.9696969696969691,11066
bpsqi_global,master,survey_sleep,Brief PSQI global score,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_bpsqi,exploratory,current,,,,,65,66,1,numeric,10,0.0,3.0,9.0,scattered,audit_sample.py build_data_audit_nb.py build_results_paper_nb.py correlations.py qc_paper_variables.py survey_exploration.py,6,0.954,0.12121212121212122,0.477,0.9696969696969691,11066
bpsqi_latency,master,survey_sleep,Brief PSQI component: latency,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_bpsqi,exploratory,current,,,,,65,66,1,numeric,4,0.0,1.0,3.0,scattered,correlations.py survey_exploration.py,2,0.954,0.12121212121212122,0.477,0.9696969696969691,11066
bpsqi_n_items,master,item_count,Items answered for BPSQI,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_bpsqi,qc,current,,,,,66,66,0,numeric,2,0.0,4.0,4.0,complete,,0,,,,,
bpsqi_quality,master,survey_sleep,Brief PSQI component: quality,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_bpsqi,exploratory,current,,,,,65,66,1,numeric,4,0.0,1.0,3.0,scattered,correlations.py survey_exploration.py,2,0.954,0.12121212121212122,0.477,0.9696969696969691,11066
bsmas_total,master,survey_affect_social,Bergen Social Media Addiction Scale,REDCap RF1 FullScoring export (REDCAP_RF1_PATH),cognitive_merge.load_rf1_extended,exploratory,current,,,,,66,66,0,numeric,17,6.0,12.0,22.0,complete,survey_exploration.py,1,,,,,
bvmt_total,master,cognition,BVMT-R total,REDCap RF1 raw export (REDCAP_RF1_RAW_PATH),cognitive_merge.load_rf1_raw,legacy_composite_input,legacy,,age-gated,"Administered from ~age 56 only (24-28 of 29 aged 56+, 1 of 36 below). Not recoverable.",,30,66,36,numeric,18,3.0,19.0,34.0,age-gated (older present),audit_sample.py build_data_audit_nb.py build_results_paper_nb.py,3,0.999,4.071129101512741e-12,0.604,0.1510383112555848,
crt_n_items,master,item_count,Items answered for CRT,REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_crt,qc,current,,,,,66,66,0,numeric,1,6.0,6.0,6.0,complete,,0,,,,,
crt_total,master,survey_decision,Cognitive Reflection Test total (tACS REDCap),REDCap tACS Bandit export (REDCAP_TACS_PATH),cognitive_merge.score_crt,exploratory,current,,,,,66,66,0,numeric,7,0.0,2.0,6.0,complete,audit_sample.py build_data_audit_nb.py build_results_paper_nb.py correlations.py qc_paper_variables.py survey_exploration.py,6,,,,,
delta_accuracy,master,behaviour_accuracy,Active minus sham: proportion optimal choices,Bandit task behaviour (data/bandit),accuracy_analysis.compute_condition_level_accuracy -> cognitive_merge.build_subject_df,outcome,current,H2.2,by-design,Requires both sessions (H2-eligible subjects only).,,57,66,9,numeric,57,-0.3711612498880831,-0.0065752128666035,0.1784183872224386,scattered,age_moderated_stimulation.py baseline_moderation_diagnostic.py baseline_vs_age.py build_results_paper_nb.py compare_composites.py presentation_plots.py qc_paper_variables.py samples.py survey_exploration.py sweep_moderators.py,10,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_alpha,master,behaviour_rl_mle,Active minus sham: RW learning rate (MLE),Bandit task behaviour (data/bandit),rescorla_wagner.fit_rw_by_condition(method=mle) -> cognitive_merge.build_subject_df,outcome,current,H2.2,by-design,Requires both sessions (H2-eligible subjects only).,MLE alpha pinned at 0/1 for ~1/3 of subjects; see _hb.,57,66,9,numeric,51,-0.998,0.0,0.9773558199794004,scattered,age_moderated_stimulation.py baseline_vs_age.py build_results_paper_nb.py compare_composites.py config.py hypothesis_tests.py qc_paper_variables.py rl_models/fit_within.py rl_models/models_within.py rl_models/run_within_fit.py rl_models/test_prior_sensitivity.py rl_models/test_recovery_within.py samples.py survey_exploration.py sweep_moderators.py,15,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_alpha_hb,master,behaviour_rl_hb,"Active minus sham RW alpha, hierarchical",derivatives/rl_models/rw_within_all_subjects.csv,"rl_models/run_fit.py (fit_within, NumPyro NUTS) -> cognitive_merge.build_subject_df",outcome,current,,by-design,As above.,,57,66,9,numeric,57,-0.32970503,0.0046548247,0.40427017,scattered,compare_composites.py config.py samples.py,3,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_asymptotic_acc,master,behaviour_derived,Active minus sham: proportion correct in the 5 trials before a reversal (stable-contingency performance),Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,25,-0.35,0.0,0.55,scattered,sweep_moderators.py,1,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_beta,master,behaviour_rl_mle,Active minus sham: RW inverse temperature (MLE),Bandit task behaviour (data/bandit),rescorla_wagner.fit_rw_by_condition(method=mle) -> cognitive_merge.build_subject_df,outcome,current,H2.2,by-design,Requires both sessions (H2-eligible subjects only).,MLE and hierarchical beta disagree (active r=.013); see _hb.,57,66,9,numeric,56,-11.552665415130338,-0.0160514016917217,33.85795951533484,scattered,age_moderated_stimulation.py build_results_paper_nb.py compare_composites.py config.py hypothesis_tests.py qc_paper_variables.py rl_models/fit_within.py rl_models/models_within.py rl_models/run_within_fit.py rl_models/test_prior_sensitivity.py rl_models/test_recovery_within.py samples.py survey_exploration.py sweep_moderators.py,14,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_beta_hb,master,behaviour_rl_hb,"Active minus sham RW beta, hierarchical",derivatives/rl_models/rw_within_all_subjects.csv,"rl_models/run_fit.py (fit_within, NumPyro NUTS) -> cognitive_merge.build_subject_df",outcome,current,,by-design,As above.,,57,66,9,numeric,57,-2.6577058,-0.08684516,2.8277576,scattered,compare_composites.py samples.py,2,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_guess_stim_rate,master,behaviour_derived,Active minus sham: proportion of runs the participant said they believed they were being stimulated,Bandit task behaviour (data/bandit),derived_behaviour.score_blinding -> build_master_data -> cognitive_merge.build_subject_df,qc,current,blinding check,,,Blinding integrity. delta_guess_stim_rate is the discrimination index (active - sham).,57,66,9,numeric,5,-1.0,0.0,1.0,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_lapse_rate,master,behaviour_derived,Active minus sham: proportion of trials with no response,Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,43,-0.0840617715617715,0.0,0.0431654676258992,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_n_rt_trials,master,behaviour_derived,Active minus sham: number of trials contributing to the RT measures,Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,qc,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,25,-75.0,-1.0,74.0,scattered,,0,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_p_shift_lose,master,behaviour_wsls,Active minus sham: P(shift | lose),Bandit task behaviour (data/bandit),wsls.compute_wsls_h1_h2 -> cognitive_merge.build_subject_df,outcome,current,H2.2,by-design,Requires both sessions (H2-eligible subjects only).,,57,66,9,numeric,57,-0.257257832710549,-0.0211844005777563,0.2833333333333333,scattered,age_moderated_stimulation.py baseline_vs_age.py build_results_paper_nb.py compare_composites.py hypothesis_tests.py qc_paper_variables.py samples.py survey_exploration.py sweep_moderators.py,9,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_p_stay_win,master,behaviour_wsls,Active minus sham: P(stay | win),Bandit task behaviour (data/bandit),wsls.compute_wsls_h1_h2 -> cognitive_merge.build_subject_df,outcome,current,H2.2,by-design,Requires both sessions (H2-eligible subjects only).,,57,66,9,numeric,57,-0.4661111111111111,0.0060266896254843,0.3614360629286002,scattered,age_moderated_stimulation.py baseline_vs_age.py build_results_paper_nb.py compare_composites.py hypothesis_tests.py qc_paper_variables.py samples.py survey_exploration.py sweep_moderators.py,9,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_persev_errors,master,behaviour_derived,Active minus sham: proportion incorrect in the 5 trials after a reversal (perseveration on the previously-good option),Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,22,-0.35,0.0499999999999999,0.4,scattered,sweep_moderators.py,1,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
delta_rt_cv,master,behaviour_derived,Active minus sham: coefficient of variation of response time,Bandit task behaviour (data/bandit),derived_behaviour.compute_derived_behaviour -> build_master_data -> cognitive_merge.build_subject_df,outcome,current,exploratory,,,Trial column recorded from the first session; unused in the pipeline until 2026-09-22.,57,66,9,numeric,57,-0.1629609907962031,0.0167215818984622,0.3919785459549085,scattered,sweep_moderators.py,1,0.46,0.7086266053216712,0.374,0.23175745875099685,10716 10898 10961 11066 11433 11440 11492 11606 11773
