trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
0,2,stimulation,sham,0,2,25,25,18,right,left,2,1878.7519931793213,True,True,2000.0,250.0,706.0891292095184,6.140403509140015,avi-pilot,1,23,m,2026-01-15_12-54-03
1,2,stimulation,sham,1,2,25,25,18,left,right,1,1068.9070224761963,False,False,2000.0,250.0,711.4187188148499,11.469993829727173,avi-pilot,1,23,m,2026-01-15_12-54-03
2,2,stimulation,sham,2,2,25,25,18,right,left,1,645.3602313995361,False,True,2000.0,250.0,716.3252940177917,16.37656807899475,avi-pilot,1,23,m,2026-01-15_12-54-03
3,2,stimulation,sham,3,2,25,25,18,right,left,1,612.2627258300781,False,True,2000.0,250.0,721.1981549263,21.24942922592163,avi-pilot,1,23,m,2026-01-15_12-54-03
4,2,stimulation,sham,4,2,25,25,18,left,right,1,412.7020835876465,False,False,2000.0,250.0,725.872236251831,25.923510313034058,avi-pilot,1,23,m,2026-01-15_12-54-03
5,2,stimulation,sham,5,2,25,25,18,right,left,1,512.8424167633057,False,True,2000.0,250.0,730.6467177867889,30.697991847991943,avi-pilot,1,23,m,2026-01-15_12-54-03
6,2,stimulation,sham,6,2,25,25,18,right,left,1,443.7704086303711,False,False,2000.0,250.0,735.3513147830963,35.402589559555054,avi-pilot,1,23,m,2026-01-15_12-54-03
7,2,stimulation,sham,7,2,25,25,18,left,right,1,394.9415683746338,False,False,2000.0,250.0,740.0074262619019,40.05870032310486,avi-pilot,1,23,m,2026-01-15_12-54-03
8,2,stimulation,sham,8,2,25,25,18,left,right,1,477.2474765777588,False,True,2000.0,250.0,744.7466020584106,44.797876596450806,avi-pilot,1,23,m,2026-01-15_12-54-03
9,2,stimulation,sham,9,2,25,25,18,right,left,1,462.4488353729248,False,True,2000.0,250.0,749.4704480171204,49.521722078323364,avi-pilot,1,23,m,2026-01-15_12-54-03
10,2,stimulation,sham,10,2,25,25,18,right,left,1,440.7191276550293,False,False,2000.0,250.0,754.1726071834564,54.223881244659424,avi-pilot,1,23,m,2026-01-15_12-54-03
11,2,stimulation,sham,11,2,25,25,18,right,left,1,399.3415832519531,False,False,2000.0,250.0,758.8329722881317,58.88424634933472,avi-pilot,1,23,m,2026-01-15_12-54-03
12,2,stimulation,sham,12,2,25,25,18,left,right,1,379.09889221191406,False,False,2000.0,250.0,763.4731240272522,63.52439832687378,avi-pilot,1,23,m,2026-01-15_12-54-03
13,2,stimulation,sham,13,2,25,25,18,left,right,2,493.2427406311035,True,False,2000.0,250.0,768.2277352809906,68.2790093421936,avi-pilot,1,23,m,2026-01-15_12-54-03
14,2,stimulation,sham,14,2,25,25,18,right,left,2,444.20671463012695,True,True,2000.0,250.0,772.9330801963806,72.98435425758362,avi-pilot,1,23,m,2026-01-15_12-54-03
15,2,stimulation,sham,15,2,25,25,18,right,left,2,493.04962158203125,True,True,2000.0,250.0,777.6873922348022,77.73866605758667,avi-pilot,1,23,m,2026-01-15_12-54-03
16,2,stimulation,sham,16,2,25,25,18,right,left,2,378.5669803619385,True,True,2000.0,250.0,782.327225446701,82.37849974632263,avi-pilot,1,23,m,2026-01-15_12-54-03
17,2,stimulation,sham,17,2,25,25,18,right,left,2,429.43763732910156,True,True,2000.0,250.0,787.0181617736816,87.06943607330322,avi-pilot,1,23,m,2026-01-15_12-54-03
18,2,stimulation,sham,18,2,25,25,18,right,left,2,444.83232498168945,True,True,2000.0,250.0,791.723902463913,91.77517628669739,avi-pilot,1,23,m,2026-01-15_12-54-03
19,2,stimulation,sham,19,2,25,25,18,right,left,2,377.81262397766113,True,True,2000.0,250.0,796.3624136447906,96.41368794441223,avi-pilot,1,23,m,2026-01-15_12-54-03
20,2,stimulation,sham,20,2,25,25,18,left,right,2,414.0620231628418,True,False,2000.0,250.0,801.0378031730652,101.08907914161682,avi-pilot,1,23,m,2026-01-15_12-54-03
21,2,stimulation,sham,21,2,25,25,18,right,left,2,345.3507423400879,True,True,2000.0,250.0,805.6448855400085,105.69615960121155,avi-pilot,1,23,m,2026-01-15_12-54-03
22,2,stimulation,sham,22,2,25,25,18,left,right,2,407.6123237609863,True,True,2000.0,250.0,810.3140194416046,110.3652937412262,avi-pilot,1,23,m,2026-01-15_12-54-03
23,2,stimulation,sham,23,2,25,25,18,right,left,2,347.03731536865234,True,False,2000.0,250.0,814.9221439361572,114.97341799736023,avi-pilot,1,23,m,2026-01-15_12-54-03
24,2,stimulation,sham,24,2,25,25,18,left,right,2,512.0277404785156,True,False,2000.0,250.0,819.6958384513855,119.74711489677429,avi-pilot,1,23,m,2026-01-15_12-54-03
25,2,stimulation,sham,0,1,29,25,18,right,left,2,494.7161674499512,False,False,2000.0,250.0,824.4515900611877,124.50286388397217,avi-pilot,1,23,m,2026-01-15_12-54-03
26,2,stimulation,sham,1,1,29,25,18,right,left,2,480.8967113494873,False,False,2000.0,250.0,829.1947906017303,129.24606466293335,avi-pilot,1,23,m,2026-01-15_12-54-03
27,2,stimulation,sham,2,1,29,25,18,left,right,1,443.9377784729004,True,True,2000.0,250.0,833.8998193740845,133.95109391212463,avi-pilot,1,23,m,2026-01-15_12-54-03
28,2,stimulation,sham,3,1,29,25,18,right,left,1,464.7862911224365,True,False,2000.0,250.0,838.625824213028,138.67709827423096,avi-pilot,1,23,m,2026-01-15_12-54-03
29,2,stimulation,sham,4,1,29,25,18,right,left,1,481.2302589416504,True,False,2000.0,250.0,843.36825299263,143.4195272922516,avi-pilot,1,23,m,2026-01-15_12-54-03
30,2,stimulation,sham,5,1,29,25,18,right,left,1,443.65930557250977,True,True,2000.0,250.0,848.0733184814453,148.1245927810669,avi-pilot,1,23,m,2026-01-15_12-54-03
31,2,stimulation,sham,6,1,29,25,18,left,right,1,361.45520210266113,True,True,2000.0,250.0,852.6964576244354,152.74773168563843,avi-pilot,1,23,m,2026-01-15_12-54-03
32,2,stimulation,sham,7,1,29,25,18,left,right,1,362.28036880493164,True,False,2000.0,250.0,857.3206532001495,157.37192726135254,avi-pilot,1,23,m,2026-01-15_12-54-03
33,2,stimulation,sham,8,1,29,25,18,left,right,1,429.48150634765625,True,False,2000.0,250.0,862.011626958847,162.06290102005005,avi-pilot,1,23,m,2026-01-15_12-54-03
34,2,stimulation,sham,9,1,29,25,18,left,right,1,380.8856010437012,True,True,2000.0,250.0,866.654000043869,166.70527386665344,avi-pilot,1,23,m,2026-01-15_12-54-03
35,2,stimulation,sham,10,1,29,25,18,right,left,1,688.7099742889404,True,True,2000.0,250.0,871.6040167808533,171.65529084205627,avi-pilot,1,23,m,2026-01-15_12-54-03
36,2,stimulation,sham,11,1,29,25,18,left,right,1,362.3480796813965,True,True,2000.0,250.0,876.2278022766113,176.27907633781433,avi-pilot,1,23,m,2026-01-15_12-54-03
37,2,stimulation,sham,12,1,29,25,18,right,left,1,517.6889896392822,True,False,2000.0,250.0,881.0061299800873,181.05740427970886,avi-pilot,1,23,m,2026-01-15_12-54-03
38,2,stimulation,sham,13,1,29,25,18,left,right,1,639.6934986114502,True,True,2000.0,250.0,885.906261920929,185.95753598213196,avi-pilot,1,23,m,2026-01-15_12-54-03
39,2,stimulation,sham,14,1,29,25,18,left,right,1,480.02099990844727,True,True,2000.0,250.0,890.6475031375885,190.69877696037292,avi-pilot,1,23,m,2026-01-15_12-54-03
40,2,stimulation,sham,15,1,29,25,18,left,right,1,396.0456848144531,True,True,2000.0,250.0,895.3049025535583,195.35617661476135,avi-pilot,1,23,m,2026-01-15_12-54-03
41,2,stimulation,sham,16,1,29,25,18,right,left,1,460.7260227203369,True,False,2000.0,250.0,900.0276865959167,200.07896089553833,avi-pilot,1,23,m,2026-01-15_12-54-03
42,2,stimulation,sham,17,1,29,25,18,right,left,1,506.55436515808105,True,True,2000.0,250.0,904.7951393127441,204.84641313552856,avi-pilot,1,23,m,2026-01-15_12-54-03
43,2,stimulation,sham,18,1,29,25,18,right,left,1,560.6048107147217,True,True,2000.0,250.0,909.617062330246,209.66833639144897,avi-pilot,1,23,m,2026-01-15_12-54-03
44,2,stimulation,sham,19,1,29,25,18,left,right,1,379.8174858093262,True,True,2000.0,250.0,914.2584195137024,214.3096935749054,avi-pilot,1,23,m,2026-01-15_12-54-03
45,2,stimulation,sham,20,1,29,25,18,left,right,1,491.0142421722412,True,True,2000.0,250.0,919.0108263492584,219.06210064888,avi-pilot,1,23,m,2026-01-15_12-54-03
46,2,stimulation,sham,21,1,29,25,18,left,right,1,491.46389961242676,True,True,2000.0,250.0,923.7636957168579,223.8149700164795,avi-pilot,1,23,m,2026-01-15_12-54-03
47,2,stimulation,sham,22,1,29,25,18,left,right,1,396.66271209716797,True,False,2000.0,250.0,928.4215905666351,228.47286462783813,avi-pilot,1,23,m,2026-01-15_12-54-03
48,2,stimulation,sham,23,1,29,25,18,right,left,1,414.7636890411377,True,True,2000.0,250.0,933.0969822406769,233.1482560634613,avi-pilot,1,23,m,2026-01-15_12-54-03
49,2,stimulation,sham,24,1,29,25,18,left,right,1,396.0385322570801,True,True,2000.0,250.0,937.7545790672302,237.8058533668518,avi-pilot,1,23,m,2026-01-15_12-54-03
50,2,stimulation,sham,25,1,29,25,18,right,left,1,479.8269271850586,True,True,2000.0,250.0,942.4961149692535,242.54738879203796,avi-pilot,1,23,m,2026-01-15_12-54-03
51,2,stimulation,sham,26,1,29,25,18,right,left,1,443.27783584594727,True,False,2000.0,250.0,947.2006227970123,247.25189685821533,avi-pilot,1,23,m,2026-01-15_12-54-03
52,2,stimulation,sham,27,1,29,25,18,left,right,1,415.421724319458,True,False,2000.0,250.0,951.8771722316742,251.9284462928772,avi-pilot,1,23,m,2026-01-15_12-54-03
53,2,stimulation,sham,28,1,29,25,18,right,left,1,412.4715328216553,True,True,2000.0,250.0,956.5504570007324,256.6017310619354,avi-pilot,1,23,m,2026-01-15_12-54-03
54,2,stimulation,sham,0,2,25,25,18,right,left,1,428.1594753265381,False,False,2000.0,250.0,961.240494966507,261.2917697429657,avi-pilot,1,23,m,2026-01-15_12-54-03
55,2,stimulation,sham,1,2,25,25,18,right,left,1,431.69665336608887,False,False,2000.0,250.0,965.9334433078766,265.9847173690796,avi-pilot,1,23,m,2026-01-15_12-54-03
