trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
0,1,baseline,baseline,0,1,27,8,42,right,left,2,847.8600978851318,False,False,2000.0,250.0,30.967220067977905,5.109855651855469,1432,1,31,m,2026-01-14_20-43-13
1,1,baseline,baseline,1,1,27,8,42,right,left,1,335.9415531158447,True,True,2000.0,250.0,35.563857316970825,9.706491470336914,1432,1,31,m,2026-01-14_20-43-13
2,1,baseline,baseline,2,1,27,8,42,left,right,1,486.03177070617676,True,True,2000.0,250.0,40.31218385696411,14.454817056655884,1432,1,31,m,2026-01-14_20-43-13
3,1,baseline,baseline,3,1,27,8,42,right,left,1,317.5380229949951,True,True,2000.0,250.0,44.89079737663269,19.033430814743042,1432,1,31,m,2026-01-14_20-43-13
4,1,baseline,baseline,4,1,27,8,42,left,right,1,283.5695743560791,True,True,2000.0,250.0,49.434454917907715,23.577088594436646,1432,1,31,m,2026-01-14_20-43-13
5,1,baseline,baseline,5,1,27,8,42,left,right,2,303.53856086730957,False,False,2000.0,250.0,53.99943733215332,28.14207124710083,1432,1,31,m,2026-01-14_20-43-13
6,1,baseline,baseline,6,1,27,8,42,left,right,2,303.97629737854004,False,True,2000.0,250.0,58.563623666763306,32.70625686645508,1432,1,31,m,2026-01-14_20-43-13
7,1,baseline,baseline,7,1,27,8,42,right,left,2,315.57321548461914,False,False,2000.0,250.0,63.139352321624756,37.281986236572266,1432,1,31,m,2026-01-14_20-43-13
8,1,baseline,baseline,8,1,27,8,42,right,left,1,269.3636417388916,True,True,2000.0,250.0,67.6694085597992,41.81204175949097,1432,1,31,m,2026-01-14_20-43-13
9,1,baseline,baseline,9,1,27,8,42,left,right,1,233.7183952331543,True,True,2000.0,250.0,72.16354298591614,46.30617618560791,1432,1,31,m,2026-01-14_20-43-13
10,1,baseline,baseline,10,1,27,8,42,left,right,2,284.2395305633545,False,False,2000.0,250.0,76.70865678787231,50.851290702819824,1432,1,31,m,2026-01-14_20-43-13
11,1,baseline,baseline,11,1,27,8,42,left,right,1,1771.1341381072998,True,False,2000.0,250.0,82.7407739162445,56.88340735435486,1432,1,31,m,2026-01-14_20-43-13
12,1,baseline,baseline,12,1,27,8,42,right,left,1,317.3339366912842,True,True,2000.0,250.0,87.31907963752747,61.46171307563782,1432,1,31,m,2026-01-14_20-43-13
13,1,baseline,baseline,13,1,27,8,42,left,right,1,352.5054454803467,True,False,2000.0,250.0,91.93293642997742,66.07556962966919,1432,1,31,m,2026-01-14_20-43-13
14,1,baseline,baseline,14,1,27,8,42,right,left,1,285.7401371002197,True,True,2000.0,250.0,96.47957730293274,70.62221050262451,1432,1,31,m,2026-01-14_20-43-13
15,1,baseline,baseline,15,1,27,8,42,right,left,1,303.7681579589844,True,True,2000.0,250.0,101.04423594474792,75.18687033653259,1432,1,31,m,2026-01-14_20-43-13
16,1,baseline,baseline,16,1,27,8,42,left,right,2,301.2425899505615,False,False,2000.0,250.0,105.60651850700378,79.74915218353271,1432,1,31,m,2026-01-14_20-43-13
17,1,baseline,baseline,17,1,27,8,42,right,left,1,280.11035919189453,True,True,2000.0,250.0,110.14826345443726,84.29089641571045,1432,1,31,m,2026-01-14_20-43-13
18,1,baseline,baseline,18,1,27,8,42,left,right,1,454.68711853027344,True,True,2000.0,250.0,114.86381149291992,89.00644493103027,1432,1,31,m,2026-01-14_20-43-13
19,1,baseline,baseline,19,1,27,8,42,left,right,1,451.34902000427246,True,True,2000.0,250.0,119.57587432861328,93.71850800514221,1432,1,31,m,2026-01-14_20-43-13
20,1,baseline,baseline,20,1,27,8,42,right,left,1,319.5176124572754,True,False,2000.0,250.0,124.15699100494385,98.2996244430542,1432,1,31,m,2026-01-14_20-43-13
21,1,baseline,baseline,21,1,27,8,42,right,left,1,370.4805374145508,True,True,2000.0,250.0,128.78822135925293,102.9308557510376,1432,1,31,m,2026-01-14_20-43-13
22,1,baseline,baseline,22,1,27,8,42,left,right,1,431.410551071167,True,True,2000.0,250.0,133.4809763431549,107.6236093044281,1432,1,31,m,2026-01-14_20-43-13
23,1,baseline,baseline,23,1,27,8,42,right,left,1,584.6381187438965,True,True,2000.0,250.0,138.3262107372284,112.46884346008301,1432,1,31,m,2026-01-14_20-43-13
24,1,baseline,baseline,24,1,27,8,42,right,left,1,380.4900646209717,True,True,2000.0,250.0,142.9678177833557,117.1104507446289,1432,1,31,m,2026-01-14_20-43-13
25,1,baseline,baseline,25,1,27,8,42,left,right,1,500.20647048950195,True,False,2000.0,250.0,147.72831296920776,121.87094616889954,1432,1,31,m,2026-01-14_20-43-13
26,1,baseline,baseline,26,1,27,8,42,left,right,1,482.8522205352783,True,True,2000.0,250.0,152.4715142250061,126.61414790153503,1432,1,31,m,2026-01-14_20-43-13
27,1,baseline,baseline,0,2,28,8,42,left,right,1,352.0851135253906,False,False,2000.0,250.0,157.08501887321472,131.22765278816223,1432,1,31,m,2026-01-14_20-43-13
28,1,baseline,baseline,1,2,28,8,42,right,left,1,401.9477367401123,False,True,2000.0,250.0,161.7476842403412,135.8903181552887,1432,1,31,m,2026-01-14_20-43-13
29,1,baseline,baseline,2,2,28,8,42,left,right,1,1442.95072555542,False,False,2000.0,250.0,167.45119857788086,141.5938322544098,1432,1,31,m,2026-01-14_20-43-13
30,1,baseline,baseline,3,2,28,8,42,right,left,1,666.5487289428711,False,True,2000.0,250.0,172.37863087654114,146.52126383781433,1432,1,31,m,2026-01-14_20-43-13
31,1,baseline,baseline,4,2,28,8,42,left,right,1,369.39120292663574,False,False,2000.0,250.0,177.00874662399292,151.15138030052185,1432,1,31,m,2026-01-14_20-43-13
32,1,baseline,baseline,5,2,28,8,42,right,left,1,334.3210220336914,False,True,2000.0,250.0,181.60388469696045,155.74651789665222,1432,1,31,m,2026-01-14_20-43-13
33,1,baseline,baseline,6,2,28,8,42,left,right,1,1635.8399391174316,False,False,2000.0,250.0,187.50023889541626,161.64287209510803,1432,1,31,m,2026-01-14_20-43-13
34,1,baseline,baseline,7,2,28,8,42,right,left,1,1409.7263813018799,False,False,2000.0,250.0,193.1717700958252,167.31440377235413,1432,1,31,m,2026-01-14_20-43-13
35,1,baseline,baseline,8,2,28,8,42,left,right,1,589.9057388305664,False,False,2000.0,250.0,198.02286386489868,172.16549730300903,1432,1,31,m,2026-01-14_20-43-13
36,1,baseline,baseline,9,2,28,8,42,right,left,1,471.78101539611816,False,False,2000.0,250.0,202.7551236152649,176.8977565765381,1432,1,31,m,2026-01-14_20-43-13
37,1,baseline,baseline,10,2,28,8,42,left,right,1,364.21990394592285,False,False,2000.0,250.0,207.37966442108154,181.5222990512848,1432,1,31,m,2026-01-14_20-43-13
