subject_id,run,counterbalance,earclip,condition,stim_detected,protocol_ok,duration_s,pct_rejected,n_clean_samples,itf_F4,itf_F4_r2,early_power_db,middle_power_db,late_power_db,elevation_db
10886,1,B,False,baseline,NONE,True,360.0,0.1826362715635299,180357,,0.5628449367605339,89.99777214215602,88.87093187236792,88.37217993918291,0.4987519331850052
10886,2,B,False,sham,SHAM,True,360.0,15.011158551105053,153472,,,151.0716365984583,90.184437330722,88.66058652095623,1.5238508097657757
10886,3,B,False,sham,SHAM,True,360.0,14.489984659943623,154408,,,150.24649856109426,90.0166471360279,88.56898704527721,1.4476600907506878
10886,4,B,False,post,NONE,True,360.0,0.02879562306529193,180531,,,89.85210314584816,88.8508188215067,88.70402256138718,0.14679626011952962
10886,5,B,False,baseline,NONE,True,360.5,0.5390850482688503,179887,,0.6887747870227227,90.23073969123193,88.29045336503268,88.18507489335305,0.10537847167962866
10886,6,B,False,active,NONE,False,360.5,84.48410306325039,28056,,,147.7373696618027,151.6912239974896,148.17399316438937,3.9538543356869127
10886,7,B,False,active,NONE,False,360.0,84.16254780736469,28614,,,147.6030849873193,151.4310233327011,147.9480165180627,3.8279383453817957
10886,8,B,False,post,NONE,True,360.5,0.014377986197133819,180806,,,90.32269486663387,88.79734069847804,87.98099903459362,0.8163416638844154
10998,2,B,False,sham,SHAM,True,359.0,15.627392882112057,152058,,,150.39343764174157,89.81282323302683,88.0668051708844,1.74601806214244
10998,3,B,False,sham,SHAM,True,359.0,15.195199529278547,152775,,,150.3845306749261,89.73444365291328,88.61237392144321,1.1220697314700772
10998,4,B,False,post,NONE,True,360.0,0.5141117874930878,179771,,,89.589725458019,88.76580469059869,88.33788982593626,0.42791486466242645
10998,5,B,False,baseline,NONE,True,360.5,0.21244695741655661,180367,,0.566142608687875,89.26586320716476,88.84589239711059,89.5199415430168,0.0
10998,6,B,False,active,SHAM,False,359.0,14.480549757982153,154065,,,150.69698285962215,89.95557249349142,88.76314545152343,1.1924270419679885
