subject_id,run,counterbalance,earclip,condition,stim_detected,protocol_ok,duration_s,pct_rejected,n_clean_samples,early_db,middle_db,late_db,median_db,iqr_db,elevation,iqr_ratio,baseline_median,baseline_iqr,F4_itf,F4_iaf,F4_has_theta,F4_has_alpha,F4_r2,F4_n_peaks,P4_itf,P4_iaf,P4_has_theta,P4_has_alpha,P4_r2,P4_n_peaks,P3_itf,P3_iaf,P3_has_theta,P3_has_alpha,P3_r2,P3_n_peaks
10886,1,B,False,baseline,NONE,True,360.0,0.1826362715635299,180357,89.99777214215602,88.8709318723679,88.3721799391829,89.10199887374043,3.7206795587152044,-0.23076303637114393,0.8706812057515985,89.33276191011157,4.273297200096792,,,False,False,0.630163360574634,1.0,,,False,False,0.8744030643234851,2.0,,,False,False,0.8334771718454739,1.0
10886,2,B,False,sham,SHAM,True,360.0,15.011158551105053,153472,151.0716365984583,90.184437330722,88.66058652095623,89.56352494648272,4.768557790862673,0.23076303637114393,1.115896594029234,89.33276191011157,4.273297200096792,,,,,,,,,,,,,,,,,,
10886,3,B,False,sham,SHAM,True,360.0,14.489984659943623,154408,150.24649856109426,90.01664713602791,88.56898704527721,89.57484183477831,4.778286388711379,0.24207992466674,1.1181731962389954,89.33276191011157,4.273297200096792,,,,,,,,,,,,,,,,,,
10886,4,B,False,post,NONE,True,360.0,0.02879562306529193,180531,89.85210314584816,88.8508188215067,88.70402256138719,89.00966921274599,3.7780366093309112,-0.3230926973655812,0.8841034059707659,89.33276191011157,4.273297200096792,,10.307455509174192,False,True,0.6632534168787146,3.0,,,False,False,0.7970617385548895,3.0,,9.631569211484742,False,True,0.83588161186814,4.0
10886,5,B,False,baseline,NONE,True,360.5,0.5390850482688503,179887,90.23073969123193,88.29045336503269,88.18507489335302,88.64648884237002,3.664448117844799,-0.6862730677415527,0.857522410976189,89.33276191011157,4.273297200096792,,,False,False,0.7066912508720707,1.0,,,False,False,0.7622885211782996,2.0,,,False,False,0.7536892667658207,1.0
10886,6,B,False,active,ACTIVE,True,360.5,84.48410306325039,28056,147.7373696618027,151.6912239974896,148.17399316438937,151.67599841733013,0.09727411132726616,62.34323650721856,0.02276324504765614,89.33276191011157,4.273297200096792,,,,,,,,,,,,,,,,,,
10886,7,B,False,active,ACTIVE,True,360.0,84.16254780736469,28614,147.6030849873193,151.4310233327011,147.9480165180627,151.39764174097598,0.1549645872133283,62.06487983086441,0.0362634705608162,89.33276191011157,4.273297200096792,,,,,,,,,,,,,,,,,,
10886,8,B,False,post,NONE,True,360.5,0.014377986197133819,180806,90.32269486663385,88.79734069847798,87.98099903459355,88.83757530065782,3.4406825950269564,-0.4951866094537536,0.8051587413459151,89.33276191011157,4.273297200096792,,,False,False,0.5377156328979696,1.0,,,False,False,0.8642913070842861,0.0,,9.587298453806875,False,True,0.822276042868744,1.0
10998,2,B,False,sham,SHAM,True,359.0,15.627392882112057,152058,150.39343764174157,89.81282323302683,88.06680517088436,89.30611781033376,5.028643163766304,0.12301562058100046,1.142129889465407,89.18310218975276,4.402864516679486,,,,,,,,,,,,,,,,,,
10998,3,B,False,sham,SHAM,True,359.0,15.195199529278547,152775,150.3845306749261,89.73444365291327,88.6123739214432,89.14952628086445,4.402864516679486,-0.033575908888309414,1.0,89.18310218975276,4.402864516679486,,,,,,,,,,,,,,,,,,
10998,4,B,False,post,NONE,True,360.0,0.5141117874930878,179771,89.589725458019,88.76580469059869,88.33788982593624,88.80595820008038,3.4295702713331195,-0.3771439896723763,0.7789406779020316,89.18310218975276,4.402864516679486,,,False,False,0.5929060170243413,2.0,,,False,False,0.6343521840927918,2.0,,,False,False,0.6888811189397774,2.0
10998,5,B,False,baseline,NONE,True,360.5,0.21244695741655661,180367,89.26586320716476,88.84589239711059,89.5199415430168,89.18310218975276,4.043643314510376,0.0,0.9184119336835683,89.18310218975276,4.402864516679486,,,False,False,0.7925274400543071,2.0,,,False,False,0.8207003067313685,2.0,,,False,False,0.833096285357075,2.0
10998,6,B,False,active,SHAM,False,359.0,14.480549757982153,154065,150.69698285962215,89.9555724934914,88.76314545152343,89.49631562763302,4.007439341963007,0.3132134378802647,0.9101891113799937,89.18310218975276,4.402864516679486,,,,,,,,,,,,,,,,,,
10998,7,B,False,active,ACTIVE,True,360.0,91.96488372994128,14516,150.72431905748238,155.1141930925862,152.2188830213422,155.06375367083524,0.5913064104347541,65.88065148108248,0.1343003874397435,89.18310218975276,4.402864516679486,,,,,,,,,,,,,,,,,,
10998,8,B,False,post,NONE,True,360.0,0.4306265117592023,179889,89.99125474706968,88.03489978438762,87.8718524220207,88.42722479134824,3.5574420085223153,-0.7558773984045217,0.8079835286880996,89.18310218975276,4.402864516679486,,,False,False,0.677043085172797,1.0,,,False,False,0.7326484073001344,1.0,,,False,False,0.7873526788382992,1.0
