subject_id,run,counterbalance,earclip,condition,detected_active,protocol_match,duration_s,itf,itf_power,has_theta,r_squared,itf_error
10886,1,B,False,baseline,False,True,361.372,,,False,0.43298075677118586,
10886,2,B,False,sham,False,True,361.156,,,,,
10886,3,B,False,sham,False,True,361.144,,,,,
10886,4,B,False,post,False,True,361.164,,,,,
10886,5,B,False,baseline,False,True,361.722,,,False,0.5370237340735113,
10886,6,B,False,active,True,True,361.64,,,,,
10886,7,B,False,active,True,True,361.344,,,,,
10886,8,B,False,post,False,True,361.662,,,,,
10998,2,B,False,sham,False,True,360.442,,,,,
10998,3,B,False,sham,False,True,360.296,,,,,
10998,4,B,False,post,False,True,361.398,,,,,
10998,5,B,False,baseline,False,True,361.5,,,False,0.07704851142435334,
10998,6,B,False,active,False,False,360.302,,,,,
10998,7,B,False,active,True,True,361.312,,,,,
10998,8,B,False,post,False,True,361.332,,,,,
11773,1,B,False,baseline,False,True,361.236,,,False,0.09585922371552975,
11773,2,B,False,sham,False,True,360.426,,,,,
11773,3,B,False,sham,False,True,360.486,,,,,
11773,4,B,False,post,False,True,361.464,,,,,
11773,5,B,False,baseline,False,True,361.784,,,False,0.5966870404789599,
11773,6,B,False,active,False,False,360.296,,,,,
11773,7,B,False,active,False,False,361.0,,,,,
11773,8,B,False,post,False,True,361.434,,,,,
10656,1,A,False,baseline,False,True,361.414,,,False,0.03387017597663325,
10656,2,A,False,active,True,True,361.414,,,,,
10656,3,A,False,active,True,True,361.2,,,,,
10656,4,A,False,post,False,True,361.526,,,,,
10656,5,A,False,baseline,False,True,361.408,,,False,0.03672866497714749,
10656,6,A,False,sham,False,True,361.112,,,,,
10656,7,A,False,sham,False,True,360.438,,,,,
10656,8,A,False,post,False,True,361.358,,,,,
10951,1,A,False,baseline,False,True,361.044,,,False,0.9083738163663262,
10951,2,A,False,active,True,True,361.218,,,,,
10951,3,A,False,active,True,True,361.11,,,,,
10951,4,A,False,post,False,True,361.248,,,,,
10951,5,A,False,baseline,False,True,361.07,,,False,0.7312626270231957,
10951,6,A,False,sham,False,True,360.904,,,,,
10951,7,A,False,sham,False,True,361.14,,,,,
10951,8,A,False,post,False,True,361.208,,,,,
10418,1,B,False,baseline,False,True,361.156,7.1221260550227825,0.10236730547171735,True,0.11553645045430218,
10418,2,B,False,sham,False,True,361.052,,,,,
10418,3,B,False,sham,False,True,360.718,,,,,
10418,4,B,False,post,False,True,361.096,,,,,
10418,5,B,False,baseline,False,True,361.296,,,False,0.21948272789677195,
10418,6,B,False,active,True,True,361.112,,,,,
10418,7,B,False,active,True,True,361.56,,,,,
10418,8,B,False,post,False,True,361.22,,,,,
10636,1,B,True,baseline,False,True,361.22,,,,,"The input power spectra data, after logging, contains NaNs or Infs. This will cause the fitting to fail. One reason this can happen is if inputs are already logged. Input data should be in linear spacing, not log."
10636,2,B,True,sham,False,True,360.638,,,,,
10636,3,B,True,sham,False,True,361.434,,,,,
10636,4,B,True,post,False,True,361.392,,,,,
10636,5,B,True,baseline,False,True,361.438,,,False,0.7016038749800593,
10636,6,B,True,active,False,False,361.778,,,,,
10636,7,B,True,active,False,False,362.486,,,,,
10636,8,B,True,post,False,True,361.468,,,,,
11318,1,B,True,baseline,False,True,361.266,,,False,0.6622606646243431,
11318,2,B,True,sham,False,True,360.994,,,,,
11318,3,B,True,sham,False,True,361.174,,,,,
11318,4,B,True,post,False,True,361.252,,,,,
11318,5,B,True,baseline,False,True,361.376,,,False,0.6655218431632135,
11318,6,B,True,active,True,True,361.22,,,,,
11318,7,B,True,active,True,True,361.472,,,,,
11318,8,B,True,post,False,True,361.416,,,,,
10369,1,B,True,baseline,False,True,361.372,,,False,0.7373825878605842,
10369,2,B,True,sham,False,True,361.148,,,,,
10369,3,B,True,sham,False,True,361.64,,,,,
10369,4,B,True,post,False,True,361.606,,,,,
10369,5,B,True,baseline,False,True,361.37,,,False,0.6578586104035926,
10369,6,B,True,active,True,True,361.318,,,,,
10369,7,B,True,active,True,True,361.226,,,,,
10369,8,B,True,post,False,True,361.606,,,,,
