subject_id,session_id,run,mode,phase,stim_condition,protocol_label_to_show,operator_confirmed_protocol,operator_confirmed_frequency_hz,intended_stimulation_frequency_hz,actual_or_confirmed_stimulation_frequency_hz,theta_source,theta_estimate_file,theta_reliable,theta_reliability_reason,trial_num,current_good_option,current_good,contingency_id,trial_in_contingency,left_stimulus,right_stimulus,flower1,flower2,slot1_position,slot2_position,choice,rt,outcome,reward,correct,feedback_marker,feedback_onset_task_time,feedback_onset_lsl_time,lsl_marker_send_time,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time,wait_time,iti,timestamp,trial_start_time,trial_start_lsl_time,run_type
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,1,2,2,1,0,43,33,33,43,right,left,2.0,639.9810314178467,loss,False,True,32,1.7174079418182373,71038.300277666,71038.300277666,0.0,71036.583024833,315.56115984916687,71352.160261375,501.1068256847533,300.0,2.7289929389953613,0.004751920700073242,71036.587677791,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,2,2,2,1,1,43,33,33,43,right,left,2.0,647.1540927886963,win,True,True,31,4.581471920013428,71041.16452475,71041.16452475,0.0,71036.583024833,315.56115984916687,71352.160261375,633.2319676044534,300.0,5.592375755310059,2.729118824005127,71039.312194791,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,3,2,2,1,2,43,33,33,43,right,left,2.0,322.9386806488037,win,True,True,31,7.0329508781433105,71043.61610325,71043.61610325,0.0,71036.583024833,315.56115984916687,71352.160261375,547.3956314604645,300.0,8.043295860290527,5.592448949813843,71042.175673833,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,4,2,2,1,3,43,33,33,43,right,left,2.0,322.2088813781738,win,True,True,31,9.580642700195312,71046.16392375,71046.16392375,0.0,71036.583024833,315.56115984916687,71352.160261375,640.6273432603787,300.0,10.591417789459229,8.043388843536377,71044.626743291,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,5,2,2,1,4,43,33,33,43,right,left,2.0,337.6812934875488,loss,False,True,32,12.208172082901001,71048.791573375,71048.791573375,0.0,71036.583024833,315.56115984916687,71352.160261375,698.3746696367866,300.0,13.217959880828857,10.591505765914917,71047.174985083,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,6,2,2,1,5,43,33,33,43,right,left,2.0,626.370906829834,win,True,True,31,14.999161720275879,71051.582672625,71051.582672625,0.0,71036.583024833,315.56115984916687,71352.160261375,580.4011878182505,300.0,16.01163077354431,13.218052864074707,71049.801669208,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,7,2,2,1,6,33,43,33,43,left,right,2.0,436.9161128997803,win,True,True,31,17.585202932357788,71054.1688825,71054.1688825,0.0,71036.583024833,315.56115984916687,71352.160261375,566.8036580355694,300.0,18.595919847488403,16.011690855026245,71052.595437333,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,8,2,2,1,7,33,43,33,43,left,right,2.0,341.69912338256836,loss,False,True,32,20.101074934005737,71056.684907291,71056.684907291,0.0,71036.583024833,315.56115984916687,71352.160261375,589.4903694961356,300.0,21.113337755203247,18.596009969711304,71055.179892,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,9,2,2,1,8,33,43,33,43,left,right,2.0,340.5942916870117,loss,False,True,32,22.699131965637207,71059.283049291,71059.283049291,0.0,71036.583024833,315.56115984916687,71352.160261375,673.6164593031111,300.0,23.711341857910156,21.113388776779175,71057.697397875,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,10,2,2,1,9,33,43,33,43,left,right,2.0,373.9326000213623,loss,False,True,32,25.2846200466156,71061.868684625,71061.868684625,0.0,71036.583024833,315.56115984916687,71352.160261375,627.744643744944,300.0,26.29620099067688,23.711387872695923,71060.295529083,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,11,2,2,1,10,43,33,33,43,right,left,2.0,320.2929496765137,win,True,True,31,27.76473093032837,71064.348905208,71064.348905208,0.0,71036.583024833,315.56115984916687,71352.160261375,573.4425741151147,300.0,28.777740001678467,26.296421766281128,71062.8807035,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,12,2,2,1,11,33,43,33,43,left,right,2.0,304.4569492340088,win,True,True,31,30.316589832305908,71066.900893666,71066.900893666,0.0,71036.583024833,315.56115984916687,71352.160261375,662.5310272405635,300.0,31.32755184173584,28.777791023254395,71065.362192083,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,13,2,2,1,12,43,33,33,43,right,left,2.0,353.82890701293945,win,True,True,31,32.93723964691162,71069.521733416,71069.521733416,0.0,71036.583024833,315.56115984916687,71352.160261375,683.8292487491941,300.0,33.949429988861084,31.327627897262573,71067.91216525,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,14,2,2,1,13,33,43,33,43,left,right,2.0,321.44689559936523,win,True,True,31,35.36404991149902,71071.948628583,71071.948628583,0.0,71036.583024833,315.56115984916687,71352.160261375,520.1455671922382,300.0,36.37575387954712,33.94951295852661,71070.534187,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,15,2,2,1,14,43,33,33,43,right,left,2.0,323.41694831848145,win,True,True,31,37.86252284049988,71074.447243625,71074.447243625,0.0,71036.583024833,315.56115984916687,71352.160261375,591.7881548514947,300.0,38.874045848846436,36.37581992149353,71072.960615125,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,16,2,2,1,15,43,33,33,43,right,left,2.0,388.6151313781738,win,True,True,31,40.469199895858765,71077.054039625,71077.054039625,0.0,71036.583024833,315.56115984916687,71352.160261375,633.4543410900595,300.0,41.48038291931152,38.874143838882446,71075.459069291,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,17,2,2,1,16,43,33,33,43,right,left,2.0,387.9098892211914,win,True,True,31,43.0042359828949,71079.589216125,71079.589216125,0.0,71036.583024833,315.56115984916687,71352.160261375,564.3484249609647,300.0,44.01394486427307,41.480461835861206,71078.065522583,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,18,2,2,1,17,43,33,33,43,right,left,2.0,368.29400062561035,win,True,True,31,45.49001383781433,71082.075112625,71082.075112625,0.0,71036.583024833,315.56115984916687,71352.160261375,537.988429787522,300.0,46.50253701210022,44.01403594017029,71080.599233041,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,19,2,2,1,18,43,33,33,43,right,left,2.0,338.5488986968994,win,True,True,31,47.990259885787964,71084.575510166,71084.575510166,0.0,71036.583024833,315.56115984916687,71352.160261375,578.322840230285,300.0,49.00171089172363,46.50262093544006,71083.087937375,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,20,2,2,1,19,33,43,33,43,left,right,2.0,340.116024017334,win,True,True,31,50.5885329246521,71087.173910166,71087.173910166,0.0,71036.583024833,315.56115984916687,71352.160261375,675.9510186410135,300.0,51.60015797615051,49.001808881759644,71085.587261333,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,21,2,2,1,20,33,43,33,43,left,right,2.0,337.3260498046875,loss,False,True,32,53.206013917922974,71089.791544083,71089.791544083,0.0,71036.583024833,315.56115984916687,71352.160261375,695.5213915289839,300.0,54.217917919158936,51.60040283203125,71088.185976541,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,22,2,2,1,21,43,33,33,43,right,left,2.0,290.9529209136963,win,True,True,31,55.77050280570984,71092.356126666,71092.356126666,0.0,71036.583024833,315.56115984916687,71352.160261375,689.7825369147697,300.0,56.78049302101135,54.21798777580261,71090.803692875,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,23,2,2,1,22,33,43,33,43,left,right,2.0,321.78211212158203,win,True,True,31,58.26203966140747,71094.847786541,71094.847786541,0.0,71036.583024833,315.56115984916687,71352.160261375,587.7999353564385,300.0,59.27437782287598,56.78058385848999,71093.366428583,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,24,2,2,1,23,33,43,33,43,left,right,2.0,401.7491340637207,win,True,True,31,60.93388271331787,71097.519752041,71097.519752041,0.0,71036.583024833,315.56115984916687,71352.160261375,686.8387657315074,300.0,61.945215940475464,59.27445673942566,71095.86042575,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,25,2,2,1,24,43,33,33,43,right,left,2.0,385.44392585754395,win,True,True,31,63.426573753356934,71100.012579666,71100.012579666,0.0,71036.583024833,315.56115984916687,71352.160261375,525.1768600636588,300.0,64.4384708404541,61.94526696205139,71098.531366916,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,26,2,2,1,25,43,33,33,43,right,left,2.0,337.92996406555176,win,True,True,31,65.98730969429016,71102.573474333,71102.573474333,0.0,71036.583024833,315.56115984916687,71352.160261375,640.676802248044,300.0,66.99928689002991,64.43856287002563,71101.024797041,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,27,2,2,1,26,43,33,33,43,right,left,2.0,325.167179107666,win,True,True,31,68.50153183937073,71105.087812458,71105.087812458,0.0,71036.583024833,315.56115984916687,71352.160261375,603.9372358562719,300.0,69.51289176940918,66.9993999004364,71103.58577775,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,28,2,2,1,27,33,43,33,43,left,right,2.0,288.81096839904785,win,True,True,31,71.07007575035095,71107.65649275,71107.65649275,0.0,71036.583024833,315.56115984916687,71352.160261375,697.3573239463259,300.0,72.08114194869995,69.51296901702881,71106.099464708,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,29,2,2,1,28,33,43,33,43,left,right,2.0,374.70221519470215,win,True,True,31,73.60174179077148,71110.188289458,71110.188289458,0.0,71036.583024833,315.56115984916687,71352.160261375,575.0459864403365,300.0,74.6123697757721,72.0812349319458,71108.667869666,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,30,1,1,2,0,43,33,33,43,right,left,2.0,305.6020736694336,win,True,False,31,76.1084930896759,71112.695222541,71112.695222541,0.0,71036.583024833,315.56115984916687,71352.160261375,615.7079562047148,300.0,77.11887001991272,74.61265993118286,71111.199414625,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,31,1,1,2,1,33,43,33,43,left,right,2.0,608.8392734527588,loss,False,False,32,78.84281969070435,71115.42968,71115.42968,0.0,71036.583024833,315.56115984916687,71352.160261375,544.2164384623771,300.0,79.85430097579956,77.1190128326416,71113.705896083,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,32,1,1,2,2,33,43,33,43,left,right,2.0,369.52877044677734,win,True,False,31,81.39294004440308,71117.979848375,71117.979848375,0.0,71036.583024833,315.56115984916687,71352.160261375,594.930500934621,300.0,82.40442085266113,79.85439586639404,71116.441422541,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,33,1,1,2,3,43,33,33,43,right,left,2.0,796.2009906768799,win,True,False,31,84.4516658782959,71121.0387845,71121.0387845,0.0,71036.583024833,315.56115984916687,71352.160261375,680.8621257017667,300.0,85.46288990974426,82.4044930934906,71118.991643458,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,34,1,1,2,4,43,33,33,43,right,left,2.0,728.363037109375,win,True,False,31,87.44716787338257,71124.034423166,71124.034423166,0.0,71036.583024833,315.56115984916687,71352.160261375,681.6767915919849,300.0,88.45852088928223,85.4629819393158,71122.050295833,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,35,1,1,2,5,43,33,33,43,right,left,2.0,436.5801811218262,loss,False,False,32,90.06875491142273,71126.656161083,71126.656161083,0.0,71036.583024833,315.56115984916687,71352.160261375,601.818422869139,300.0,91.07858681678772,88.45861196517944,71125.04607975,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,36,1,1,2,6,33,43,33,43,left,right,2.0,455.2278518676758,win,True,False,31,92.799968957901,71129.387455541,71129.387455541,0.0,71036.583024833,315.56115984916687,71352.160261375,693.4670144684156,300.0,93.81011581420898,91.07866907119751,71127.666273166,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,37,1,1,2,7,43,33,33,43,right,left,2.0,441.5402412414551,win,True,False,31,95.46690678596497,71132.054553166,71132.054553166,0.0,71036.583024833,315.56115984916687,71352.160261375,643.372023014914,300.0,96.47725176811218,93.81018495559692,71130.397921041,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,38,1,1,2,8,43,33,33,43,right,left,2.0,561.345100402832,loss,False,False,32,98.21927189826965,71134.807074208,71134.807074208,0.0,71036.583024833,315.56115984916687,71352.160261375,609.5796219724685,300.0,99.23023581504822,96.47730994224548,71133.06518,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,39,1,1,2,9,33,43,33,43,left,right,2.0,375.43487548828125,loss,False,False,32,100.81119990348816,71137.3991565,71137.3991565,0.0,71036.583024833,315.56115984916687,71352.160261375,633.4743740501053,300.0,101.82151293754578,99.23032689094543,71135.818349875,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,40,1,1,2,10,33,43,33,43,left,right,2.0,375.10013580322266,loss,False,False,32,103.43519473075867,71140.023265291,71140.023265291,0.0,71036.583024833,315.56115984916687,71352.160261375,665.4854028588034,300.0,104.44511270523071,101.82160782814026,71138.409760541,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,41,1,1,2,11,43,33,33,43,right,left,2.0,420.4549789428711,win,True,False,31,106.08314800262451,71142.671355541,71142.671355541,0.0,71036.583024833,315.56115984916687,71352.160261375,645.6241870789826,300.0,107.0937979221344,104.44526696205139,71141.033551125,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,42,1,1,2,12,33,43,33,43,left,right,2.0,357.90300369262695,loss,False,False,32,108.64483690261841,71145.233230791,71145.233230791,0.0,71036.583024833,315.56115984916687,71352.160261375,621.0653700341285,300.0,109.6536328792572,107.09384083747864,71143.682252333,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,43,1,1,2,13,33,43,33,43,left,right,2.0,454.26297187805176,loss,False,False,32,111.30534672737122,71147.893879666,71147.893879666,0.0,71036.583024833,315.56115984916687,71352.160261375,624.1836761464166,300.0,112.3153510093689,109.65372085571289,71146.242266875,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,44,1,1,2,14,43,33,33,43,right,left,2.0,457.83019065856934,loss,False,False,32,113.8603458404541,71150.448966041,71150.448966041,0.0,71036.583024833,315.56115984916687,71352.160261375,516.1805462212183,300.0,114.86854600906372,112.31543183326721,71148.904120041,LOCALIZER_FAST_THETA
