subject_id,channel,theta_post_mean,theta_post_peak,theta_late_mean,theta_reactivity,theta_burst_range,theta_reward_diff
10369,F4,187.485006764111,291.4970565472954,265.44826380979504,161.0404181555397,212.54175213585367,-18.4601444473264
10369,P3,160.16989829596426,219.8824632537622,66.82615815650523,81.1011711996218,120.035105479555,-153.5305742142923
10369,P4,233.5772337038884,525.9788398695351,91.31198953512362,112.54312883652302,452.3654682045926,-311.8144864585232
10418,F4,71.43382510105354,93.06409834608367,78.0219946004752,51.55055318756059,58.417484096807996,-85.71246891486018
10418,P3,117.71869023517205,176.25948096141954,76.5140708649419,67.28130571164368,120.68798309872408,-37.47152871652173
10418,P4,85.15795478225282,109.42099213698373,70.97377205156455,54.022888384207036,63.0493542333386,-3.6102542009024745
10656,F4,89.80493559577081,121.2963288676082,48.97725774820257,48.701359787179555,93.40497572009619,-63.7292830146501
10656,P3,60.78380702541762,78.78974415045448,43.951649144403966,36.73172109703997,51.19778543214609,-23.514894973773224
10656,P4,93.42414693493333,114.58789744128723,104.64265667659461,69.33223384923029,47.26902401909463,64.64866906461098
10886,F4,75.10807111591608,122.12358767709125,77.12846664571296,53.130209494480646,84.27964348384387,2.4848052777849112
10886,P3,81.44170039754088,121.09052607503992,72.94149882783324,54.62491966155607,71.76538653718822,-27.081791187014318
10886,P4,99.59935251436173,192.53291573041082,96.53571139317066,67.79588154534267,155.22679112003857,-28.72197951683898
10951,F4,55.08129771912708,86.11494154817694,82.5232423080166,48.632722765201414,54.757354286778906,-30.459392345992303
10951,P3,143.49840466833126,253.02566072245432,234.9054156007404,129.74704951070106,179.21588170249407,39.975724428788766
10951,P4,98.0108222948095,157.4974251865603,157.80881552640852,88.49551393231489,105.9753877191379,46.33028775900135
10998,F4,85.83112289373528,137.88421022446843,102.4838235957208,63.86249032716494,107.19024056623823,-39.39361358622968
10998,P3,94.71355734397014,185.1241017207623,115.85607638466394,71.69129875461176,140.59713791084607,-69.47306418510809
10998,P4,151.5700354198918,200.35806003966465,149.82459655465593,105.88168230380651,83.29404722153814,-3.509548261632233
11318,F4,147.0165679707329,196.97586581825075,131.26494089722124,96.8616229109449,136.05226677083647,42.151382084400765
11318,P3,147.58896338918535,196.3447407464443,88.17191864732801,82.8696038396931,110.88305204128874,-40.142006352411464
11318,P4,154.78867295268816,194.3891020707893,94.05422284997397,87.5248151565549,95.41373647211503,-32.21294726573024
11773,F4,357.54914211846403,720.5024235749097,509.2747104188911,295.1942161959544,555.4939240239016,-87.15393188795719
11773,P3,89.58104901867272,155.83331863275603,144.85486677411032,80.88287113515274,105.69554999742104,5.437208819887601
11773,P4,157.48669557167057,305.5390777761844,225.8627836530078,130.68173642618046,229.25937360407096,7.054978876489102
