trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,stim_guess,subject_id,session,age,gender,date
0,4,post_stimulation,baseline,0,1,27,35,17,right,left,1.0,999.8409748077393,True,True,2000.0,250.0,1521.7685828208923,5.262924909591675,no,10638,1,74,f,2026-04-07_10-10-28
1,4,post_stimulation,baseline,1,1,27,35,17,right,left,1.0,410.7694625854492,True,True,2000.0,250.0,1526.4412326812744,9.935574769973755,no,10638,1,74,f,2026-04-07_10-10-28
2,4,post_stimulation,baseline,2,1,27,35,17,right,left,1.0,378.1604766845703,True,False,2000.0,250.0,1531.0811171531677,14.575459241867065,no,10638,1,74,f,2026-04-07_10-10-28
3,4,post_stimulation,baseline,3,1,27,35,17,right,left,2.0,1021.7649936676025,False,False,2000.0,250.0,1536.3636364936829,19.85797882080078,no,10638,1,74,f,2026-04-07_10-10-28
4,4,post_stimulation,baseline,4,1,27,35,17,left,right,2.0,577.4314403533936,False,False,2000.0,250.0,1541.20237326622,24.696715354919434,no,10638,1,74,f,2026-04-07_10-10-28
5,4,post_stimulation,baseline,5,1,27,35,17,left,right,2.0,361.96208000183105,False,False,2000.0,250.0,1545.825215101242,29.319556951522827,no,10638,1,74,f,2026-04-07_10-10-28
6,4,post_stimulation,baseline,6,1,27,35,17,left,right,1.0,429.25477027893066,True,True,2000.0,250.0,1550.5151977539062,34.00953984260559,no,10638,1,74,f,2026-04-07_10-10-28
7,4,post_stimulation,baseline,7,1,27,35,17,left,right,1.0,772.0003128051758,True,False,2000.0,250.0,1555.5481715202332,39.04251408576965,no,10638,1,74,f,2026-04-07_10-10-28
8,4,post_stimulation,baseline,8,1,27,35,17,right,left,1.0,987.0595932006836,True,True,2000.0,250.0,1560.7960724830627,44.2904167175293,no,10638,1,74,f,2026-04-07_10-10-28
9,4,post_stimulation,baseline,9,1,27,35,17,right,left,1.0,555.4733276367188,True,True,2000.0,250.0,1565.6136078834534,49.10794997215271,no,10638,1,74,f,2026-04-07_10-10-28
10,4,post_stimulation,baseline,10,1,27,35,17,right,left,1.0,826.9729614257812,True,True,2000.0,250.0,1570.7028155326843,54.19715762138367,no,10638,1,74,f,2026-04-07_10-10-28
11,4,post_stimulation,baseline,11,1,27,35,17,right,left,2.0,705.0840854644775,False,False,2000.0,250.0,1575.669097661972,59.16343975067139,no,10638,1,74,f,2026-04-07_10-10-28
12,4,post_stimulation,baseline,12,1,27,35,17,left,right,2.0,1600.1617908477783,False,False,2000.0,250.0,1581.5304470062256,65.02478909492493,no,10638,1,74,f,2026-04-07_10-10-28
13,4,post_stimulation,baseline,13,1,27,35,17,left,right,2.0,459.40160751342773,False,False,2000.0,250.0,1586.250902414322,69.74524426460266,no,10638,1,74,f,2026-04-07_10-10-28
14,4,post_stimulation,baseline,14,1,27,35,17,right,left,1.0,610.0897789001465,True,True,2000.0,250.0,1591.12224817276,74.61659002304077,no,10638,1,74,f,2026-04-07_10-10-28
15,4,post_stimulation,baseline,15,1,27,35,17,right,left,1.0,573.5154151916504,True,True,2000.0,250.0,1595.9565024375916,79.4508445262909,no,10638,1,74,f,2026-04-07_10-10-28
16,4,post_stimulation,baseline,16,1,27,35,17,right,left,1.0,446.37060165405273,True,True,2000.0,250.0,1600.6644613742828,84.15880370140076,no,10638,1,74,f,2026-04-07_10-10-28
17,4,post_stimulation,baseline,17,1,27,35,17,right,left,1.0,360.2895736694336,True,True,2000.0,250.0,1605.285521030426,88.77986311912537,no,10638,1,74,f,2026-04-07_10-10-28
18,4,post_stimulation,baseline,18,1,27,35,17,left,right,1.0,1334.2926502227783,True,True,2000.0,250.0,1610.8809905052185,94.37533283233643,no,10638,1,74,f,2026-04-07_10-10-28
19,4,post_stimulation,baseline,19,1,27,35,17,right,left,2.0,545.9573268890381,False,False,2000.0,250.0,1615.6879048347473,99.18224716186523,no,10638,1,74,f,2026-04-07_10-10-28
20,4,post_stimulation,baseline,20,1,27,35,17,left,right,2.0,430.0813674926758,False,True,2000.0,250.0,1620.3794939517975,103.8738362789154,no,10638,1,74,f,2026-04-07_10-10-28
21,4,post_stimulation,baseline,21,1,27,35,17,left,right,2.0,492.65456199645996,False,False,2000.0,250.0,1625.1336092948914,108.62795281410217,no,10638,1,74,f,2026-04-07_10-10-28
22,4,post_stimulation,baseline,22,1,27,35,17,right,left,1.0,1134.509563446045,True,False,2000.0,250.0,1630.5301988124847,114.02454090118408,no,10638,1,74,f,2026-04-07_10-10-28
23,4,post_stimulation,baseline,23,1,27,35,17,right,left,1.0,325.7415294647217,True,True,2000.0,250.0,1635.1168985366821,118.61124038696289,no,10638,1,74,f,2026-04-07_10-10-28
24,4,post_stimulation,baseline,24,1,27,35,17,right,left,1.0,414.42155838012695,True,True,2000.0,250.0,1639.7932624816895,123.28760433197021,no,10638,1,74,f,2026-04-07_10-10-28
25,4,post_stimulation,baseline,25,1,27,35,17,left,right,2.0,360.42141914367676,False,False,2000.0,250.0,1644.4146659374237,127.90900778770447,no,10638,1,74,f,2026-04-07_10-10-28
26,4,post_stimulation,baseline,26,1,27,35,17,left,right,2.0,833.0771923065186,False,False,2000.0,250.0,1649.5089383125305,133.00328040122986,no,10638,1,74,f,2026-04-07_10-10-28
27,4,post_stimulation,baseline,0,2,26,35,17,right,left,1.0,529.4554233551025,False,True,2000.0,250.0,1654.2999477386475,137.79428935050964,no,10638,1,74,f,2026-04-07_10-10-28
28,4,post_stimulation,baseline,1,2,26,35,17,left,right,1.0,871.9499111175537,False,False,2000.0,250.0,1659.433119058609,142.92746138572693,no,10638,1,74,f,2026-04-07_10-10-28
29,4,post_stimulation,baseline,2,2,26,35,17,right,left,1.0,843.1706428527832,False,True,2000.0,250.0,1664.5376288890839,148.0319709777832,no,10638,1,74,f,2026-04-07_10-10-28
30,4,post_stimulation,baseline,3,2,26,35,17,right,left,1.0,523.4091281890869,False,True,2000.0,250.0,1669.3235733509064,152.81791591644287,no,10638,1,74,f,2026-04-07_10-10-28
31,4,post_stimulation,baseline,4,2,26,35,17,right,left,1.0,573.0974674224854,False,False,2000.0,250.0,1674.1575937271118,157.65193581581116,no,10638,1,74,f,2026-04-07_10-10-28
32,4,post_stimulation,baseline,5,2,26,35,17,left,right,1.0,1626.7244815826416,False,False,2000.0,250.0,1680.0461783409119,163.5405204296112,no,10638,1,74,f,2026-04-07_10-10-28
33,4,post_stimulation,baseline,6,2,26,35,17,left,right,1.0,460.9642028808594,False,False,2000.0,250.0,1684.7681608200073,168.26250314712524,no,10638,1,74,f,2026-04-07_10-10-28
34,4,post_stimulation,baseline,7,2,26,35,17,left,right,1.0,413.27857971191406,False,False,2000.0,250.0,1689.4430112838745,172.93735313415527,no,10638,1,74,f,2026-04-07_10-10-28
