trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
0,5,baseline,baseline,0,2,26,44,22,left,right,2.0,1412.2838973999023,True,True,2000.0,250.0,2022.6112129688263,5.674171209335327,1432,1,31,m,2026-01-14_20-43-13
1,5,baseline,baseline,1,2,26,44,22,left,right,1.0,344.82789039611816,False,False,2000.0,250.0,2027.2156100273132,10.278568506240845,1432,1,31,m,2026-01-14_20-43-13
2,5,baseline,baseline,2,2,26,44,22,left,right,2.0,333.2681655883789,True,False,2000.0,250.0,2031.8096783161163,14.872636556625366,1432,1,31,m,2026-01-14_20-43-13
3,5,baseline,baseline,3,2,26,44,22,left,right,1.0,646.190881729126,False,True,2000.0,250.0,2036.7164607048035,19.779419660568237,1432,1,31,m,2026-01-14_20-43-13
4,5,baseline,baseline,4,2,26,44,22,right,left,1.0,281.541109085083,False,False,2000.0,250.0,2041.2595086097717,24.3224675655365,1432,1,31,m,2026-01-14_20-43-13
5,5,baseline,baseline,5,2,26,44,22,left,right,,,,,2000.0,250.0,2047.0222582817078,30.085217237472534,1432,1,31,m,2026-01-14_20-43-13
6,5,baseline,baseline,6,2,26,44,22,right,left,,,,,2000.0,250.0,2052.789703130722,35.85266160964966,1432,1,31,m,2026-01-14_20-43-13
7,5,baseline,baseline,7,2,26,44,22,left,right,2.0,841.8004512786865,True,True,2000.0,250.0,2057.8918647766113,40.95482301712036,1432,1,31,m,2026-01-14_20-43-13
8,5,baseline,baseline,8,2,26,44,22,right,left,1.0,1922.1484661102295,False,True,2000.0,250.0,2064.074470281601,47.137428998947144,1432,1,31,m,2026-01-14_20-43-13
9,5,baseline,baseline,9,2,26,44,22,left,right,,,,,2000.0,250.0,2069.839575767517,52.90253567695618,1432,1,31,m,2026-01-14_20-43-13
10,5,baseline,baseline,10,2,26,44,22,right,left,,,,,2000.0,250.0,2075.607073068619,58.67003154754639,1432,1,31,m,2026-01-14_20-43-13
11,5,baseline,baseline,11,2,26,44,22,left,right,2.0,346.4527130126953,True,True,2000.0,250.0,2080.215610265732,63.27856922149658,1432,1,31,m,2026-01-14_20-43-13
