trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
0,7,stimulation,sham,0,2,27,16,27,right,left,2.0,1464.658498764038,True,False,2000.0,250.0,3038.1501231193542,5.725657939910889,1432,1,31,m,2026-01-14_20-43-13
1,7,stimulation,sham,1,2,27,16,27,right,left,2.0,264.71948623657227,True,True,2000.0,250.0,3042.6763787269592,10.25191330909729,1432,1,31,m,2026-01-14_20-43-13
2,7,stimulation,sham,2,2,27,16,27,right,left,,,,,2000.0,250.0,3048.443526506424,16.01906108856201,1432,1,31,m,2026-01-14_20-43-13
3,7,stimulation,sham,3,2,27,16,27,right,left,,,,,2000.0,250.0,3054.2104341983795,21.78596830368042,1432,1,31,m,2026-01-14_20-43-13
4,7,stimulation,sham,4,2,27,16,27,right,left,,,,,2000.0,250.0,3059.9768404960632,27.552374601364136,1432,1,31,m,2026-01-14_20-43-13
5,7,stimulation,sham,5,2,27,16,27,left,right,,,,,2000.0,250.0,3065.7446880340576,33.3202223777771,1432,1,31,m,2026-01-14_20-43-13
6,7,stimulation,sham,6,2,27,16,27,right,left,,,,,2000.0,250.0,3071.509516477585,39.08505082130432,1432,1,31,m,2026-01-14_20-43-13
7,7,stimulation,sham,7,2,27,16,27,right,left,,,,,2000.0,250.0,3077.276214838028,44.851749420166016,1432,1,31,m,2026-01-14_20-43-13
8,7,stimulation,sham,8,2,27,16,27,right,left,,,,,2000.0,250.0,3083.04709982872,50.622634410858154,1432,1,31,m,2026-01-14_20-43-13
9,7,stimulation,sham,9,2,27,16,27,right,left,,,,,2000.0,250.0,3088.8091197013855,56.38465428352356,1432,1,31,m,2026-01-14_20-43-13
10,7,stimulation,sham,10,2,27,16,27,left,right,,,,,2000.0,250.0,3094.5821301937103,62.15766477584839,1432,1,31,m,2026-01-14_20-43-13
11,7,stimulation,sham,11,2,27,16,27,left,right,,,,,2000.0,250.0,3100.346353292465,67.92188811302185,1432,1,31,m,2026-01-14_20-43-13
12,7,stimulation,sham,12,2,27,16,27,right,left,,,,,2000.0,250.0,3106.1082503795624,73.68378472328186,1432,1,31,m,2026-01-14_20-43-13
13,7,stimulation,sham,13,2,27,16,27,right,left,,,,,2000.0,250.0,3111.8739409446716,79.44947552680969,1432,1,31,m,2026-01-14_20-43-13
14,7,stimulation,sham,14,2,27,16,27,left,right,,,,,2000.0,250.0,3117.648504257202,85.22403931617737,1432,1,31,m,2026-01-14_20-43-13
15,7,stimulation,sham,15,2,27,16,27,right,left,,,,,2000.0,250.0,3123.424411535263,90.9999463558197,1432,1,31,m,2026-01-14_20-43-13
16,7,stimulation,sham,16,2,27,16,27,left,right,,,,,2000.0,250.0,3129.1951620578766,96.77069664001465,1432,1,31,m,2026-01-14_20-43-13
17,7,stimulation,sham,17,2,27,16,27,right,left,,,,,2000.0,250.0,3134.9577515125275,102.53328585624695,1432,1,31,m,2026-01-14_20-43-13
18,7,stimulation,sham,18,2,27,16,27,left,right,,,,,2000.0,250.0,3140.7238483428955,108.29938316345215,1432,1,31,m,2026-01-14_20-43-13
19,7,stimulation,sham,19,2,27,16,27,left,right,,,,,2000.0,250.0,3146.489277601242,114.06481218338013,1432,1,31,m,2026-01-14_20-43-13
20,7,stimulation,sham,20,2,27,16,27,left,right,,,,,2000.0,250.0,3152.255871295929,119.83140587806702,1432,1,31,m,2026-01-14_20-43-13
21,7,stimulation,sham,21,2,27,16,27,right,left,,,,,2000.0,250.0,3158.0205359458923,125.59607028961182,1432,1,31,m,2026-01-14_20-43-13
22,7,stimulation,sham,22,2,27,16,27,left,right,,,,,2000.0,250.0,3163.7895596027374,131.3650941848755,1432,1,31,m,2026-01-14_20-43-13
23,7,stimulation,sham,23,2,27,16,27,left,right,1.0,217.43416786193848,False,False,2000.0,250.0,3168.2688829898834,135.84441757202148,1432,1,31,m,2026-01-14_20-43-13
24,7,stimulation,sham,24,2,27,16,27,right,left,,,,,2000.0,250.0,3174.0380141735077,141.61354875564575,1432,1,31,m,2026-01-14_20-43-13
25,7,stimulation,sham,25,2,27,16,27,left,right,,,,,2000.0,250.0,3179.804219007492,147.37975358963013,1432,1,31,m,2026-01-14_20-43-13
26,7,stimulation,sham,26,2,27,16,27,right,left,,,,,2000.0,250.0,3185.571781873703,153.14731645584106,1432,1,31,m,2026-01-14_20-43-13
