trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
0,4,post_stimulation,baseline,0,2,26,50,10,right,left,1.0,1474.5473861694336,False,False,2000.0,250.0,1620.911738872528,5.736023902893066,1432,1,31,m,2026-01-14_20-43-13
1,4,post_stimulation,baseline,1,2,26,50,10,right,left,2.0,1715.6295776367188,True,True,2000.0,250.0,1626.8880639076233,11.712348699569702,1432,1,31,m,2026-01-14_20-43-13
2,4,post_stimulation,baseline,2,2,26,50,10,right,left,2.0,334.65123176574707,True,True,2000.0,250.0,1631.4844071865082,16.308691263198853,1432,1,31,m,2026-01-14_20-43-13
3,4,post_stimulation,baseline,3,2,26,50,10,right,left,2.0,432.55114555358887,True,True,2000.0,250.0,1636.1776549816132,21.00194025039673,1432,1,31,m,2026-01-14_20-43-13
4,4,post_stimulation,baseline,4,2,26,50,10,right,left,,,,,2000.0,250.0,1641.9522502422333,26.77653455734253,1432,1,31,m,2026-01-14_20-43-13
5,4,post_stimulation,baseline,5,2,26,50,10,left,right,,,,,2000.0,250.0,1647.719345331192,32.543630599975586,1432,1,31,m,2026-01-14_20-43-13
6,4,post_stimulation,baseline,6,2,26,50,10,left,right,,,,,2000.0,250.0,1653.4878377914429,38.31212258338928,1432,1,31,m,2026-01-14_20-43-13
7,4,post_stimulation,baseline,7,2,26,50,10,right,left,,,,,2000.0,250.0,1659.2504150867462,44.07469892501831,1432,1,31,m,2026-01-14_20-43-13
8,4,post_stimulation,baseline,8,2,26,50,10,left,right,,,,,2000.0,250.0,1665.0104522705078,49.834736585617065,1432,1,31,m,2026-01-14_20-43-13
9,4,post_stimulation,baseline,9,2,26,50,10,right,left,,,,,2000.0,250.0,1670.774157524109,55.59844207763672,1432,1,31,m,2026-01-14_20-43-13
10,4,post_stimulation,baseline,10,2,26,50,10,left,right,1.0,469.7532653808594,False,False,2000.0,250.0,1675.5063633918762,60.33064818382263,1432,1,31,m,2026-01-14_20-43-13
11,4,post_stimulation,baseline,11,2,26,50,10,left,right,,,,,2000.0,250.0,1681.2743117809296,66.09859657287598,1432,1,31,m,2026-01-14_20-43-13
12,4,post_stimulation,baseline,12,2,26,50,10,right,left,,,,,2000.0,250.0,1687.0353562831879,71.85964059829712,1432,1,31,m,2026-01-14_20-43-13
13,4,post_stimulation,baseline,13,2,26,50,10,right,left,,,,,2000.0,250.0,1692.806411743164,77.63069605827332,1432,1,31,m,2026-01-14_20-43-13
14,4,post_stimulation,baseline,14,2,26,50,10,right,left,,,,,2000.0,250.0,1698.580602645874,83.40488696098328,1432,1,31,m,2026-01-14_20-43-13
15,4,post_stimulation,baseline,15,2,26,50,10,right,left,,,,,2000.0,250.0,1704.3478145599365,89.17209935188293,1432,1,31,m,2026-01-14_20-43-13
16,4,post_stimulation,baseline,16,2,26,50,10,right,left,,,,,2000.0,250.0,1710.107072353363,94.93135714530945,1432,1,31,m,2026-01-14_20-43-13
17,4,post_stimulation,baseline,17,2,26,50,10,left,right,,,,,2000.0,250.0,1715.8766131401062,100.70089769363403,1432,1,31,m,2026-01-14_20-43-13
18,4,post_stimulation,baseline,18,2,26,50,10,right,left,,,,,2000.0,250.0,1721.6451518535614,106.46943521499634,1432,1,31,m,2026-01-14_20-43-13
19,4,post_stimulation,baseline,19,2,26,50,10,right,left,,,,,2000.0,250.0,1727.4201209545135,112.24440550804138,1432,1,31,m,2026-01-14_20-43-13
20,4,post_stimulation,baseline,20,2,26,50,10,left,right,,,,,2000.0,250.0,1733.1798198223114,118.00410437583923,1432,1,31,m,2026-01-14_20-43-13
21,4,post_stimulation,baseline,21,2,26,50,10,right,left,,,,,2000.0,250.0,1738.9484055042267,123.77269005775452,1432,1,31,m,2026-01-14_20-43-13
22,4,post_stimulation,baseline,22,2,26,50,10,left,right,,,,,2000.0,250.0,1744.7231707572937,129.54745483398438,1432,1,31,m,2026-01-14_20-43-13
23,4,post_stimulation,baseline,23,2,26,50,10,right,left,,,,,2000.0,250.0,1750.4961216449738,135.32040643692017,1432,1,31,m,2026-01-14_20-43-13
24,4,post_stimulation,baseline,24,2,26,50,10,right,left,,,,,2000.0,250.0,1756.2585635185242,141.08284783363342,1432,1,31,m,2026-01-14_20-43-13
25,4,post_stimulation,baseline,25,2,26,50,10,right,left,,,,,2000.0,250.0,1762.0180513858795,146.84233570098877,1432,1,31,m,2026-01-14_20-43-13
26,4,post_stimulation,baseline,0,1,27,50,10,left,right,,,,,2000.0,250.0,1767.787784576416,152.61206912994385,1432,1,31,m,2026-01-14_20-43-13
27,4,post_stimulation,baseline,1,1,27,50,10,right,left,,,,,2000.0,250.0,1773.5539627075195,158.3782467842102,1432,1,31,m,2026-01-14_20-43-13
