trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
0,1,baseline,baseline,0,2,25,21,45,left,right,1,878.3018589019775,False,True,2000.0,250.0,132.9353744983673,5.1403913497924805,avi-pilot,1,23,m,2026-01-15_12-54-03
1,1,baseline,baseline,1,2,25,21,45,right,left,1,558.7024688720703,False,False,2000.0,250.0,137.75449752807617,9.959513187408447,avi-pilot,1,23,m,2026-01-15_12-54-03
2,1,baseline,baseline,2,2,25,21,45,right,left,1,430.4049015045166,False,True,2000.0,250.0,142.4455168247223,14.650531530380249,avi-pilot,1,23,m,2026-01-15_12-54-03
3,1,baseline,baseline,3,2,25,21,45,left,right,1,594.306230545044,False,True,2000.0,250.0,147.30052208900452,19.505537509918213,avi-pilot,1,23,m,2026-01-15_12-54-03
4,1,baseline,baseline,4,2,25,21,45,left,right,1,595.6223011016846,False,False,2000.0,250.0,152.15624809265137,24.361263036727905,avi-pilot,1,23,m,2026-01-15_12-54-03
5,1,baseline,baseline,5,2,25,21,45,left,right,1,729.8872470855713,False,False,2000.0,250.0,157.14796662330627,29.352982997894287,avi-pilot,1,23,m,2026-01-15_12-54-03
6,1,baseline,baseline,6,2,25,21,45,left,right,1,725.4281044006348,False,True,2000.0,250.0,162.13527393341064,34.34028887748718,avi-pilot,1,23,m,2026-01-15_12-54-03
7,1,baseline,baseline,7,2,25,21,45,left,right,2,546.5614795684814,True,True,2000.0,250.0,166.94246578216553,39.14748215675354,avi-pilot,1,23,m,2026-01-15_12-54-03
8,1,baseline,baseline,8,2,25,21,45,right,left,1,627.3834705352783,False,False,2000.0,250.0,171.8317837715149,44.03679895401001,avi-pilot,1,23,m,2026-01-15_12-54-03
9,1,baseline,baseline,9,2,25,21,45,left,right,2,959.352970123291,True,True,2000.0,250.0,177.05209350585938,49.25710868835449,avi-pilot,1,23,m,2026-01-15_12-54-03
10,1,baseline,baseline,10,2,25,21,45,left,right,2,844.346284866333,True,True,2000.0,250.0,182.15778517723083,54.36280012130737,avi-pilot,1,23,m,2026-01-15_12-54-03
