trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,subject_id,session,age,gender,date
0,2,stimulation,theta,0,1,27,37,45,right,left,2,1185.553789138794,False,True,2000.0,250.0,5.458781957626343,5.458785057067871,9994,1,31,m,2025-08-14_12-24-05
1,2,stimulation,theta,1,1,27,37,45,right,left,1,1.9788742065429688,True,True,2000.0,250.0,9.734141826629639,9.734145164489746,9994,1,31,m,2025-08-14_12-24-05
2,2,stimulation,theta,2,1,27,37,45,left,right,1,336.6110324859619,True,True,2000.0,250.0,14.342895746231079,14.342896938323975,9994,1,31,m,2025-08-14_12-24-05
3,2,stimulation,theta,3,1,27,37,45,left,right,2,744.8780536651611,False,False,2000.0,250.0,19.359407901763916,19.359410047531128,9994,1,31,m,2025-08-14_12-24-05
4,2,stimulation,theta,4,1,27,37,45,left,right,2,330.02281188964844,False,False,2000.0,250.0,23.964763879776,23.964766025543213,9994,1,31,m,2025-08-14_12-24-05
5,2,stimulation,theta,5,1,27,37,45,left,right,2,421.9357967376709,False,False,2000.0,250.0,28.659870862960815,28.659873008728027,9994,1,31,m,2025-08-14_12-24-05
6,2,stimulation,theta,6,1,27,37,45,right,left,2,508.95214080810547,False,False,2000.0,250.0,33.44066619873047,33.44066786766052,9994,1,31,m,2025-08-14_12-24-05
7,2,stimulation,theta,7,1,27,37,45,right,left,1,542.9446697235107,True,True,2000.0,250.0,38.25425100326538,38.254252195358276,9994,1,31,m,2025-08-14_12-24-05
8,2,stimulation,theta,8,1,27,37,45,left,right,1,473.604679107666,True,False,2000.0,250.0,43.001349210739136,43.0013530254364,9994,1,31,m,2025-08-14_12-24-05
9,2,stimulation,theta,9,1,27,37,45,left,right,1,613.0638122558594,True,True,2000.0,250.0,47.88622307777405,47.88622498512268,9994,1,31,m,2025-08-14_12-24-05
10,2,stimulation,theta,10,1,27,37,45,left,right,1,675.3690242767334,True,True,2000.0,250.0,52.8359169960022,52.83591890335083,9994,1,31,m,2025-08-14_12-24-05
11,2,stimulation,theta,11,1,27,37,45,left,right,1,1236.100196838379,True,True,2000.0,250.0,58.34475803375244,58.34476017951965,9994,1,31,m,2025-08-14_12-24-05
12,2,stimulation,theta,12,1,27,37,45,right,left,1,1391.083002090454,True,True,2000.0,250.0,64.01123404502869,64.01123595237732,9994,1,31,m,2025-08-14_12-24-05
13,2,stimulation,theta,13,1,27,37,45,left,right,1,674.9849319458008,True,True,2000.0,250.0,68.9608268737793,68.96082806587219,9994,1,31,m,2025-08-14_12-24-05
14,2,stimulation,theta,14,1,27,37,45,left,right,1,474.5142459869385,True,True,2000.0,250.0,73.71160507202148,73.7116072177887,9994,1,31,m,2025-08-14_12-24-05
15,2,stimulation,theta,15,1,27,37,45,right,left,1,440.8409595489502,True,True,2000.0,250.0,78.42592096328735,78.42592310905457,9994,1,31,m,2025-08-14_12-24-05
16,2,stimulation,theta,16,1,27,37,45,right,left,1,507.6770782470703,True,False,2000.0,250.0,83.20772886276245,83.20773100852966,9994,1,31,m,2025-08-14_12-24-05
17,2,stimulation,theta,17,1,27,37,45,left,right,1,458.1317901611328,True,False,2000.0,250.0,87.94134879112244,87.94134998321533,9994,1,31,m,2025-08-14_12-24-05
18,2,stimulation,theta,18,1,27,37,45,right,left,1,792.5722599029541,True,True,2000.0,250.0,93.00947999954224,93.00948214530945,9994,1,31,m,2025-08-14_12-24-05
19,2,stimulation,theta,19,1,27,37,45,right,left,1,948.2641220092773,True,True,2000.0,250.0,98.22966289520264,98.22966504096985,9994,1,31,m,2025-08-14_12-24-05
20,2,stimulation,theta,20,1,27,37,45,left,right,1,1111.8807792663574,True,True,2000.0,250.0,103.61375784873962,103.61375999450684,9994,1,31,m,2025-08-14_12-24-05
