trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,stim_guess,subject_id,session,age,gender,date
0,4,post_stimulation,baseline,0,2,25,21,18,right,left,1,836.3971710205078,False,False,2000.0,250.0,1502.674663066864,5.0988218784332275,no,11036,1,24,f,2026-04-20_09-36-15
1,4,post_stimulation,baseline,1,2,25,21,18,right,left,2,380.1765441894531,True,True,2000.0,250.0,1507.3155887126923,9.739748001098633,no,11036,1,24,f,2026-04-20_09-36-15
2,4,post_stimulation,baseline,2,2,25,21,18,left,right,2,609.9138259887695,True,True,2000.0,250.0,1512.1876583099365,14.611817359924316,no,11036,1,24,f,2026-04-20_09-36-15
3,4,post_stimulation,baseline,3,2,25,21,18,left,right,2,841.3593769073486,True,True,2000.0,250.0,1517.2902870178223,19.71444606781006,no,11036,1,24,f,2026-04-20_09-36-15
4,4,post_stimulation,baseline,4,2,25,21,18,left,right,2,511.3544464111328,True,False,2000.0,250.0,1522.0631988048553,24.48735785484314,no,11036,1,24,f,2026-04-20_09-36-15
5,4,post_stimulation,baseline,5,2,25,21,18,left,right,1,344.97714042663574,False,False,2000.0,250.0,1526.6709518432617,29.09511113166809,no,11036,1,24,f,2026-04-20_09-36-15
6,4,post_stimulation,baseline,6,2,25,21,18,left,right,2,581.512451171875,True,True,2000.0,250.0,1531.5145094394684,33.938668727874756,no,11036,1,24,f,2026-04-20_09-36-15
7,4,post_stimulation,baseline,7,2,25,21,18,right,left,2,361.74774169921875,True,True,2000.0,250.0,1536.1373784542084,38.561537742614746,no,11036,1,24,f,2026-04-20_09-36-15
8,4,post_stimulation,baseline,8,2,25,21,18,right,left,1,494.50206756591797,False,False,2000.0,250.0,1540.893486738205,43.31764602661133,no,11036,1,24,f,2026-04-20_09-36-15
9,4,post_stimulation,baseline,9,2,25,21,18,left,right,2,378.83543968200684,True,True,2000.0,250.0,1545.5333633422852,47.95752263069153,no,11036,1,24,f,2026-04-20_09-36-15
10,4,post_stimulation,baseline,10,2,25,21,18,right,left,2,375.5648136138916,True,True,2000.0,250.0,1550.1712429523468,52.595402002334595,no,11036,1,24,f,2026-04-20_09-36-15
11,4,post_stimulation,baseline,11,2,25,21,18,left,right,2,329.9219608306885,True,True,2000.0,250.0,1554.7624175548553,57.18657684326172,no,11036,1,24,f,2026-04-20_09-36-15
12,4,post_stimulation,baseline,12,2,25,21,18,right,left,2,788.5215282440186,True,True,2000.0,250.0,1559.8123760223389,62.23653507232666,no,11036,1,24,f,2026-04-20_09-36-15
13,4,post_stimulation,baseline,13,2,25,21,18,right,left,2,378.83543968200684,True,False,2000.0,250.0,1564.4521446228027,66.87630343437195,no,11036,1,24,f,2026-04-20_09-36-15
14,4,post_stimulation,baseline,14,2,25,21,18,left,right,1,509.40442085266113,False,False,2000.0,250.0,1569.2225942611694,71.64675307273865,no,11036,1,24,f,2026-04-20_09-36-15
15,4,post_stimulation,baseline,15,2,25,21,18,left,right,2,363.33394050598145,True,True,2000.0,250.0,1573.8466498851776,76.2708089351654,no,11036,1,24,f,2026-04-20_09-36-15
16,4,post_stimulation,baseline,16,2,25,21,18,left,right,2,430.26161193847656,True,True,2000.0,250.0,1578.5383281707764,80.96248722076416,no,11036,1,24,f,2026-04-20_09-36-15
17,4,post_stimulation,baseline,17,2,25,21,18,left,right,2,726.7942428588867,True,True,2000.0,250.0,1583.526154756546,85.95031380653381,no,11036,1,24,f,2026-04-20_09-36-15
18,4,post_stimulation,baseline,18,2,25,21,18,left,right,1,411.70620918273926,False,False,2000.0,250.0,1588.1988294124603,90.6229887008667,no,11036,1,24,f,2026-04-20_09-36-15
19,4,post_stimulation,baseline,19,2,25,21,18,left,right,2,494.18163299560547,True,True,2000.0,250.0,1592.954405784607,95.37856459617615,no,11036,1,24,f,2026-04-20_09-36-15
20,4,post_stimulation,baseline,20,2,25,21,18,right,left,2,331.64310455322266,True,True,2000.0,250.0,1597.5478398799896,99.971999168396,no,11036,1,24,f,2026-04-20_09-36-15
21,4,post_stimulation,baseline,21,2,25,21,18,right,left,2,592.0429229736328,True,True,2000.0,250.0,1602.4008820056915,104.82504105567932,no,11036,1,24,f,2026-04-20_09-36-15
22,4,post_stimulation,baseline,22,2,25,21,18,right,left,2,786.9505882263184,True,False,2000.0,250.0,1607.4488689899445,109.87303018569946,no,11036,1,24,f,2026-04-20_09-36-15
23,4,post_stimulation,baseline,23,2,25,21,18,left,right,2,640.7554149627686,True,False,2000.0,250.0,1612.3507161140442,114.7748749256134,no,11036,1,24,f,2026-04-20_09-36-15
