trial_num,run,run_type,stim_condition,trial_in_contingency,current_good,contingency_trials,flower1,flower2,slot1_position,slot2_position,choice,rt,correct,reward,wait_time,iti,timestamp,trial_start_time,stim_guess,subject_id,session,age,gender,date
0,6,stimulation,active,0,2,27,15,40,left,right,2,1052.978515625,True,False,2000.0,250.0,2560.072813987732,5.315121173858643,yes,10661,1,53,m,2026-04-03_13-25-22
1,6,stimulation,active,1,2,27,15,40,right,left,1,509.68384742736816,False,False,2000.0,250.0,2564.843650817871,10.085958003997803,yes,10661,1,53,m,2026-04-03_13-25-22
2,6,stimulation,active,2,2,27,15,40,left,right,2,626.3697147369385,True,True,2000.0,250.0,2569.730343580246,14.972653150558472,yes,10661,1,53,m,2026-04-03_13-25-22
3,6,stimulation,active,3,2,27,15,40,right,left,2,478.1370162963867,True,True,2000.0,250.0,2574.470069885254,19.712377309799194,yes,10661,1,53,m,2026-04-03_13-25-22
4,6,stimulation,active,4,2,27,15,40,right,left,2,414.8516654968262,True,True,2000.0,250.0,2579.1459288597107,24.388235807418823,yes,10661,1,53,m,2026-04-03_13-25-22
5,6,stimulation,active,5,2,27,15,40,left,right,2,579.2605876922607,True,True,2000.0,250.0,2583.985840320587,29.228147506713867,yes,10661,1,53,m,2026-04-03_13-25-22
6,6,stimulation,active,6,2,27,15,40,left,right,2,709.1190814971924,True,True,2000.0,250.0,2588.956133365631,34.19844031333923,yes,10661,1,53,m,2026-04-03_13-25-22
7,6,stimulation,active,7,2,27,15,40,right,left,2,411.45896911621094,True,False,2000.0,250.0,2593.6294300556183,38.871737003326416,yes,10661,1,53,m,2026-04-03_13-25-22
8,6,stimulation,active,8,2,27,15,40,left,right,2,1187.4189376831055,True,True,2000.0,250.0,2599.0774323940277,44.31973910331726,yes,10661,1,53,m,2026-04-03_13-25-22
9,6,stimulation,active,9,2,27,15,40,right,left,2,509.95659828186035,True,True,2000.0,250.0,2603.84871506691,49.09102201461792,yes,10661,1,53,m,2026-04-03_13-25-22
10,6,stimulation,active,10,2,27,15,40,left,right,2,429.8672676086426,True,True,2000.0,250.0,2608.540736436844,53.78304362297058,yes,10661,1,53,m,2026-04-03_13-25-22
11,6,stimulation,active,11,2,27,15,40,right,left,2,644.1051959991455,True,True,2000.0,250.0,2613.446063518524,58.6883704662323,yes,10661,1,53,m,2026-04-03_13-25-22
12,6,stimulation,active,12,2,27,15,40,left,right,2,526.4108180999756,True,True,2000.0,250.0,2618.233622789383,63.475929737091064,yes,10661,1,53,m,2026-04-03_13-25-22
13,6,stimulation,active,13,2,27,15,40,left,right,2,444.6878433227539,True,True,2000.0,250.0,2622.939953804016,68.18226099014282,yes,10661,1,53,m,2026-04-03_13-25-22
14,6,stimulation,active,14,2,27,15,40,left,right,2,363.6515140533447,True,True,2000.0,250.0,2627.565593481064,72.80790090560913,yes,10661,1,53,m,2026-04-03_13-25-22
